Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_longest_win_streak,B_losses,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_longest_win_streak,R_losses,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch
Red,FALSE,3,0,4,4,2,1,0,1,3,3,0,0,7,167.64,170.18,135,1,0,3,1,0,0,2,1,0,0,0,3,167.64,162.56,135,29,29,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,3,1,0,0,0,0,0,4,0,4,187.96,187.96,170,0,1,6,11,2,0,3,9,5,0,0,17,177.8,182.88,170,27,37,0,0,0,1,0,0,1,0
Red,FALSE,3,1,0,1,1,0,0,0,0,0,1,0,1,177.8,185.42,185,0,1,1,0,0,0,1,0,0,0,0,1,187.96,187.96,185,35,21,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,0,1,0,0,0,0,1,0,1,180.34,182.88,135,1,0,1,2,0,0,0,1,0,0,0,1,167.64,172.72,135,27,30,0,1,0,0,0,0,1,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,154.94,160.02,115,1,0,1,1,0,0,0,0,0,1,0,1,165.1,170.18,115,26,26,0,1,0,0,0,1,0,0
Blue,FALSE,5,0,3,4,5,0,0,0,2,10,0,0,12,187.96,193.04,205,0,4,4,4,0,0,0,3,1,2,0,6,187.96,198.12,205,35,35,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,2,3,0,0,0,1,3,1,0,5,185.42,190.5,253,3,0,4,9,0,1,0,1,5,5,0,12,210.82,213.36,265,33,31,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,182.88,187.96,205,0,1,2,7,0,0,3,0,4,0,0,7,190.5,193.04,205,24,33,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,2,2,0,0,0,2,0,0,0,2,172.72,170.18,125,0,1,2,4,1,0,1,2,1,0,0,4,167.64,167.64,125,24,35,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,3,3,0,0,0,0,1,2,0,0,3,170.18,170.18,135,1,0,3,5,3,0,1,3,4,0,1,9,160.02,167.64,135,26,34,0,0,0,1,0,1,0,0
Red,FALSE,3,1,0,1,1,0,0,1,0,0,0,0,1,180.34,190.5,170,1,0,0,1,0,0,0,0,0,0,0,0,185.42,193.04,170,25,34,0,0,1,0,0,0,0,1
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,172.72,172.72,145,2,0,0,2,0,0,0,0,0,0,0,0,165.1,175.26,145,26,31,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,2,1,0,0,0,0,0,2,0,2,165.1,160.02,125,2,0,0,2,0,0,0,0,0,0,0,0,162.56,162.56,125,23,23,0,1,0,0,0,0,1,0
Red,FALSE,3,0,1,3,1,0,0,1,0,3,0,0,4,180.34,180.34,155,0,1,1,2,0,0,1,0,1,0,0,2,175.26,177.8,155,34,32,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,3,3,2,0,0,0,1,3,1,0,5,175.26,187.96,155,0,6,6,2,0,0,1,6,1,0,1,9,172.72,185.42,155,34,32,0,1,0,0,0,1,0,0
Red,FALSE,5,0,1,7,2,6,0,0,2,10,0,0,12,185.42,195.58,240,0,1,6,2,1,0,0,0,5,1,1,7,193.04,210.82,250,36,32,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,3,4,0,0,1,1,4,1,0,7,180.34,177.8,155,1,0,5,2,0,0,0,4,2,3,0,9,190.5,193.04,155,34,31,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,3,1,0,0,0,1,0,3,0,4,162.56,162.56,115,0,1,2,5,0,0,1,1,1,1,0,4,170.18,170.18,115,31,31,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,2,3,0,0,0,1,3,1,0,5,182.88,182.88,170,0,3,4,2,0,0,0,0,4,3,0,7,180.34,190.5,170,29,27,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,6,3,0,0,1,3,3,1,0,8,177.8,185.42,145,1,0,2,5,0,0,1,3,2,0,0,6,180.34,187.96,145,30,28,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,2,4,3,0,0,0,4,1,3,0,8,170.18,180.34,135,0,1,5,1,0,0,1,4,1,0,0,6,162.56,172.72,135,29,29,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,2,2,0,0,0,0,0,0,2,0,2,177.8,180.34,135,0,1,1,0,0,0,0,1,0,0,0,1,177.8,185.42,135,24,24,0,1,0,0,0,0,0,1
Blue,FALSE,3,0,1,1,0,0,0,0,1,0,0,0,1,167.64,175.26,125,0,1,2,3,0,0,1,1,1,0,0,3,172.72,170.18,125,30,31,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,4,8,0,0,2,6,3,2,0,13,172.72,172.72,155,0,3,3,2,0,0,0,3,1,1,0,5,175.26,175.26,155,34,35,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,1,3,0,0,0,1,0,1,0,2,167.64,170.18,135,3,0,7,6,6,0,0,4,2,3,0,9,167.64,177.8,135,33,32,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,1,1,1,0,0,0,1,0,0,0,1,165.1,160.02,115,0,2,2,0,0,0,0,1,0,1,0,2,157.48,160.02,115,27,28,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,16,5,13,0,0,3,11,3,0,17,187.96,195.58,185,0,4,4,0,0,0,1,1,2,0,0,4,193.04,203.2,185,43,29,0,0,1,0,0,0,0,1
Blue,FALSE,3,0,2,2,0,0,0,0,1,1,0,0,2,167.64,175.26,135,0,3,4,4,0,0,1,4,0,6,0,11,167.64,170.18,135,26,34,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,0,1,0,0,0,1,165.1,167.64,125,0,2,2,0,0,0,0,0,0,2,0,2,170.18,172.72,125,23,23,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,4,6,0,0,2,2,5,1,0,10,187.96,190.5,205,0,1,1,0,0,0,0,0,0,1,0,1,187.96,187.96,205,32,22,0,0,1,0,0,1,0,0
Red,FALSE,3,0,3,3,2,0,0,1,1,1,0,0,3,180.34,177.8,155,0,1,1,0,0,0,0,0,1,0,0,1,175.26,193.04,155,30,25,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,2,0,0,0,1,0,0,0,1,182.88,182.88,145,0,1,1,1,0,0,0,0,1,0,0,1,172.72,182.88,145,27,25,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,3,3,0,0,1,0,0,2,0,3,175.26,185.42,135,2,0,2,5,0,0,0,1,2,0,0,3,170.18,175.26,135,31,27,0,1,0,0,0,0,1,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,172.72,177.8,135,2,0,0,2,0,0,0,0,0,0,0,0,175.26,175.26,135,32,29,0,0,1,0,0,1,0,0
Blue,FALSE,5,0,3,3,1,0,0,1,0,2,0,0,3,167.64,170.18,135,0,4,7,2,0,0,3,5,2,1,0,11,165.1,167.64,135,30,36,0,1,0,0,0,1,0,0
Red,FALSE,3,0,2,3,1,0,0,2,1,0,2,0,5,180.34,182.88,145,0,1,7,3,11,0,0,6,3,0,0,9,170.18,177.8,145,29,32,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,1,0,0,0,0,2,0,0,2,182.88,187.96,170,3,0,7,9,2,0,1,8,1,9,0,19,185.42,182.88,170,33,41,0,1,0,0,0,0,1,0
Red,FALSE,3,0,5,5,0,0,0,0,3,2,0,0,5,175.26,185.42,155,0,3,4,9,0,0,0,1,0,12,0,13,177.8,187.96,155,29,29,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,3,1,0,0,1,1,0,1,0,3,193.04,203.2,205,0,1,1,0,0,0,0,0,1,0,0,1,195.58,208.28,205,30,26,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,1,3,0,0,0,1,1,0,0,2,180.34,193.04,170,2,0,7,10,1,0,0,5,7,1,1,14,175.26,177.8,170,33,35,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,0,0,0,1,0,0,0,0,1,172.72,177.8,135,0,3,3,0,0,0,1,1,1,0,0,3,175.26,182.88,135,26,23,0,1,0,0,0,1,0,0
Red,TRUE,5,0,4,4,3,7,0,0,4,7,1,0,12,167.64,170.18,125,0,3,4,2,2,0,2,4,1,0,0,7,162.56,162.56,135,32,31,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,3,6,0,0,1,0,2,3,0,6,177.8,190.5,155,0,5,5,0,0,0,0,1,2,2,0,5,170.18,180.34,155,31,32,0,1,0,0,0,1,0,0
Red,FALSE,3,0,3,3,5,0,0,3,1,4,0,0,8,165.1,165.1,125,0,1,6,3,2,0,1,7,4,1,0,13,162.56,165.1,125,30,34,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,1,1,0,0,0,0,0,1,0,1,160.02,157.48,125,2,0,3,3,0,0,0,1,2,1,0,4,162.56,165.1,115,27,24,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,1,0,0,0,1,0,1,0,2,185.42,187.96,205,1,0,5,5,1,0,0,2,4,3,1,10,187.96,193.04,205,28,39,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,1,8,8,1,0,0,6,9,6,0,21,185.42,185.42,155,0,2,2,0,0,0,0,1,1,0,0,2,175.26,182.88,155,35,26,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,172.72,182.88,155,4,0,7,7,1,0,2,4,1,2,0,9,167.64,167.64,155,28,32,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,2,2,0,0,0,0,0,1,1,0,2,180.34,190.5,170,0,4,4,2,0,0,1,3,1,0,0,5,180.34,182.88,170,28,30,0,0,1,0,0,1,0,0
Red,TRUE,5,0,2,6,4,2,0,0,3,5,2,0,10,195.58,200.66,205,1,0,13,2,11,0,0,7,4,5,0,16,193.04,213.36,205,31,31,0,1,0,0,0,1,0,0
Blue,TRUE,5,0,7,7,1,4,0,1,1,5,2,0,9,172.72,175.26,145,0,5,5,0,3,0,0,1,4,0,0,5,172.72,172.72,145,30,33,0,1,0,0,0,1,0,0
Blue,FALSE,3,2,0,3,4,1,0,0,2,0,5,0,7,185.42,190.5,170,4,0,5,8,3,0,1,1,4,0,1,7,187.96,190.5,170,31,34,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,2,3,4,1,0,0,6,2,0,0,8,190.5,200.66,205,0,2,3,3,0,0,0,2,3,2,0,7,177.8,185.42,205,29,35,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,5,5,0,0,0,0,3,2,0,0,5,167.64,180.34,145,0,1,5,4,3,0,0,3,6,0,0,9,167.64,167.64,145,30,33,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,182.88,182.88,145,0,1,2,3,1,0,0,1,2,0,0,3,167.64,172.72,145,28,36,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,2,2,0,0,0,0,1,1,0,0,2,170.18,170.18,135,0,1,2,2,0,0,0,2,1,0,0,3,170.18,172.72,135,25,33,0,0,0,1,0,1,0,0
Blue,FALSE,3,0,2,2,0,1,0,0,2,0,0,0,2,177.8,180.34,155,6,0,3,13,11,0,0,1,6,4,1,12,175.26,177.8,155,33,40,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,1,0,0,0,0,1,172.72,190.5,135,0,1,1,0,0,0,0,0,0,1,0,1,167.64,175.26,135,30,25,0,0,1,0,0,1,0,0
Red,FALSE,3,0,3,3,2,0,0,0,0,3,1,0,4,180.34,185.42,170,0,2,2,0,0,0,0,1,1,0,0,2,187.96,193.04,170,34,31,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,177.8,190.5,135,1,0,2,2,0,0,0,1,1,1,0,3,167.64,167.64,135,26,32,0,0,1,0,0,0,0,1
Blue,FALSE,5,1,0,5,3,2,0,1,3,4,0,0,8,177.8,177.8,155,0,1,5,3,1,0,1,3,1,4,1,10,175.26,195.58,170,31,26,0,1,0,0,0,1,0,0
Red,FALSE,3,0,4,4,3,0,0,0,0,5,2,0,7,182.88,190.5,155,2,0,4,6,0,1,1,5,6,0,0,13,180.34,190.5,155,28,32,0,0,0,1,0,1,0,0
Red,FALSE,3,1,0,4,4,0,0,1,7,0,0,0,8,167.64,175.26,135,1,0,2,3,0,0,0,0,4,1,0,5,172.72,180.34,135,25,31,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,2,4,9,0,0,0,1,0,11,0,12,177.8,187.96,155,0,1,7,12,0,0,2,6,3,7,0,18,172.72,180.34,155,29,35,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,1,1,1,0,0,0,2,0,0,0,2,175.26,177.8,155,0,1,4,4,0,0,1,2,1,1,0,5,177.8,180.34,155,30,32,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,3,1,0,0,2,0,1,0,0,3,172.72,175.26,155,1,0,2,1,0,0,0,1,1,0,0,2,175.26,172.72,155,29,30,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,2,2,0,0,0,1,3,0,0,4,185.42,195.58,185,0,2,2,1,0,0,0,0,1,3,0,4,185.42,195.58,185,30,30,0,1,0,0,0,0,1,0
Blue,FALSE,3,1,0,2,3,0,0,0,2,1,3,0,6,182.88,190.5,185,1,0,2,5,0,0,1,4,0,0,0,5,190.5,190.5,185,34,37,0,0,1,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,193.04,208.28,205,2,0,1,2,0,0,0,0,1,0,0,1,190.5,193.04,205,30,31,0,0,1,0,0,1,0,0
Red,TRUE,5,0,6,6,1,0,0,0,0,3,3,0,6,172.72,175.26,145,0,12,12,3,3,0,1,4,8,2,0,15,180.34,175.26,155,27,27,0,0,0,1,0,1,0,0
Red,TRUE,5,0,1,8,2,8,0,1,6,2,0,0,9,167.64,165.1,125,0,1,2,2,1,0,1,1,0,2,0,4,165.1,167.64,125,31,30,0,1,0,0,0,0,1,0
Blue,FALSE,3,1,0,4,3,0,0,0,1,0,6,0,7,180.34,182.88,170,0,2,3,4,0,0,0,2,4,3,0,9,180.34,193.04,170,30,30,0,0,0,1,0,1,0,0
Red,FALSE,3,1,0,1,3,0,0,1,1,0,0,0,2,170.18,177.8,145,0,1,1,1,0,0,0,1,0,0,0,1,172.72,185.42,145,31,27,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,2,4,5,0,0,0,2,9,0,0,11,187.96,193.04,205,2,0,3,4,0,0,0,1,3,0,2,6,185.42,200.66,205,34,38,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,3,3,2,0,0,0,2,0,1,0,3,165.1,162.56,115,0,1,2,3,1,0,1,3,0,1,0,5,162.56,160.02,115,33,30,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,3,3,0,0,0,1,2,3,0,6,177.8,180.34,155,1,0,4,3,1,0,1,1,1,4,0,7,175.26,177.8,155,32,29,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,2,2,6,0,0,1,1,0,0,1,3,167.64,167.64,125,0,3,3,1,0,0,1,3,0,0,0,4,175.26,172.72,125,32,29,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,2,2,0,0,0,1,2,0,0,3,185.42,190.5,185,0,2,3,2,1,0,0,5,2,0,0,7,185.42,190.5,185,31,30,0,0,1,0,0,1,0,0
Red,FALSE,3,2,0,2,3,0,0,0,1,1,0,0,2,170.18,175.26,135,0,1,1,0,1,0,0,1,0,0,0,1,167.64,162.56,135,31,26,0,0,1,0,0,1,0,0
Blue,FALSE,3,4,0,1,5,2,0,0,1,0,0,0,1,187.96,187.96,170,1,0,3,3,1,0,1,2,3,0,0,6,177.8,180.34,170,29,32,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,2,2,0,0,0,0,2,0,0,0,2,193.04,198.12,205,0,1,2,2,0,0,0,3,0,0,0,3,182.88,190.5,205,26,28,0,1,0,0,0,1,0,0
Red,FALSE,5,0,3,3,0,0,0,0,1,2,0,0,3,187.96,190.5,264,0,1,9,4,5,0,0,5,8,0,0,13,193.04,195.58,238,25,34,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,2,2,0,0,0,0,1,2,0,3,190.5,200.66,205,1,0,3,9,3,0,1,1,7,0,0,9,185.42,193.04,205,27,37,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,3,3,0,0,0,0,2,1,0,0,3,185.42,198.12,264,2,0,4,9,1,0,0,1,7,0,0,8,177.8,182.88,265,31,44,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,2,3,4,0,0,0,3,1,2,0,6,182.88,185.42,170,0,3,3,3,0,0,1,1,0,4,1,7,180.34,185.42,170,28,24,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,0,0,0,0,1,0,0,0,1,172.72,177.8,170,0,1,4,6,1,0,2,7,4,0,1,14,187.96,190.5,170,34,37,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,2,2,0,0,0,1,1,2,0,4,165.1,165.1,125,3,0,3,5,1,0,0,4,0,2,0,6,162.56,165.1,125,30,33,0,0,0,1,0,0,1,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,177.8,182.88,170,1,0,1,6,0,0,1,0,0,2,0,3,180.34,185.42,170,29,34,0,1,0,0,0,0,1,0
Blue,FALSE,3,2,0,1,3,0,0,0,0,0,1,0,1,177.8,180.34,155,2,0,1,5,0,0,0,1,0,0,0,1,170.18,170.18,155,28,37,0,1,0,0,0,1,0,0
Blue,FALSE,5,0,8,8,0,1,0,0,6,1,1,0,8,182.88,193.04,170,1,0,5,8,4,0,0,10,4,3,0,17,172.72,177.8,170,31,34,0,0,0,1,0,0,1,0
Red,FALSE,3,1,0,2,3,0,0,1,1,0,4,0,6,172.72,172.72,135,0,1,4,4,0,0,0,2,1,3,0,6,167.64,165.1,135,34,32,0,1,0,0,0,1,0,0
Red,FALSE,3,0,3,3,0,0,0,0,1,1,1,0,3,167.64,165.1,135,1,0,6,3,2,0,1,7,3,1,0,12,162.56,165.1,125,26,34,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,185.42,195.58,170,2,0,4,8,0,0,1,3,4,1,0,9,187.96,190.5,170,35,34,0,0,0,1,0,1,0,0
Blue,FALSE,5,2,0,6,2,1,0,0,0,4,1,1,6,193.04,210.82,250,0,4,4,2,0,0,0,2,2,0,1,5,193.04,203.2,265,32,27,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,182.88,190.5,170,0,1,3,3,0,0,1,1,4,0,0,6,182.88,180.34,170,28,30,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,2,3,0,0,1,1,0,1,0,3,180.34,182.88,170,0,2,2,0,0,0,0,0,2,0,0,2,182.88,180.34,170,28,28,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,0,1,0,0,0,1,165.1,170.18,125,1,0,0,1,0,0,0,0,0,0,0,0,172.72,167.64,125,27,22,0,1,0,0,0,1,0,0
Blue,FALSE,3,3,0,0,3,0,0,0,0,0,0,0,0,180.34,193.04,205,1,0,0,1,0,0,0,0,0,0,0,0,190.5,182.88,205,36,23,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,2,0,0,0,1,0,0,0,1,160.02,160.02,115,0,1,1,0,0,0,0,1,0,0,0,1,162.56,162.56,115,36,29,0,1,0,0,0,0,0,1
Red,FALSE,3,1,0,1,1,0,0,1,0,0,0,0,1,162.56,167.64,115,0,2,2,0,0,0,0,2,0,0,0,2,165.1,160.02,115,29,29,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,180.34,190.5,185,1,0,0,1,0,0,0,0,0,0,0,0,190.5,205.74,185,33,26,0,0,1,0,0,1,0,0
Blue,FALSE,5,0,6,6,2,0,0,0,4,4,0,0,8,182.88,185.42,170,0,2,7,5,0,0,1,7,5,1,0,14,190.5,203.2,170,32,31,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,6,5,0,0,2,8,3,1,0,14,177.8,180.34,145,2,0,4,5,1,0,0,3,3,3,0,9,172.72,180.34,145,34,36,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,3,4,0,0,0,1,2,2,0,5,172.72,177.8,135,0,1,1,2,0,0,0,2,0,0,0,2,167.64,172.72,135,25,38,0,0,0,1,0,0,1,0
Red,FALSE,3,0,2,2,0,0,0,0,1,1,0,0,2,172.72,170.18,115,1,0,3,1,0,0,0,1,0,2,0,3,162.56,162.56,115,29,31,0,1,0,0,0,1,0,0
Red,FALSE,3,0,3,3,0,0,0,0,3,0,0,0,3,182.88,190.5,170,0,7,7,2,0,0,3,4,0,2,0,9,167.64,170.18,170,32,37,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,4,0,0,0,0,0,4,0,4,177.8,180.34,125,0,1,2,1,0,0,1,1,0,1,0,3,165.1,170.18,125,29,28,0,0,1,0,0,1,0,0
Blue,FALSE,3,2,0,0,2,0,0,0,0,0,0,0,0,182.88,182.88,145,1,0,1,1,0,0,0,0,1,0,0,1,180.34,180.34,145,27,24,0,1,0,0,0,0,1,0
Blue,FALSE,5,1,0,6,1,1,0,2,2,2,0,0,6,180.34,180.34,145,0,1,3,1,1,0,0,0,2,2,0,4,170.18,182.88,145,26,31,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,2,3,0,0,1,0,4,0,0,5,177.8,180.34,170,1,0,8,8,1,0,0,6,9,5,0,20,185.42,185.42,155,27,35,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,3,3,1,1,0,1,1,2,0,0,4,175.26,180.34,135,1,0,4,3,1,0,1,3,0,2,0,6,170.18,170.18,135,34,30,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,0,0,0,1,0,1,190.5,190.5,155,0,1,1,0,1,0,1,0,0,0,0,1,180.34,180.34,155,25,26,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,1,3,1,0,0,1,1,0,0,2,160.02,162.56,115,3,0,0,3,0,0,0,0,0,0,0,0,170.18,175.26,115,27,31,0,0,0,1,0,0,1,0
Red,FALSE,3,0,1,1,0,0,1,0,0,0,0,0,1,175.26,182.88,155,0,2,2,1,0,0,0,0,0,2,0,2,167.64,177.8,155,32,32,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,1,3,0,0,0,1,0,0,0,1,167.64,172.72,125,1,0,1,1,0,0,0,0,0,1,0,1,167.64,175.26,125,27,24,0,1,0,0,0,0,0,1
Red,FALSE,3,2,0,1,3,0,0,1,0,0,0,0,1,167.64,172.72,135,0,1,1,1,0,0,0,0,0,1,0,1,167.64,165.1,135,27,24,0,1,0,0,0,1,0,0
Red,TRUE,5,0,3,6,3,0,0,1,1,10,0,0,12,190.5,200.66,260,0,2,4,2,7,0,1,3,3,3,0,10,180.34,182.88,235,33,39,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,5,3,0,0,0,1,3,4,0,8,185.42,182.88,185,0,1,9,3,5,0,0,3,4,3,0,10,187.96,198.12,185,38,34,0,1,0,0,0,1,0,0
Blue,FALSE,3,2,0,2,4,0,0,0,1,2,0,0,3,180.34,195.58,185,0,1,2,3,0,0,1,2,1,0,0,4,185.42,198.12,185,34,37,0,0,0,1,0,1,0,0
Red,FALSE,3,1,0,1,2,0,0,0,1,1,0,0,2,182.88,185.42,185,1,0,1,1,0,0,0,0,0,1,0,1,185.42,187.96,205,28,28,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,3,3,0,0,0,1,1,1,0,0,3,193.04,203.2,185,1,0,5,4,0,0,0,2,6,1,0,9,185.42,195.58,185,29,34,0,0,0,1,0,0,1,0
Blue,FALSE,3,1,0,1,2,0,0,0,0,0,1,0,1,177.8,182.88,145,3,0,4,4,0,0,1,1,1,1,0,4,177.8,180.34,145,31,26,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,2,1,0,0,0,1,0,0,1,170.18,175.26,125,0,1,1,0,0,0,0,1,0,0,0,1,162.56,170.18,135,36,33,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,1,0,0,0,1,0,0,0,1,172.72,182.88,145,0,2,2,0,0,0,0,1,0,1,0,2,170.18,177.8,145,28,29,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,3,7,0,0,1,2,3,3,0,9,187.96,195.58,170,1,0,1,1,0,0,0,0,1,0,0,1,182.88,187.96,170,35,33,0,1,0,0,0,1,0,0
Red,FALSE,3,2,0,0,2,0,0,0,0,0,0,0,0,180.34,177.8,155,1,0,3,1,0,0,0,2,1,0,0,3,180.34,190.5,145,32,27,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,2,3,0,0,0,0,3,1,0,4,185.42,190.5,253,0,2,2,0,0,0,0,1,0,1,0,2,195.58,205.74,250,33,26,0,1,0,0,0,1,0,0
Blue,FALSE,5,0,2,3,3,0,0,0,1,5,0,0,6,193.04,193.04,205,1,0,3,1,1,0,1,0,2,0,0,3,187.96,190.5,205,30,29,0,1,0,0,0,1,0,0
Red,FALSE,3,2,0,2,4,1,0,0,2,0,0,0,2,175.26,165.1,145,0,1,4,9,1,0,1,5,4,0,0,10,177.8,185.42,145,32,32,0,0,1,0,0,0,1,0
Red,FALSE,3,1,0,3,5,0,0,1,3,2,0,0,6,187.96,193.04,205,2,0,4,2,0,0,0,0,1,3,0,4,190.5,195.58,205,37,31,0,1,0,0,0,1,0,0
Red,FALSE,3,2,0,3,10,1,0,1,2,3,4,0,10,185.42,195.58,205,1,0,2,7,0,0,2,0,4,0,0,6,190.5,193.04,205,38,33,0,1,0,0,0,1,0,0
Blue,FALSE,3,2,0,3,6,1,0,1,4,0,2,0,7,180.34,190.5,170,1,0,2,4,0,0,1,1,2,1,0,5,175.26,182.88,170,33,31,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,3,3,0,0,2,2,1,1,0,6,185.42,193.04,170,1,0,3,3,0,0,1,3,2,0,0,6,185.42,187.96,170,27,37,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,1,0,0,0,1,0,0,0,1,177.8,182.88,155,1,0,1,4,0,0,0,0,1,0,0,1,177.8,182.88,155,23,31,0,0,1,0,0,1,0,0
Blue,FALSE,3,2,0,0,2,0,0,0,0,0,0,0,0,162.56,172.72,135,1,0,1,2,0,0,0,1,0,1,0,2,170.18,170.18,135,31,30,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,1,1,0,0,0,0,0,1,0,1,190.5,190.5,249,1,0,1,1,0,0,0,1,0,0,0,1,185.42,190.5,245,26,32,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,1,1,0,0,1,0,0,0,0,1,182.88,185.42,155,2,0,3,3,0,1,1,1,2,0,0,5,177.8,177.8,155,26,28,0,1,0,0,0,0,1,0
