"Bcurrentlosestreak","Bcurrentwinstreak","Blongestwinstreak","Blosses","Btotalroundsfought","Btotaltitlebouts","BwinbyDecisionMajority","BwinbyDecisionSplit","BwinbyDecisionUnanimous","BwinbyKOTKO","BwinbySubmission","BwinbyTKODoctorStoppage","Bwins","BHeightcms","BReachcms","BWeightlbs","Bage"
0,3,3,2,18,0,0,1,2,0,2,0,5,170.18,170.18,135,28
0,1,3,11,62,0,0,1,5,5,0,1,12,172.72,180.34,145,30
0,1,4,6,37,1,0,0,5,4,0,0,9,177.8,185.42,145,30
0,1,4,9,43,0,0,2,3,5,0,0,10,182.88,187.96,185,35
0,1,1,1,6,0,0,0,0,1,0,0,1,180.34,182.88,170,28
1,0,7,7,47,1,0,0,4,7,1,1,13,175.26,177.8,170,33
0,1,1,0,3,0,0,0,1,0,0,0,1,175.26,172.72,125,27
0,8,8,1,23,1,0,1,2,2,5,1,11,180.34,193.04,155,32
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,155,24
1,0,4,7,31,0,0,0,1,0,8,0,9,177.8,187.96,155,27
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,155,20
0,4,4,0,12,0,0,0,3,1,0,0,4,175.26,177.8,155,31
0,2,2,4,22,0,0,0,2,1,2,0,5,172.72,185.42,135,28
0,1,1,3,12,1,0,0,0,0,1,0,1,167.64,165.1,135,29
1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,193.04,170,30
0,1,1,1,3,0,0,0,0,1,0,0,1,193.04,205.74,185,26
0,1,4,8,42,3,0,2,3,4,0,0,9,180.34,187.96,185,46
0,2,2,3,22,0,0,0,3,2,1,0,6,187.96,193.04,185,31
1,0,3,2,12,0,0,0,1,1,0,2,4,185.42,200.66,205,36
0,3,3,2,16,0,2,0,0,2,0,0,4,182.88,187.96,247,34
3,0,2,3,12,0,0,1,0,0,1,0,2,170.18,177.8,135,30
1,0,3,5,30,0,0,1,4,2,0,0,7,175.26,180.34,135,36
1,0,5,2,14,0,0,1,1,3,0,0,5,180.34,185.42,170,24
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,185.42,155,23
0,1,1,0,1,0,0,0,0,1,0,0,1,177.8,180.34,170,25
0,3,3,1,8,0,0,1,0,2,1,0,4,177.8,182.88,155,33
0,1,3,2,23,3,0,0,2,4,0,1,7,160.02,167.64,135,32
0,1,3,2,14,0,0,0,2,1,1,0,4,180.34,193.04,170,28
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,170,29
0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,177.8,125,22
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,205,37
1,0,1,3,12,0,0,0,1,2,0,0,3,180.34,187.96,145,26
0,1,1,3,7,0,0,0,0,1,0,0,1,195.58,195.58,250,33
0,1,1,1,6,0,0,0,0,1,0,0,1,180.34,185.42,170,29
1,0,1,4,16,0,0,0,1,1,2,0,4,193.04,198.12,185,29
1,0,0,1,3,0,0,0,0,0,0,0,0,185.42,190.5,205,22
1,0,0,1,2,0,0,0,0,0,0,0,0,193.04,203.2,265,25
0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,172.72,135,25
0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,165.1,135,34
1,0,1,4,13,1,0,1,0,0,0,0,1,175.26,182.88,145,32
2,0,2,7,17,1,0,0,0,3,0,0,3,193.04,203.2,264,37
0,2,2,2,17,0,0,1,1,1,1,0,4,180.34,177.8,155,32
1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,185.42,185,29
0,1,1,3,9,0,0,1,0,1,0,0,2,180.34,180.34,145,30
0,2,2,2,18,0,0,2,2,0,0,0,4,167.64,170.18,170,35
0,1,1,1,9,0,0,1,1,0,0,0,2,165.1,170.18,135,25
1,0,2,3,21,0,0,2,0,2,0,0,4,165.1,165.1,125,27
1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,190.5,170,23
0,3,3,0,6,0,0,0,1,2,0,0,3,177.8,177.8,155,26
1,0,1,1,4,0,0,0,0,0,1,0,1,180.34,185.42,170,29
2,0,4,6,36,1,0,0,5,3,0,0,8,177.8,185.42,145,30
0,4,4,1,13,0,0,0,2,3,1,0,6,185.42,195.58,185,32
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,177.8,145,27
1,0,3,4,17,0,0,0,1,1,2,0,4,177.8,187.96,170,32
1,0,1,1,3,0,0,0,0,0,1,0,1,177.8,177.8,155,24
1,0,3,4,18,0,0,0,3,1,0,0,4,172.72,180.34,145,32
1,0,2,5,20,0,0,0,2,3,0,0,5,172.72,170.18,145,30
1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,182.88,170,28
1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,185.42,185,34
1,0,1,1,5,0,0,0,1,0,0,0,1,190.5,198.12,170,26
0,4,4,3,17,0,0,0,2,4,0,0,6,193.04,203.2,265,36
1,0,3,5,24,0,0,0,1,7,1,0,9,198.12,200.66,255,34
0,1,1,0,1,0,0,0,0,0,1,0,1,187.96,187.96,170,24
0,3,3,0,7,0,0,1,1,1,0,0,3,162.56,172.72,135,27
0,2,2,1,10,0,0,0,2,1,0,0,3,167.64,165.1,125,30
2,0,3,2,12,1,0,1,1,1,0,0,3,165.1,162.56,135,33
1,0,4,2,11,0,0,0,1,2,1,0,4,185.42,185.42,185,28
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,155,30
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,187.96,155,26
1,0,4,3,18,1,0,0,1,4,1,0,6,190.5,198.12,250,38
0,1,1,2,10,0,0,0,1,1,0,0,2,187.96,198.12,205,33
0,3,3,2,11,0,0,0,1,3,1,0,5,177.8,185.42,205,33
0,1,1,2,10,0,0,1,0,1,0,0,2,175.26,180.34,155,33
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,185.42,170,32
2,0,1,2,9,0,0,1,0,0,0,0,1,180.34,187.96,170,31
0,0,0,0,0,0,0,0,0,0,0,0,0,162.56,162.56,125,20
1,0,2,2,10,0,0,0,0,0,2,0,2,170.18,175.26,135,32
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,195.58,185,28
1,0,2,4,18,0,0,0,2,0,1,0,3,175.26,182.88,155,30
1,0,5,5,37,3,0,1,1,4,0,1,7,187.96,190.5,170,32
0,1,4,6,28,0,0,0,1,0,8,0,9,177.8,187.96,155,26
0,2,2,1,7,0,0,0,1,0,1,0,2,167.64,162.56,125,27
0,1,7,8,53,0,0,1,5,3,6,0,15,172.72,180.34,155,32
3,0,1,5,13,0,0,0,1,0,0,0,1,180.34,195.58,185,35
1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,187.96,185,26
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,195.58,155,32
2,0,0,2,4,0,0,0,0,0,0,0,0,177.8,182.88,155,29
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,175.26,155,34
1,0,7,1,13,2,0,0,1,6,0,0,7,175.26,187.96,155,28
0,3,5,2,22,1,0,0,1,3,3,1,8,187.96,193.04,205,36
0,2,8,4,43,1,0,0,6,6,5,0,17,185.42,185.42,155,33
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,170,24
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,170,27
0,1,5,4,33,0,0,3,4,1,0,0,8,170.18,172.72,135,32
0,1,1,2,9,0,0,0,1,0,0,0,1,167.64,165.1,135,30
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,145,23
0,1,1,2,7,0,0,0,0,1,0,0,1,170.18,170.18,115,29
0,1,2,5,22,0,0,1,1,2,0,0,4,180.34,182.88,170,29
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,193.04,170,30
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,185,22
2,0,3,3,12,1,0,0,1,2,1,0,4,170.18,177.8,145,32
0,3,4,7,40,0,0,2,4,1,1,1,9,187.96,193.04,185,29
0,2,2,1,10,0,0,0,2,1,1,0,4,182.88,190.5,185,32
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,175.26,185,22
0,0,0,0,0,0,0,0,0,0,0,0,0,152.4,152.4,115,26
1,0,1,2,7,0,0,0,0,1,0,0,1,177.8,187.96,170,28
1,0,0,1,3,0,0,0,0,0,0,0,0,190.5,198.12,249,30
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,155,37
1,0,2,2,14,0,0,0,2,0,1,0,3,170.18,175.26,145,38
0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,203.2,205,27
0,2,2,2,14,0,0,1,0,4,0,0,5,175.26,187.96,170,34
0,2,2,0,6,0,0,0,2,0,0,0,2,160.02,162.56,115,30
2,0,6,7,35,0,0,1,2,4,1,1,9,175.26,180.34,170,31
0,1,3,2,14,0,0,0,2,2,1,0,5,172.72,172.72,135,26
0,2,2,0,4,0,0,0,0,2,0,0,2,160.02,165.1,125,36
0,1,3,8,39,1,0,1,2,3,4,0,10,185.42,195.58,205,35
2,0,3,4,29,0,0,0,4,1,1,0,6,180.34,187.96,170,31
1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,190.5,241,36
0,0,0,0,0,0,0,0,0,0,0,0,0,157.48,162.56,125,30
1,0,1,1,6,0,0,1,0,0,0,0,1,165.1,167.64,125,28
2,0,1,3,13,2,0,0,1,0,0,0,1,175.26,185.42,145,34
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,205,36
0,1,1,2,8,0,0,0,0,0,1,0,1,162.56,165.1,115,25
2,0,2,5,19,1,0,1,0,2,0,0,3,170.18,175.26,135,32
0,3,3,3,11,1,0,1,0,1,2,0,4,170.18,185.42,145,29
0,2,2,2,10,0,0,0,1,1,0,0,2,190.5,187.96,155,32
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,155,26
0,1,1,2,7,0,0,0,0,1,1,0,2,177.8,180.34,170,28
1,0,0,1,3,0,0,0,0,0,0,0,0,177.8,180.34,145,24
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,187.96,253,33
0,4,4,2,23,0,0,0,3,4,1,0,8,160.02,170.18,135,26
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,155,24
1,0,3,1,8,0,0,0,0,2,1,0,3,190.5,200.66,185,28
0,2,2,2,13,0,1,0,0,2,0,0,3,182.88,187.96,247,33
1,0,1,4,15,0,0,0,0,0,1,0,1,180.34,185.42,170,32
0,2,2,0,2,0,0,0,0,1,1,0,2,165.1,165.1,125,27
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,172.72,125,27
2,0,3,3,10,0,0,0,0,3,0,0,3,187.96,190.5,205,30
1,0,0,1,3,0,0,0,0,0,0,0,0,160.02,162.56,115,22
1,0,1,2,7,0,0,0,1,0,0,0,1,177.8,185.42,155,26
0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,175.26,135,29
1,0,0,1,2,0,0,0,0,0,0,0,0,193.04,205.74,185,26
0,3,3,1,10,0,0,0,1,3,1,0,5,172.72,175.26,145,28
4,0,16,4,49,13,0,0,2,11,3,0,16,187.96,195.58,185,41
0,5,5,5,69,7,0,0,8,4,2,0,14,167.64,172.72,145,34
0,1,3,4,23,0,0,0,1,7,1,0,9,198.12,200.66,255,33
1,0,5,2,21,1,0,2,1,1,2,0,6,175.26,180.34,185,24
0,7,7,1,20,0,0,1,4,1,1,0,7,165.1,167.64,135,33
1,0,3,8,39,0,0,0,1,3,7,1,12,177.8,180.34,155,32
0,4,4,2,11,0,0,0,1,4,0,0,5,187.96,193.04,205,32
2,0,2,6,20,0,0,1,1,2,0,0,4,170.18,177.8,155,37
0,1,1,1,9,0,0,0,2,0,0,0,2,162.56,160.02,115,27
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,193.04,205,26
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,155,29
0,1,2,7,37,0,0,0,4,1,5,0,10,170.18,172.72,145,31
0,1,1,1,4,0,0,0,1,0,0,0,1,193.04,193.04,205,27
0,1,4,2,17,0,0,1,3,0,1,0,5,175.26,195.58,170,23
1,0,0,1,1,0,0,0,0,0,0,0,0,180.34,182.88,170,29
0,2,2,1,9,0,0,2,0,0,0,0,2,175.26,175.26,155,32
0,3,3,2,12,0,0,0,0,6,0,0,6,190.5,200.66,260,31
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,170,27
1,0,2,3,13,0,0,0,1,0,1,0,2,177.8,185.42,155,30
0,2,2,0,4,0,0,1,0,1,0,0,2,182.88,195.58,170,34
1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,190.5,155,31
2,0,1,3,8,0,0,0,0,1,0,0,1,167.64,165.1,135,29
0,1,1,2,5,0,0,0,1,0,0,0,1,172.72,182.88,135,36
1,0,0,1,3,0,0,0,0,0,0,0,0,172.72,180.34,155,25
0,6,6,1,15,0,0,0,2,5,0,0,7,182.88,190.5,170,33
0,3,4,9,47,2,0,1,4,4,0,0,10,180.34,180.34,170,36
1,0,2,3,9,0,0,0,0,2,0,0,2,185.42,187.96,205,32
1,0,0,1,1,0,0,0,0,0,0,0,0,177.8,182.88,155,29
0,1,1,1,7,0,0,0,2,0,0,0,2,167.64,165.1,125,30
0,2,2,3,15,0,0,0,2,0,1,0,3,175.26,182.88,155,30
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,205,22
0,3,3,1,14,0,0,1,3,0,0,0,4,185.42,195.58,185,26
3,0,0,3,9,1,0,0,0,0,0,0,0,167.64,165.1,135,29
1,0,3,2,7,0,0,0,0,3,0,0,3,187.96,190.5,205,30
1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,162.56,115,30
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,190.5,170,28
0,1,1,1,5,0,0,0,0,1,0,0,1,165.1,167.64,125,26
0,3,4,7,69,1,0,2,7,9,0,0,18,185.42,190.5,185,37
0,1,4,4,39,3,0,0,3,0,6,0,9,167.64,170.18,135,37
0,1,4,2,21,1,0,0,3,2,2,0,7,172.72,180.34,145,34
2,0,2,4,17,0,0,0,1,2,0,0,3,175.26,180.34,185,38
1,0,4,1,13,0,0,1,1,1,1,0,4,177.8,180.34,155,29
1,0,4,10,59,0,0,3,4,1,4,0,12,170.18,177.8,155,34
0,5,5,0,11,0,0,0,3,0,2,0,5,190.5,193.04,155,29
0,1,2,7,33,0,0,2,2,0,2,0,6,177.8,185.42,145,27
0,3,3,0,5,0,0,0,1,2,0,0,3,190.5,185.42,185,24
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,205,26
0,3,3,0,7,0,0,0,1,2,0,0,3,172.72,165.1,135,24
1,0,3,11,59,0,0,1,4,5,0,1,11,172.72,180.34,145,30
0,2,6,6,46,0,0,3,4,2,2,0,11,175.26,180.34,170,31
0,3,3,1,8,1,0,0,0,3,0,0,3,185.42,195.58,185,37
1,0,2,5,19,0,0,0,1,2,0,0,3,180.34,182.88,170,29
0,1,2,2,14,0,0,1,0,1,1,0,3,180.34,177.8,155,32
2,0,1,4,14,0,0,0,0,0,0,1,1,167.64,167.64,125,29
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,145,28
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.58,185,31
1,0,1,2,7,0,0,0,1,0,0,0,1,182.88,180.34,155,29
0,1,2,2,19,0,0,0,1,0,4,0,5,172.72,172.72,135,31
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,205,28
0,2,3,2,26,0,0,0,3,5,0,0,8,193.04,203.2,240,33
0,1,3,7,31,6,0,0,0,11,2,1,14,182.88,187.96,185,39
0,1,1,2,9,0,0,0,1,1,0,0,2,175.26,167.64,135,33
0,3,3,1,16,1,0,0,4,1,0,0,5,190.5,200.66,205,26
0,1,1,1,8,0,0,0,0,1,1,0,2,182.88,182.88,170,27
0,1,7,7,46,0,0,0,2,9,2,0,13,182.88,190.5,170,35
0,1,4,8,42,1,0,0,4,5,3,0,12,182.88,187.96,185,37
0,1,2,4,10,0,0,1,0,0,2,0,3,177.8,190.5,155,28
0,2,2,0,3,0,0,0,0,2,0,0,2,172.72,180.34,135,28
1,0,3,3,15,0,0,0,2,2,0,0,4,187.96,193.04,205,35
0,3,3,0,7,0,0,1,1,1,0,0,3,172.72,172.72,145,25
1,0,7,5,35,5,0,1,2,9,2,0,14,190.5,195.58,240,37
1,0,4,6,29,0,1,0,1,4,4,0,10,210.82,213.36,265,28
1,0,4,2,16,0,0,0,1,0,4,0,5,180.34,182.88,170,27
0,0,0,0,0,0,0,0,0,0,0,0,0,160.02,165.1,115,31
0,2,2,1,12,0,0,0,3,0,0,0,3,185.42,190.5,205,36
0,4,4,0,8,0,0,0,2,0,2,0,4,177.8,177.8,155,28
0,1,1,1,6,0,0,0,0,1,0,0,1,185.42,182.88,185,33
0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,177.8,145,31
1,0,1,2,11,0,0,0,0,0,2,0,2,180.34,182.88,155,37
0,1,2,2,14,0,0,0,2,0,1,0,3,162.56,162.56,125,36
2,0,0,2,4,0,0,0,0,0,0,0,0,185.42,200.66,170,27
1,0,1,2,7,0,0,0,0,1,0,0,1,172.72,177.8,125,29
0,1,4,2,20,0,1,0,1,4,1,0,7,190.5,203.2,205,33
0,4,4,0,12,0,0,1,3,0,0,0,4,162.56,162.56,135,29
1,0,4,4,32,0,1,1,3,5,0,0,10,180.34,190.5,155,30
0,4,4,5,39,0,0,2,5,1,1,0,9,182.88,193.04,185,33
0,1,1,1,9,0,0,1,1,0,0,0,2,170.18,172.72,125,35
0,1,1,1,4,0,0,0,0,1,0,0,1,177.8,187.96,170,28
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,187.96,245,27
2,0,4,2,15,0,0,1,1,1,0,1,4,187.96,195.58,205,29
1,0,4,2,14,0,0,1,2,0,1,0,4,175.26,195.58,170,23
1,0,5,5,54,4,1,4,3,6,0,0,14,182.88,190.5,205,36
0,3,3,0,9,0,0,0,3,0,0,0,3,154.94,152.4,115,26
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,177.8,155,28
0,2,2,2,15,0,0,1,2,0,0,0,3,172.72,175.26,155,31
0,2,2,2,17,1,0,0,2,0,4,0,6,185.42,190.5,170,28
0,1,1,2,12,0,0,0,1,0,2,0,3,170.18,170.18,135,27
0,1,2,2,10,0,0,0,1,2,0,0,3,182.88,185.42,170,29
0,2,2,7,31,1,0,0,3,0,3,0,6,165.1,170.18,135,34
2,0,3,3,13,1,0,1,2,0,1,0,4,185.42,198.12,185,31
1,0,2,2,9,0,0,0,1,2,0,0,3,182.88,185.42,185,28
1,0,9,3,36,4,0,0,3,8,0,0,11,193.04,195.58,238,32
0,1,4,9,36,1,0,0,1,7,4,0,12,187.96,193.04,242,36
0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,203.2,265,25
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,198.12,249,30
2,0,1,2,7,0,0,0,0,1,0,0,1,187.96,198.12,205,33
0,0,0,0,0,0,0,0,0,0,0,0,0,160.02,162.56,115,22
0,1,2,1,7,0,0,0,1,1,1,0,3,182.88,190.5,185,31
0,1,1,1,6,1,0,0,1,1,0,0,2,167.64,170.18,135,26
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,177.8,155,29
1,0,0,1,3,0,0,0,0,0,0,0,0,165.1,177.8,135,26
2,0,3,3,13,0,0,0,0,2,1,0,3,182.88,182.88,145,27
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,247,30
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,193.04,170,27
1,0,4,10,42,5,0,0,2,5,8,0,16,190.5,200.66,264,36
0,2,7,3,36,0,0,1,5,3,1,0,10,190.5,203.2,170,28
0,4,4,0,11,0,0,0,2,1,1,0,4,177.8,182.88,155,26
1,0,1,2,10,1,0,0,1,0,1,0,2,187.96,200.66,185,26
1,0,0,1,1,0,0,0,0,0,0,0,0,180.34,182.88,205,34
0,1,1,1,6,0,0,0,1,0,0,0,1,157.48,157.48,115,29
1,0,2,2,9,0,0,0,1,2,0,0,3,182.88,185.42,170,34
2,0,1,2,8,0,0,0,1,0,0,0,1,172.72,172.72,145,30
1,0,0,1,3,0,0,0,0,0,0,0,0,154.94,152.4,135,29
1,0,3,1,10,1,0,1,2,0,0,0,3,177.8,180.34,170,29
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,172.72,155,31
0,1,5,8,50,2,0,1,2,2,8,0,13,182.88,193.04,170,30
0,4,4,2,18,1,1,0,3,0,0,0,4,167.64,165.1,135,29
0,2,2,2,8,0,0,0,0,3,1,0,4,177.8,185.42,205,32
0,2,2,4,21,0,0,0,2,2,2,0,6,182.88,187.96,205,32
0,1,1,0,3,0,0,1,0,0,0,0,1,165.1,167.64,125,27
2,0,1,2,7,0,0,0,0,1,0,0,1,180.34,185.42,170,31
1,0,3,1,11,0,0,1,2,0,0,0,3,185.42,187.96,170,34
0,1,1,1,8,0,0,2,0,0,0,0,2,182.88,185.42,185,32
0,4,4,1,11,0,0,0,1,1,2,0,4,180.34,182.88,145,30
1,0,7,7,49,0,0,1,5,2,6,0,14,172.72,180.34,155,32
1,0,1,3,11,0,0,1,1,1,0,0,3,172.72,177.8,155,33
1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,175.26,135,24
0,2,4,7,64,1,0,2,6,9,0,0,17,185.42,190.5,185,36
1,0,5,4,36,1,0,1,3,2,4,0,10,185.42,198.12,185,34
0,1,1,3,12,0,0,0,0,0,1,0,1,180.34,185.42,170,31
3,0,2,6,23,0,0,1,1,1,1,0,4,167.64,172.72,135,37
1,0,1,2,5,0,0,1,0,0,0,0,1,177.8,182.88,185,28
1,0,1,4,15,0,0,0,1,0,1,0,2,175.26,187.96,145,35
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,187.96,265,32
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,155,28
0,3,3,1,10,0,0,0,1,1,1,0,3,180.34,193.04,170,28
0,1,1,3,13,0,0,0,1,1,1,0,3,180.34,187.96,170,37
0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,165.1,135,32
0,2,2,1,11,0,0,0,2,0,1,0,3,170.18,175.26,145,37
0,1,1,6,18,0,0,0,1,1,1,1,5,182.88,177.8,185,33
0,1,1,1,4,0,0,0,1,0,0,0,1,182.88,180.34,155,29
0,1,2,1,10,0,0,1,1,0,1,0,3,185.42,193.04,170,24
1,0,0,1,1,0,0,0,0,0,0,0,0,180.34,198.12,185,28
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,185,33
1,0,0,1,1,0,0,0,0,0,0,0,0,177.8,175.26,170,37
1,0,0,1,1,0,0,0,0,0,0,0,0,172.72,170.18,125,28
0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,170.18,135,30
1,0,0,1,1,0,0,0,0,0,0,0,0,190.5,193.04,235,34
0,5,5,1,14,0,0,0,2,4,0,0,6,182.88,190.5,170,32
0,3,3,1,19,0,0,0,5,1,0,0,6,187.96,190.5,265,29
2,0,1,3,8,0,0,0,0,1,0,0,1,185.42,185.42,205,35
1,0,2,2,15,0,0,0,3,0,0,0,3,162.56,162.56,125,32
0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,205.74,185,25
2,0,2,3,10,0,0,0,1,1,0,0,2,177.8,182.88,155,33
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,241,35
0,1,2,2,12,0,0,0,2,1,0,0,3,170.18,167.64,125,23
0,1,1,0,3,0,0,0,1,0,0,0,1,172.72,175.26,145,24
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045794977604,170,30
2,0,1,2,7,0,0,0,0,1,0,0,1,182.88,180.34,155,27
0,5,5,4,41,1,0,1,8,3,1,0,13,187.96,187.96,205,32
0,3,3,3,16,0,0,0,1,3,1,0,5,193.04,198.12,265,34
0,2,2,0,4,0,0,1,0,1,0,0,2,162.56,172.72,135,26
1,0,1,1,6,0,0,0,0,1,0,0,1,182.88,182.88,170,26
1,0,6,6,32,0,0,1,2,4,1,1,9,175.26,180.34,170,30
2,0,2,2,7,0,0,0,0,1,1,0,2,175.26,187.96,155,31
1,0,1,3,7,0,0,0,1,0,0,0,1,180.34,195.58,185,34
1,0,2,2,13,0,0,0,2,0,1,0,3,162.56,165.1,125,31
0,1,1,2,9,0,0,0,1,0,0,0,1,190.5,187.96,155,31
1,0,1,1,4,0,0,1,0,0,0,0,1,177.8,177.8,145,29
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,198.12,170,25
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,182.88,155,30
0,3,3,0,11,2,0,0,2,1,0,0,3,172.72,172.72,135,30
0,1,1,1,6,0,0,1,0,0,0,0,1,175.26,175.26,155,32
1,0,5,4,20,0,0,0,1,8,0,0,9,190.5,200.66,265,37
0,4,4,3,25,0,0,1,3,2,2,0,8,175.26,177.8,155,37
0,3,3,3,20,0,0,1,1,2,3,0,7,187.96,195.58,170,32
1,0,3,8,37,1,0,1,2,2,4,0,9,185.42,195.58,205,35
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,155,30
0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,170.18,135,30
3,0,2,6,27,0,0,1,2,3,0,0,6,172.72,182.88,155,30
0,2,2,2,8,0,0,0,0,2,0,0,2,185.42,187.96,205,32
0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,177.8,145,28
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,155,26
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,185,29
0,1,5,4,32,2,0,1,1,4,0,1,7,187.96,190.5,170,31
0,7,7,4,34,5,0,1,2,9,2,0,14,190.5,195.58,240,36
0,4,4,1,9,0,0,0,1,3,0,0,4,180.34,185.42,170,24
0,1,1,1,4,0,0,0,0,1,0,0,1,172.72,175.26,145,24
1,0,1,1,4,0,0,0,0,1,0,0,1,180.34,177.8,155,30
1,0,1,1,6,0,0,0,1,0,0,0,1,170.18,170.18,135,33
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,170,25
1,0,0,1,3,0,0,0,0,0,0,0,0,165.1,162.56,115,30
2,0,1,4,10,0,0,0,0,0,1,0,1,172.72,177.8,155,27
0,2,2,0,2,0,0,0,0,1,1,0,2,177.8,185.42,155,27
1,0,1,1,6,0,0,0,1,0,0,0,1,165.1,170.18,135,25
3,0,0,3,5,0,0,0,0,0,0,0,0,177.8,180.34,170,31
0,8,8,3,38,0,0,0,6,5,4,0,15,185.42,185.42,155,32
0,2,2,3,13,0,0,0,2,2,0,0,4,193.04,203.2,265,35
1,0,5,8,47,2,0,1,1,2,8,0,12,182.88,193.04,170,30
0,0,0,0,0,0,0,0,0,0,0,0,0,160.02,162.56,115,30
1,0,6,1,16,0,0,1,2,2,1,0,6,177.8,185.42,145,27
2,0,4,8,40,1,0,0,4,4,3,0,11,182.88,187.96,185,36
0,0,0,0,0,0,0,0,0,0,0,0,0,165.1,167.64,125,27
1,0,1,3,12,0,0,0,1,1,1,0,3,193.04,198.12,185,29
3,0,3,6,34,0,0,1,4,2,0,0,7,175.26,180.34,155,36
0,2,2,1,7,0,0,0,1,1,0,0,2,182.88,187.96,170,24
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,187.96,243,22
0,6,6,0,10,1,0,0,1,5,0,0,6,175.26,187.96,155,27
0,4,4,1,7,0,0,0,0,1,3,0,4,190.5,195.58,185,31
0,6,6,0,16,0,0,0,1,5,0,0,6,182.88,185.42,185,38
