"Bcurrentlosestreak","Bcurrentwinstreak","Blongestwinstreak","Blosses","Btotalroundsfought","Btotaltitlebouts","BwinbyDecisionMajority","BwinbyDecisionSplit","BwinbyDecisionUnanimous","BwinbyKOTKO","BwinbySubmission","BwinbyTKODoctorStoppage","Bwins","BHeightcms","BReachcms","BWeightlbs","Bage"
1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,190.5,185,25
0,1,4,1,7,0,0,0,0,5,0,0,5,187.96,187.96,205,27
0,2,3,2,11,0,0,0,1,0,4,0,5,185.42,193.04,170,23
0,2,3,1,10,0,0,0,0,2,3,0,5,177.8,180.34,155,25
0,2,2,0,4,0,0,0,1,1,0,0,2,177.8,177.8,170,31
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,195.58,225,33
1,0,0,1,3,0,0,0,0,0,0,0,0,175.26,180.34,155,29
1,0,0,1,1,0,0,0,0,0,0,0,0,177.8,182.259531136887,155,21
0,1,1,3,5,0,0,0,0,0,1,0,1,185.42,193.04,185,32
0,1,1,1,4,0,0,0,0,0,1,0,1,182.88,187.96,170,34
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,175.26,155,30
0,4,6,2,29,1,0,1,4,5,0,0,10,177.8,182.88,170,27
1,0,3,3,21,0,1,0,1,4,0,1,7,193.04,208.28,240,34
0,1,1,0,3,0,0,0,1,0,0,0,1,172.72,177.8,170,29
1,0,3,4,24,0,0,2,1,1,1,0,5,170.18,177.8,155,28
0,1,2,1,5,1,0,0,0,2,1,0,3,187.96,195.58,245,35
1,0,4,3,17,0,0,0,0,2,4,0,6,185.42,193.04,185,31
1,0,2,1,7,0,0,1,0,1,0,0,2,175.26,177.8,155,25
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,193.04,170,29
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045794977604,185,36
1,0,0,1,3,0,0,0,0,0,0,0,0,177.8,180.34,170,25
2,0,2,2,11,0,0,0,0,1,1,0,2,177.8,187.96,170,29
0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,198.12,245,26
0,3,3,0,8,0,0,0,2,0,1,0,3,193.04,213.36,205,22
3,0,2,3,5,0,0,0,0,2,0,0,2,182.88,182.88,205,37
0,1,1,0,1,0,0,0,0,1,0,0,1,180.34,184.956097097066,155,28
0,0,0,0,0,0,0,0,0,0,0,0,0,198.12,203.83205881832,265,36
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045794977604,220,24
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045794977604,265,22
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,182.88,205,28
3,0,1,3,10,1,0,0,0,0,1,0,1,175.26,182.88,155,34
0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,176.866399216529,155,26
3,0,6,7,52,10,0,2,3,7,1,1,14,190.5,187.96,205,34
0,3,3,2,12,0,0,0,0,5,0,0,5,187.96,198.12,205,25
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,155,29
0,3,3,1,7,0,0,0,1,2,0,0,3,187.96,195.58,185,28
4,0,2,5,17,0,0,0,1,2,0,0,3,175.26,182.88,170,33
1,0,6,3,22,0,0,1,1,2,4,0,8,177.8,177.8,170,36
0,1,1,1,4,0,0,0,0,0,1,0,1,185.42,190.349229017425,185,27
1,0,3,2,11,0,0,0,1,0,2,0,3,180.34,180.34,170,32
0,1,1,2,7,0,0,0,0,0,1,0,1,177.8,180.34,155,29
0,2,4,3,20,0,0,0,2,4,1,0,7,190.5,193.04,230,32
0,4,5,1,19,0,1,0,2,4,2,0,9,185.42,195.58,170,30
0,1,1,1,5,0,0,0,1,0,0,0,1,180.34,195.58,185,32
0,1,1,0,1,1,0,0,0,0,1,0,1,185.42,190.5,170,31
0,1,1,3,11,0,0,0,2,0,0,0,2,172.72,175.26,155,28
0,1,1,3,16,0,0,1,1,1,0,0,3,182.88,182.88,155,29
0,1,1,1,5,0,0,0,0,0,2,0,2,177.8,180.34,155,27
0,3,3,0,9,0,0,0,3,0,0,0,3,185.42,187.96,170,23
0,2,2,1,11,0,0,0,3,0,0,0,3,175.26,177.8,155,25
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,190.5,185,27
1,0,1,1,5,0,0,0,0,0,1,0,1,190.5,195.58,155,27
0,2,2,1,7,0,0,0,0,2,0,0,2,185.42,193.04,205,27
0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,198.12,265,28
1,0,2,5,22,0,0,0,2,0,2,0,4,180.34,182.88,170,26
0,3,3,3,26,0,0,0,3,2,2,1,8,170.18,177.8,155,33
0,1,1,1,3,0,0,0,0,0,2,0,2,180.34,177.8,170,35
0,2,2,2,6,0,0,0,0,1,2,0,3,190.5,190.5,185,32
1,0,3,3,12,0,0,0,0,4,0,0,4,193.04,198.12,245,33
0,3,4,1,23,0,0,0,4,3,0,0,7,187.96,190.5,170,28
0,1,1,1,3,0,0,0,0,0,2,0,2,177.8,185.42,185,28
1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,193.045794977604,205,27
0,1,7,3,35,5,0,0,3,7,1,1,12,185.42,190.5,185,34
0,1,1,2,6,0,0,0,0,2,0,0,2,187.96,185.42,230,35
0,2,4,1,12,0,0,1,1,1,3,0,6,182.88,182.88,170,27
2,0,2,3,6,2,0,0,0,2,0,0,2,175.26,180.34,170,37
0,1,3,4,30,1,0,0,2,2,2,0,6,167.64,180.34,155,35
0,2,2,1,10,0,0,0,1,1,2,0,4,185.42,187.96,145,25
0,1,1,4,8,0,0,0,0,4,0,0,4,182.88,182.88,185,31
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,155,25
0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,180.34,155,27
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,170,25
0,2,2,0,5,0,0,0,1,1,0,0,2,180.34,180.34,205,34
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,193.04,205,30
1,0,2,2,8,0,0,1,0,1,0,0,2,175.26,177.8,155,28
0,2,2,3,12,0,0,1,0,3,0,1,5,175.26,172.72,155,26
1,0,6,1,18,0,0,0,2,3,1,0,6,175.26,177.8,155,26
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,170,24
0,3,3,0,5,0,0,0,0,2,1,0,3,190.5,190.5,185,32
1,0,1,1,4,0,0,0,0,0,1,0,1,187.96,190.5,185,22
1,0,1,2,9,0,0,0,1,0,0,0,1,185.42,190.5,170,32
1,0,1,2,5,0,0,0,0,0,1,0,1,182.88,185.42,155,26
0,3,3,1,8,0,0,0,1,0,2,0,3,180.34,180.34,170,32
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,190.5,185,28
1,0,7,6,52,16,1,0,3,6,2,1,13,185.42,190.5,205,46
1,0,2,4,23,0,0,2,2,2,0,0,6,187.96,193.04,185,33
1,0,5,4,24,0,0,1,1,5,1,0,8,180.34,187.96,185,29
0,5,5,0,8,0,0,0,0,0,5,0,5,185.42,182.88,170,31
0,3,3,0,4,0,0,0,0,1,2,0,3,185.42,195.58,205,32
0,1,3,4,18,1,0,0,1,1,2,0,4,185.42,195.58,205,28
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.04,258,33
0,1,1,1,7,0,0,0,2,0,0,0,2,185.42,185.42,225,33
0,1,1,0,1,0,0,0,0,0,1,0,1,193.04,193.04,260,26
1,0,1,1,4,0,0,0,0,0,1,0,1,182.88,182.88,185,27
2,0,2,3,11,0,0,0,0,1,1,0,2,177.8,187.96,155,36
0,6,6,2,22,2,0,0,1,2,5,1,9,177.8,187.96,145,33
1,0,3,3,26,3,0,0,4,1,2,0,7,190.5,195.58,205,30
0,2,2,0,4,0,0,1,0,1,0,0,2,175.26,177.8,155,24
0,1,1,0,1,1,0,0,0,0,1,0,1,177.8,187.96,170,28
0,2,3,2,12,1,0,1,1,2,1,0,5,198.12,200.66,185,26
0,1,2,4,19,0,0,0,2,0,2,0,4,180.34,182.88,170,26
0,1,1,2,9,0,0,0,1,1,1,0,3,193.04,198.12,185,22
1,0,5,2,17,1,0,1,1,0,3,0,5,185.42,198.12,185,27
0,1,1,0,3,0,0,1,0,0,0,0,1,187.96,193.045794977604,170,23
0,1,1,1,6,0,0,1,0,0,0,0,1,185.42,182.88,135,27
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229017425,185,26
0,1,1,0,1,0,0,0,0,1,0,0,1,180.34,185.42,170,28
0,3,4,3,17,2,0,0,1,2,6,0,10,190.5,200.66,264,30
0,7,7,2,22,0,0,0,2,6,0,1,9,175.26,177.8,170,25
0,3,4,1,16,1,0,1,1,5,0,0,7,185.42,190.5,185,30
0,2,2,3,17,0,0,1,0,1,2,1,5,187.96,185.42,185,25
1,0,3,4,22,1,0,0,2,1,2,0,5,193.04,198.12,205,32
2,0,2,2,9,1,0,0,0,0,2,0,2,172.72,177.8,155,29
0,1,3,2,14,0,0,1,2,1,0,0,4,190.5,193.04,205,24
0,1,1,0,3,0,0,1,0,0,0,0,1,177.8,182.88,155,25
0,2,2,1,3,1,0,0,0,1,1,0,2,187.96,193.04,185,25
1,0,1,2,5,0,0,1,0,0,0,0,1,172.72,177.8,145,27
0,3,3,3,21,0,0,2,1,1,1,0,5,170.18,177.8,155,27
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,170,26
1,0,2,1,8,0,0,0,0,1,1,0,2,177.8,187.96,170,29
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,155,27
1,0,5,1,12,1,0,1,0,0,4,0,5,182.88,193.04,170,24
0,2,3,3,18,0,0,0,3,0,2,0,5,177.8,180.34,155,25
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,170,25
0,1,1,0,1,0,0,0,0,0,1,0,1,182.88,187.652663057245,235,29
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,170,25
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,155,22
1,0,1,4,12,1,0,0,0,2,0,0,2,180.34,187.96,205,32
0,3,3,2,18,0,1,0,1,4,0,1,7,193.04,208.28,240,34
1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,195.58,245,35
0,3,3,0,6,0,0,0,1,1,1,0,3,187.96,195.58,170,26
2,0,2,4,20,2,0,0,2,1,0,0,3,170.18,177.8,155,34
0,2,6,2,19,0,0,1,1,2,4,0,8,177.8,177.8,170,35
0,1,1,1,3,0,0,0,0,0,1,0,1,182.88,185.42,155,25
0,1,1,1,3,0,0,0,0,1,0,0,1,177.8,175.26,155,30
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,170,22
0,1,1,0,2,0,0,0,0,0,1,0,1,190.5,195.58,155,27
1,0,0,1,2,0,0,0,0,0,0,0,0,182.88,187.652663057245,245,29
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,170,24
0,3,5,1,24,2,1,3,0,4,0,0,8,182.88,190.5,205,29
1,0,2,5,28,3,1,1,2,1,1,0,6,167.64,172.72,170,34
1,0,0,1,3,0,0,0,0,0,0,0,0,185.42,190.349229017425,185,26
0,3,3,0,5,0,0,0,1,0,2,0,3,185.42,187.96,185,27
0,1,3,3,32,4,0,0,5,0,1,1,7,167.64,170.18,155,35
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,170,33
0,1,1,0,1,0,0,0,0,1,0,0,1,180.34,187.96,235,29
1,0,0,1,3,1,0,0,0,0,0,0,0,175.26,182.88,145,25
1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,187.652663057245,205,32
1,0,0,1,1,0,0,0,0,0,0,0,0,175.26,179.562965176708,170,33
1,0,0,1,2,0,0,0,0,0,0,0,0,170.18,174.16983325635,155,29
0,5,5,1,12,0,0,1,1,0,3,0,5,185.42,198.12,185,27
1,0,4,2,12,0,0,0,1,2,1,0,4,177.8,172.72,155,25
1,0,7,5,43,7,0,0,6,9,0,1,16,187.96,193.04,205,39
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,187.96,205,28
0,3,3,2,10,0,0,0,0,4,0,0,4,193.04,198.12,245,33
0,1,1,0,1,0,0,0,0,0,1,0,1,187.96,190.5,185,22
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229017425,185,26
1,0,2,4,18,0,0,0,0,2,3,0,5,190.5,203.2,185,33
2,0,3,3,17,1,0,0,0,2,0,2,4,182.88,193.04,185,29
0,1,1,1,4,0,0,0,1,0,0,0,1,177.8,180.34,155,29
1,0,1,2,9,0,0,1,0,0,0,0,1,175.26,177.8,170,32
1,0,0,1,1,1,0,0,0,0,0,0,0,190.5,200.66,205,24
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,190.5,170,24
2,0,1,2,5,0,0,1,0,0,0,0,1,182.88,185.42,205,28
1,0,0,1,3,0,0,0,0,0,0,0,0,172.72,177.8,170,24
0,1,1,0,2,0,0,0,0,0,1,0,1,175.26,179.562965176708,155,24
1,0,2,3,15,0,0,0,1,2,0,0,3,172.72,180.34,145,22
1,0,0,1,3,0,0,0,0,0,0,0,0,185.42,190.349229017425,185,30
0,1,1,0,2,0,0,0,0,0,1,0,1,182.88,182.88,185,27
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045794977604,185,27
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,185,26
0,1,2,3,20,0,0,2,2,2,0,0,6,187.96,193.04,185,33
0,2,4,2,14,1,0,0,0,4,2,0,6,187.96,193.04,242,29
0,1,1,4,15,0,0,0,1,0,1,0,2,180.34,190.5,170,26
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,185,31
0,2,2,0,6,0,0,0,1,0,1,0,2,172.72,180.34,155,25
1,0,1,1,2,0,0,0,0,1,0,0,1,182.88,182.88,185,27
0,1,1,1,4,0,0,0,0,2,0,0,2,182.88,187.96,185,28
0,1,1,2,7,0,0,0,1,0,0,0,1,172.72,175.26,155,28
1,0,4,3,18,2,0,0,2,0,3,1,6,170.18,177.8,145,26
0,1,1,0,1,0,0,0,0,1,0,0,1,182.88,180.34,170,26
0,2,4,2,14,0,0,0,0,2,4,0,6,185.42,193.04,185,30
1,0,1,2,7,0,0,0,1,0,0,0,1,185.42,187.96,205,31
0,1,5,3,28,0,0,0,4,4,2,0,10,177.8,185.42,170,31
0,0,0,0,0,0,0,0,0,0,0,0,0,210.82,213.36,265,21
0,0,0,0,0,0,0,0,0,0,0,0,0,198.12,203.83205881832,265,38
0,1,1,0,1,0,0,0,0,1,0,0,1,175.26,179.562965176708,170,29
0,1,2,2,13,0,0,0,1,2,0,0,3,172.72,180.34,145,22
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.652663057245,245,29
1,0,2,1,7,1,0,0,0,0,2,0,2,172.72,177.8,155,29
0,1,2,4,19,0,0,0,2,2,0,0,4,172.72,177.8,170,28
0,2,2,1,6,0,0,1,0,1,0,0,2,175.26,177.8,155,27
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229017425,185,26
0,1,1,1,4,0,0,1,0,0,0,0,1,172.72,177.8,145,27
1,0,4,4,22,0,0,1,1,0,3,0,5,175.26,182.88,155,32
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229017425,185,28
0,1,1,1,5,0,0,0,0,0,1,0,1,177.8,182.259531136887,170,27
0,3,3,4,32,6,0,0,1,5,3,0,9,175.26,177.8,155,30
0,4,4,0,5,0,0,0,0,4,0,0,4,187.96,187.96,205,26
0,2,3,3,19,1,0,0,2,1,2,0,5,193.04,198.12,205,31
0,5,5,0,9,1,0,1,0,0,4,0,5,182.88,193.04,170,23
1,0,1,1,5,0,0,0,0,0,1,0,1,170.18,172.72,170,34
1,0,2,2,5,1,0,0,0,0,2,0,2,165.1,170.18,135,27
0,1,1,1,6,0,0,0,1,0,0,0,1,185.42,190.5,170,31
1,0,2,2,6,0,0,0,1,0,1,0,2,187.96,195.58,234,33
1,0,1,1,3,0,0,0,0,0,1,0,1,177.8,182.88,170,26
0,2,7,2,29,5,0,0,2,7,1,1,11,185.42,190.5,185,34
3,0,6,3,13,3,0,0,0,3,3,0,6,185.42,190.5,205,44
2,0,4,6,20,2,0,0,1,1,4,0,6,185.42,187.96,185,33
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,195.58,185,31
0,1,2,8,30,1,0,0,1,1,3,0,5,180.34,172.72,170,34
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,179.562965176708,170,32
1,0,0,1,1,0,0,0,0,0,0,0,0,190.5,195.58,205,27
1,0,1,2,5,0,0,0,1,0,0,0,1,175.26,182.88,155,25
0,3,3,2,23,2,0,0,4,1,2,0,7,190.5,195.58,205,29
0,2,2,0,6,1,0,0,1,0,1,0,2,190.5,195.58,240,32
0,1,1,0,1,0,0,0,0,0,1,0,1,187.96,185.42,185,26
0,1,1,3,11,1,0,0,0,2,0,0,2,180.34,187.96,205,32
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,195.58,245,35
0,2,2,1,11,0,0,0,2,0,2,0,4,185.42,190.5,185,32
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.652663057245,260,31
1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,187.652663057245,205,35
0,1,1,1,6,0,0,1,0,0,0,0,1,175.26,177.8,170,32
1,0,0,1,1,0,0,0,0,0,0,0,0,190.5,195.742360937783,250,34
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,182.88,145,24
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,200.66,205,24
0,2,2,0,5,0,0,0,0,1,1,0,2,177.8,187.96,170,28
0,1,2,3,17,0,0,0,0,2,3,0,5,190.5,203.2,185,33
0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,174.16983325635,155,29
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.742360937783,205,24
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.652663057245,205,31
0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,193.04,205,26
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,182.88,135,27
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.259531136887,155,27
0,1,1,0,1,0,0,0,0,0,1,0,1,180.34,177.8,170,34
0,2,2,3,12,0,1,0,0,1,1,1,4,182.88,185.42,170,29
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045794977604,205,26
0,1,1,0,1,0,0,0,0,0,1,0,1,187.96,193.045794977604,185,28
0,4,4,1,9,0,0,0,1,2,1,0,4,177.8,172.72,155,25
1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,190.349229017425,170,28
1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,187.652663057245,170,26
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,179.562965176708,170,33
1,0,1,1,4,0,0,0,0,1,0,0,1,193.04,203.2,155,30
1,0,2,2,10,0,0,0,0,3,0,0,3,187.96,187.96,230,26
0,2,7,5,50,15,1,0,3,6,2,1,13,185.42,190.5,205,45
0,1,4,2,17,2,0,0,2,0,3,1,6,170.18,177.8,145,26
0,1,1,1,7,0,0,0,1,0,1,0,2,193.04,198.12,185,22
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045794977604,235,32
0,2,3,1,10,1,0,0,1,4,0,0,5,182.88,182.88,185,36
1,0,2,3,18,0,0,1,2,0,0,0,3,170.18,175.26,155,31
0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,170,24
1,0,1,2,5,0,0,0,1,0,0,0,1,175.26,172.72,155,26
1,0,0,1,2,0,0,0,0,0,0,0,0,182.88,187.652663057245,170,24
0,4,4,4,18,1,0,1,1,2,0,0,4,180.34,180.34,170,28
0,2,5,2,24,0,0,0,4,3,2,0,9,177.8,185.42,170,30
0,4,4,3,19,0,0,1,1,0,3,0,5,175.26,182.88,155,32
0,2,2,1,6,0,0,0,0,2,0,0,2,193.04,195.58,231,31
0,4,4,1,16,0,0,1,3,0,1,0,5,167.64,172.72,145,24
1,0,1,3,6,0,0,0,0,3,0,0,3,182.88,182.88,185,30
0,1,1,0,1,0,0,0,0,0,1,0,1,177.8,180.34,155,26
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229017425,185,30
1,0,2,2,8,0,0,0,0,1,1,0,2,177.8,187.96,155,35
2,0,2,4,21,0,0,1,2,1,1,0,5,177.8,182.88,170,28
0,2,5,3,21,0,0,1,1,5,1,0,8,180.34,187.96,185,28
0,1,4,2,12,0,0,0,1,3,1,0,5,190.5,193.04,230,31
0,1,1,1,3,0,0,0,0,1,0,0,1,177.8,198.12,205,24
0,1,1,2,10,0,0,1,0,1,0,0,2,182.88,182.88,155,28
0,1,1,0,3,0,0,0,1,0,0,0,1,175.26,177.8,155,24
0,1,1,0,2,0,0,0,0,0,1,0,1,170.18,172.72,170,34
1,0,1,3,13,0,0,1,1,0,0,0,2,175.26,177.8,155,24
0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,171.473267296171,155,35
0,1,2,3,14,0,0,0,2,0,1,0,3,180.34,182.88,170,25
0,2,2,0,4,1,0,0,0,0,2,0,2,172.72,177.8,155,28
1,0,3,3,12,1,0,0,0,1,2,0,3,185.42,195.58,205,27
2,0,2,2,4,0,0,0,0,2,0,0,2,182.88,182.88,205,36
2,0,0,2,2,0,0,0,0,0,0,0,0,185.42,193.04,185,30
1,0,0,1,1,0,0,0,0,0,0,0,0,175.26,180.34,155,26
1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,193.045794977604,205,28
0,1,1,2,5,0,0,0,0,3,0,0,3,182.88,182.88,185,30
0,1,1,0,1,0,0,0,0,0,1,0,1,177.8,185.42,185,27
0,1,7,4,41,7,0,0,6,9,0,1,16,187.96,193.04,205,38
0,1,3,1,10,0,0,0,1,3,0,0,4,185.42,193.04,205,31
0,1,1,0,1,0,0,0,0,0,1,0,1,172.72,180.34,170,28
0,4,4,0,6,0,0,0,1,0,3,0,4,182.88,182.88,170,26
0,1,1,0,2,0,0,0,0,1,0,0,1,182.88,190.5,170,27
1,0,2,2,13,0,0,0,2,0,1,0,3,170.18,172.72,145,23
2,0,3,3,11,0,0,0,0,3,1,0,4,190.5,190.5,185,33
1,0,1,2,9,0,0,0,1,1,0,0,2,180.34,187.96,170,30
0,8,8,0,20,0,0,1,3,1,3,0,8,182.88,193.04,170,30
0,1,1,2,12,0,0,1,1,0,0,0,2,193.04,198.12,250,30
0,2,2,1,4,1,0,0,0,0,2,0,2,165.1,170.18,135,27
0,6,6,0,15,0,0,0,2,3,1,0,6,175.26,177.8,155,25
0,1,2,2,12,0,0,0,0,2,2,0,4,190.5,203.2,185,33
1,0,2,3,15,1,0,0,1,2,0,0,3,182.88,187.96,170,28
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.742360937783,250,34
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.652663057245,205,31
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.259531136887,170,26
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.652663057245,170,23
0,2,2,3,9,0,0,0,0,3,0,0,4,187.96,190.5,205,29
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.652663057245,205,35
1,0,3,3,24,1,0,0,1,2,2,0,5,167.64,180.34,155,33
1,0,3,1,10,0,0,0,2,1,0,0,3,190.5,193.04,205,23
0,1,1,1,4,0,0,0,0,2,0,0,2,187.96,198.12,205,24
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,170,25
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229017425,185,21
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229017425,170,28
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.652663057245,170,25
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,170,30
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,175.26,155,29
0,3,3,0,8,2,0,0,1,2,0,0,3,185.42,185.42,205,30
0,1,1,2,7,0,0,0,0,0,2,0,2,182.88,187.96,170,31
1,0,3,2,12,0,0,0,2,0,1,0,3,177.8,180.34,155,24
0,1,2,7,24,1,0,0,0,1,3,0,4,180.34,172.72,170,33
0,2,2,1,5,0,0,0,0,1,1,0,2,177.8,187.96,155,34
0,1,1,0,3,0,0,0,1,0,0,0,1,185.42,185.42,225,32
0,1,2,2,15,0,0,1,2,0,0,0,3,170.18,175.26,155,31
1,0,1,2,6,0,0,0,0,1,0,0,1,167.64,177.8,145,29
0,1,1,0,2,0,0,0,0,1,0,0,1,193.04,203.2,155,29
1,0,4,5,26,3,0,0,2,4,4,1,11,182.88,187.96,185,37
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.04,185,24
0,1,2,3,13,0,0,0,1,2,0,0,3,172.72,177.8,170,27
0,2,2,1,7,0,0,0,1,1,0,0,2,172.72,180.34,145,22
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229017425,185,33
1,0,2,3,19,0,0,1,2,1,1,0,5,177.8,182.88,170,28
0,1,1,3,8,0,0,0,1,0,0,0,1,175.26,185.42,185,37
0,1,1,0,1,0,0,0,0,0,1,0,1,177.8,182.88,170,25
1,0,4,5,19,2,0,0,1,1,4,0,6,185.42,187.96,185,32
1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,190.349229017425,185,28
1,0,6,4,40,12,0,0,4,5,4,2,15,175.26,185.42,170,34
0,1,1,0,1,0,0,0,0,1,0,0,1,182.88,182.88,185,27
0,6,6,1,11,0,0,0,1,2,3,0,6,177.8,177.8,170,34
0,1,4,1,14,1,0,0,3,0,2,0,5,182.88,187.96,185,29
1,0,4,1,8,0,0,0,0,3,1,0,4,190.5,193.04,230,30
0,1,1,4,14,0,0,0,2,2,0,0,4,185.42,185.42,185,36
0,1,2,1,11,0,0,0,2,0,1,0,3,170.18,172.72,145,23
0,1,1,1,7,0,0,0,1,1,0,0,2,180.34,187.96,170,30
1,0,3,2,10,0,0,0,0,3,1,0,4,190.5,190.5,185,33
0,2,2,1,8,0,0,0,0,3,0,0,3,187.96,187.96,230,25
0,3,3,2,26,3,0,0,4,0,1,1,6,167.64,170.18,155,34
0,1,2,2,16,0,0,1,2,2,0,0,5,187.96,193.04,185,32
0,4,4,1,9,0,0,0,0,1,3,0,4,185.42,193.04,185,29
2,0,6,6,49,10,0,2,3,7,1,1,14,190.5,187.96,205,33
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.58,205,27
2,0,2,3,12,0,0,0,0,1,2,0,3,182.88,187.652663057245,185,37
1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,177.8,205,28
1,0,1,1,4,0,0,0,0,0,1,0,1,185.42,185.42,155,22
0,1,1,0,3,0,0,0,0,1,0,0,1,180.34,184.956097097066,170,26
1,0,0,1,1,0,0,0,0,0,0,0,0,177.8,182.259531136887,170,26
0,2,2,1,5,0,0,0,1,0,1,0,2,187.96,195.58,234,32
0,2,2,4,26,2,1,1,2,1,1,0,6,167.64,172.72,170,33
1,0,1,3,10,1,0,0,0,1,1,0,2,180.34,190.5,185,34
1,0,1,2,9,0,0,0,1,0,1,0,2,190.5,187.96,185,33
0,1,1,1,3,0,0,0,0,0,1,0,1,177.8,180.34,185,27
0,1,1,1,4,0,0,0,1,0,0,0,1,172.72,190.5,155,26
3,0,1,4,14,0,0,0,0,0,1,0,1,182.88,190.5,185,30
0,2,2,2,11,0,0,0,0,1,1,1,3,187.96,185.42,185,23
0,3,3,2,10,1,0,0,0,1,2,0,3,185.42,195.58,205,27
0,1,1,2,10,0,0,1,1,0,0,0,2,175.26,177.8,155,23
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045794977604,205,28
