"Winner","Bcurrentlosestreak","Bcurrentwinstreak","Blongestwinstreak","Blosses","Btotalroundsfought","Btotaltitlebouts","BwinbyDecisionMajority","BwinbyDecisionSplit","BwinbyDecisionUnanimous","BwinbyKOTKO","BwinbySubmission","BwinbyTKODoctorStoppage","Bwins","BHeightcms","BReachcms","BWeightlbs","Rcurrentlosestreak","Rcurrentwinstreak","Rlongestwinstreak","Rlosses","Rtotalroundsfought","Rtotaltitlebouts","RwinbyDecisionMajority","RwinbyDecisionSplit","RwinbyDecisionUnanimous","RwinbyKOTKO","RwinbySubmission","RwinbyTKODoctorStoppage","Rwins","RHeightcms","RReachcms","RWeightlbs","Bage","Rage","BStanceOpen.Stance","BStanceOrthodox","BStanceSideways","BStanceSouthpaw","BStanceSwitch","RStanceOpen.Stance","RStanceOrthodox","RStanceSideways","RStanceSouthpaw","RStanceSwitch"
"Red",0,1,1,1,7,0,0,0,1,1,0,0,2,172.72,180.34,145,0,1,1,0,3,0,0,1,0,0,0,0,1,172.72,172.72,145,27,30,0,1,0,0,0,0,1,0,0,0
"Red",1,0,3,3,16,1,0,0,2,2,0,0,4,177.8,185.42,145,1,0,1,1,5,0,0,0,0,0,1,0,1,180.34,182.88,155,26,34,0,0,0,1,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.04,170,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045794977604,170,26,25,0,1,0,0,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,187.96,155,0,3,3,0,9,0,0,1,2,0,0,0,3,162.56,180.34,135,24,28,0,0,0,1,0,0,0,0,1,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,187.96,170,0,1,1,0,1,0,0,0,0,1,0,0,1,180.34,190.5,170,29,32,0,0,0,1,0,0,1,0,0,0
"Blue",1,0,2,4,17,0,0,0,2,1,1,0,4,182.88,187.96,205,0,1,1,1,5,0,0,0,0,1,0,0,1,182.88,185.42,185,29,23,0,0,0,1,0,0,1,0,0,0
"Red",1,0,0,1,2,0,0,0,0,0,0,0,0,180.34,180.34,170,2,0,0,2,2,0,0,0,0,0,0,0,0,180.34,187.96,185,28,34,0,1,0,0,0,0,0,0,1,0
"Red",1,0,3,5,32,1,0,0,1,4,2,0,7,185.42,193.04,185,0,10,10,2,58,12,0,1,9,5,2,0,17,180.34,193.04,185,29,31,0,0,0,1,0,0,1,0,0,0
"Blue",0,5,5,1,21,0,1,2,1,5,0,0,9,175.26,175.26,185,1,0,5,2,21,2,0,1,1,3,0,0,5,187.96,190.5,170,29,28,0,0,0,1,0,0,1,0,0,0
"Red",0,1,4,4,32,1,0,0,4,4,2,0,10,182.88,187.96,185,0,1,6,2,21,0,0,1,2,3,0,1,7,175.26,180.34,170,33,27,0,1,0,0,0,0,1,0,0,0
"Blue",0,3,3,2,19,0,0,1,2,0,1,1,5,187.96,193.04,185,0,1,2,1,12,0,0,0,2,0,1,0,3,182.88,187.96,185,26,34,0,1,0,0,0,0,0,0,1,0
"Red",1,0,0,1,3,1,0,0,0,0,0,0,0,187.96,198.12,155,1,0,0,1,3,1,0,0,0,0,0,0,0,182.88,195.58,155,30,26,0,1,0,0,0,0,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,170,0,1,4,8,30,2,0,1,1,2,0,0,5,180.34,180.34,170,33,33,0,1,0,0,0,0,1,0,0,0
"Blue",0,4,4,1,14,0,0,0,4,1,0,0,5,177.8,180.34,145,0,2,2,1,7,0,0,1,0,1,0,0,2,175.26,172.72,145,28,33,0,1,0,0,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,170,0,1,3,5,28,0,0,1,1,0,4,0,6,185.42,187.96,185,23,31,0,1,0,0,0,0,1,0,0,0
"Red",0,2,2,0,5,0,0,0,1,1,0,0,2,172.72,182.88,155,0,1,2,2,13,0,0,0,2,1,0,0,3,172.72,172.72,155,27,27,0,0,0,0,1,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,155,1,0,6,4,29,0,0,2,3,1,1,0,7,175.26,180.34,170,28,28,0,1,0,0,0,0,0,0,1,0
"Red",1,0,1,1,4,0,0,0,0,1,0,0,1,165.1,160.02,135,0,2,2,1,5,1,0,0,1,0,1,0,2,167.64,170.18,125,29,27,0,1,0,0,0,0,1,0,0,0
"Red",1,0,1,2,7,0,0,0,0,0,1,0,1,170.18,175.26,135,2,0,1,5,17,0,0,1,0,1,0,0,2,185.42,182.88,135,29,31,0,1,0,0,0,0,1,0,0,0
"Red",1,0,3,4,22,0,0,0,2,3,1,0,6,185.42,187.96,205,1,0,1,7,26,1,0,0,1,3,0,0,4,180.34,187.96,205,32,36,0,1,0,0,0,0,1,0,0,0
"Blue",0,3,3,1,7,0,0,0,1,2,0,0,3,177.8,182.88,265,0,4,4,3,19,0,1,0,0,4,4,0,9,210.82,213.36,265,38,25,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,6,5,46,2,0,1,6,5,0,0,12,177.8,182.88,170,0,2,2,3,12,0,0,1,0,2,0,0,3,170.18,177.8,155,31,34,0,0,0,1,0,0,0,0,1,0
"Red",0,1,1,1,4,0,0,0,0,1,0,0,1,175.26,180.34,185,0,2,4,4,44,1,0,1,6,4,0,1,12,187.96,190.5,170,35,31,0,0,0,1,0,0,0,0,1,0
"Blue",0,1,1,1,7,0,0,0,1,0,1,0,2,167.64,170.18,135,0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,170.18,155,28,31,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,0,1,0,0,0,0,1,0,0,1,180.34,185.42,170,0,1,3,3,26,0,0,1,5,1,0,0,7,187.96,193.04,170,28,31,0,1,0,0,0,0,0,0,1,0
"Blue",0,2,2,1,13,0,0,1,2,1,0,0,4,185.42,187.96,185,0,1,1,2,12,0,0,0,2,0,0,0,2,182.88,185.42,185,25,32,0,1,0,0,0,0,0,0,1,0
"Red",0,2,2,0,5,0,0,0,0,0,2,0,2,172.72,172.72,135,0,1,1,2,14,0,0,1,1,1,0,0,3,170.18,172.72,135,28,29,0,1,0,0,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,155,0,1,1,1,5,0,0,1,0,0,0,0,1,175.26,182.88,155,25,35,0,0,0,1,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.58,170,0,1,1,0,3,0,0,1,0,0,0,0,1,182.88,185.42,185,28,29,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,167.64,125,0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,172.72,135,29,26,0,1,0,0,0,0,1,0,0,0
"Red",0,4,4,2,24,3,0,2,3,1,0,0,6,180.34,187.96,185,0,1,8,3,32,4,0,0,5,4,1,0,10,185.42,187.96,185,42,34,0,1,0,0,0,0,0,0,1,0
"Red",0,1,3,2,12,0,0,0,1,1,2,0,4,167.64,162.56,145,1,0,1,2,15,2,0,0,1,0,1,0,2,167.64,170.18,135,30,33,0,1,0,0,0,0,1,0,0,0
"Red",2,0,2,8,30,0,0,0,2,0,3,1,6,180.34,182.88,170,2,0,3,2,14,1,0,0,1,0,2,0,3,180.34,190.5,170,29,28,0,1,0,0,0,0,1,0,0,0
"Blue",2,0,3,3,14,0,0,0,2,2,0,0,4,180.34,187.96,170,1,0,5,6,47,1,0,1,5,6,3,0,15,177.8,185.42,170,30,35,0,0,0,1,0,0,1,0,0,0
"Red",1,0,2,1,3,0,0,0,0,2,0,0,2,193.04,208.28,240,2,0,4,3,11,1,0,0,1,3,0,0,4,193.04,198.12,245,35,29,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,1,6,0,0,1,0,0,0,0,1,172.72,182.88,155,0,1,1,0,1,1,0,0,0,0,1,0,1,185.42,190.5,170,28,25,0,1,0,0,0,0,0,0,1,0
"Red",0,1,1,4,10,0,0,1,1,0,0,0,2,172.72,177.8,145,0,2,2,1,5,1,0,0,1,0,1,0,2,167.64,167.64,155,31,26,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,193.04,155,1,0,2,7,38,0,0,2,4,1,0,0,7,175.26,177.8,155,29,28,0,1,0,0,0,0,1,0,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,185.42,170,2,0,0,2,5,0,0,0,0,0,0,0,0,177.8,187.96,170,27,29,0,1,0,0,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,203.2,170,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,170,25,26,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,170,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,170,21,23,0,1,0,0,0,0,1,0,0,0
"Red",0,4,4,0,8,0,0,1,1,2,0,0,4,175.26,177.8,135,0,4,4,0,12,1,0,0,3,0,1,0,4,167.64,177.8,135,22,26,0,1,0,0,0,0,1,0,0,0
"Red",0,1,4,1,14,0,0,0,2,0,3,0,5,175.26,182.88,155,0,3,3,1,7,0,0,0,0,3,0,0,3,172.72,177.8,145,24,29,0,0,0,1,0,0,1,0,0,0
"Red",0,2,2,2,12,0,1,0,1,1,1,0,4,198.12,205.74,205,0,1,1,0,2,0,0,0,0,0,0,1,1,185.42,200.66,205,39,32,0,0,0,1,0,0,1,0,0,0
"Red",4,0,1,4,11,0,0,0,0,1,0,0,1,185.42,187.96,170,0,1,1,0,1,0,0,0,0,0,1,0,1,180.34,182.88,170,32,24,0,1,0,0,0,0,0,0,0,1
"Red",0,1,1,0,1,0,0,0,0,1,0,0,1,185.42,185.42,205,0,3,3,1,9,0,0,0,1,3,0,0,4,187.96,190.5,185,31,31,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,180.34,155,1,0,4,4,22,0,0,0,1,1,4,0,6,185.42,185.42,155,25,27,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,3,2,15,0,0,1,2,1,0,0,4,175.26,180.34,155,1,0,3,1,4,0,0,0,0,0,3,0,3,182.88,185.42,155,33,24,0,1,0,0,0,0,1,0,0,0
"Red",3,0,0,3,7,0,0,0,0,0,0,0,0,180.34,187.96,145,1,0,0,1,3,0,0,0,0,0,0,0,0,172.72,175.26,145,24,24,0,1,0,0,0,0,1,0,0,0
"Red",1,0,1,1,4,0,0,0,0,1,0,0,1,180.34,180.34,205,1,0,0,1,3,0,0,0,0,0,0,0,0,185.42,185.42,185,31,30,0,1,0,0,0,0,1,0,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,167.64,135,1,0,1,2,5,0,0,0,0,0,1,0,1,167.64,167.64,125,25,30,0,0,0,1,0,0,1,0,0,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,167.64,167.64,125,1,0,0,1,2,0,0,0,0,0,0,0,0,162.56,162.56,125,29,29,0,1,0,0,0,0,1,0,0,0
"Red",2,0,5,4,47,6,0,0,6,2,1,0,9,167.64,172.72,145,0,3,3,0,11,3,0,0,2,1,0,0,3,170.18,177.8,145,31,26,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,2,2,11,0,0,1,0,2,0,0,3,187.96,190.5,205,1,0,5,3,44,4,1,3,3,5,0,0,12,182.88,190.5,205,36,33,0,0,0,1,0,0,1,0,0,0
"Blue",0,1,1,1,2,0,0,0,0,1,0,0,1,193.04,203.2,264,0,1,1,0,1,0,0,0,0,1,0,0,1,193.04,203.2,265,33,32,0,1,0,0,0,0,1,0,0,0
"Blue",0,2,5,4,34,1,0,0,4,1,6,0,11,185.42,182.88,170,0,1,8,3,47,1,0,1,9,1,3,0,14,182.88,193.04,170,35,34,0,0,0,1,0,0,1,0,0,0
"Red",2,0,0,2,6,0,0,0,0,0,0,0,0,165.1,162.56,125,1,0,3,1,13,1,0,0,2,1,0,0,3,162.56,165.1,125,28,28,0,1,0,0,0,0,0,0,1,0
"Blue",1,0,4,3,22,0,0,2,1,1,1,1,6,177.8,177.8,155,0,1,3,6,42,0,0,2,5,1,3,0,11,177.8,180.34,155,31,29,0,0,0,1,0,0,0,0,1,0
"Red",3,0,0,3,7,0,0,0,0,0,0,0,0,182.88,190.5,170,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,187.96,170,36,30,0,1,0,0,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,155,0,1,5,3,21,0,0,2,3,0,1,0,6,175.26,180.34,155,26,32,0,1,0,0,0,0,0,0,1,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,172.72,155,0,1,6,6,35,0,0,1,2,5,2,0,10,175.26,185.42,155,34,36,0,1,0,0,0,0,0,0,1,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,180.34,135,0,1,1,0,3,0,0,0,1,0,0,0,1,167.64,167.64,125,23,28,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,1,2,7,0,0,0,1,0,0,0,1,172.72,172.72,135,0,2,2,1,8,0,0,1,0,1,0,0,2,170.18,175.26,135,31,28,0,1,0,0,0,0,1,0,0,0
"Red",0,3,3,0,6,1,0,0,1,2,0,0,3,160.02,167.64,135,0,2,2,2,22,2,0,1,3,0,0,0,4,160.02,167.64,125,28,26,0,1,0,0,0,0,1,0,0,0
"Blue",0,2,2,0,3,0,0,0,0,0,1,1,2,187.96,193.04,205,2,0,3,4,33,4,0,1,3,3,0,0,7,185.42,185.42,205,33,34,0,1,0,0,0,0,1,0,0,0
"Red",0,2,4,1,14,0,0,0,2,2,2,0,6,185.42,185.42,155,0,2,2,1,7,0,0,1,0,1,0,0,2,177.8,182.88,170,29,25,0,1,0,0,0,0,1,0,0,0
"Blue",0,3,3,0,6,0,0,0,1,1,1,0,3,172.72,180.34,145,0,2,2,0,4,0,0,0,1,1,0,0,2,177.8,180.34,155,30,24,0,1,0,0,0,0,0,0,1,0
"Red",0,2,4,4,29,0,0,0,4,2,3,0,9,177.8,172.72,155,0,3,3,3,25,0,0,1,3,1,1,0,6,177.8,182.88,155,29,28,0,1,0,0,0,0,1,0,0,0
"Red",1,0,2,1,9,0,0,1,1,0,0,0,2,180.34,177.8,145,2,0,4,7,44,0,0,2,2,1,4,0,9,170.18,177.8,155,29,31,0,1,0,0,0,0,1,0,0,0
"Red",1,0,2,4,23,1,0,1,3,3,0,0,7,182.88,187.96,205,1,0,5,3,22,1,0,0,4,3,0,0,7,187.96,187.96,205,42,29,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,1,1,5,0,0,0,0,1,0,0,1,182.88,190.5,260,1,0,4,1,12,0,0,0,2,1,0,1,4,185.42,185.42,255,28,36,0,0,0,1,0,0,1,0,0,0
"Blue",2,0,0,2,6,0,0,0,0,0,0,0,0,182.88,193.04,170,1,0,1,1,3,0,0,0,0,0,1,0,1,185.42,200.66,170,33,28,0,1,0,0,0,0,1,0,0,0
"Red",0,1,4,4,40,1,0,1,4,8,0,0,13,185.42,190.5,185,1,0,3,6,25,5,0,0,0,7,2,1,10,182.88,187.96,185,33,35,0,1,0,0,0,0,0,0,1,0
"Blue",0,1,3,4,17,1,0,0,3,1,2,0,6,187.96,193.04,185,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,185.42,185,29,30,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,2,9,0,0,0,1,1,0,0,2,193.04,198.12,265,0,1,4,5,21,1,0,0,0,5,3,0,8,187.96,193.04,242,31,33,0,1,0,0,0,0,1,0,0,0
"Blue",0,2,2,0,6,0,0,0,1,0,1,0,2,177.8,177.8,155,0,2,2,5,30,0,0,0,4,1,2,0,7,170.18,172.72,145,24,28,0,1,0,0,0,0,1,0,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,182.88,145,1,0,0,1,3,1,0,0,0,0,0,0,0,170.18,185.42,145,34,25,0,1,0,0,0,0,1,0,0,0
"Red",0,2,2,0,5,0,0,0,1,1,0,0,2,185.42,193.04,170,0,2,2,0,6,0,0,1,1,0,0,0,2,185.42,190.5,185,27,24,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,4,4,26,0,0,1,3,1,1,0,6,172.72,172.72,155,0,1,1,2,15,0,0,1,2,0,0,0,3,167.64,170.18,145,28,30,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,145,1,0,4,1,13,0,0,1,1,2,0,0,4,180.34,190.5,155,24,26,0,0,0,1,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,198.12,185,2,0,0,2,3,0,0,0,0,0,0,0,0,182.88,187.96,205,30,26,0,1,0,0,0,0,0,0,1,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,187.652663057245,155,1,0,1,1,4,0,0,0,0,1,0,0,1,175.26,177.8,155,26,34,0,1,0,0,0,0,0,0,1,0
"Blue",0,1,7,1,13,2,0,0,1,7,0,0,8,185.42,195.58,240,0,9,9,0,16,2,0,0,2,7,0,0,9,193.04,195.58,238,30,28,0,1,0,0,0,0,1,0,0,0
"Red",0,1,3,4,22,0,0,0,0,2,7,0,9,177.8,180.34,155,1,0,7,3,31,0,0,0,4,2,4,0,10,172.72,180.34,155,28,29,0,1,0,0,0,0,0,0,1,0
"Blue",0,4,4,1,13,0,0,1,2,1,0,0,4,180.34,185.42,185,0,4,4,3,24,0,0,1,3,3,0,0,7,182.88,187.96,185,33,31,0,1,0,0,0,0,1,0,0,0
"Red",0,4,4,4,25,0,0,1,0,4,3,1,9,187.96,185.42,185,0,1,4,4,41,1,0,1,5,4,0,1,11,187.96,190.5,170,28,31,0,1,0,0,0,0,0,0,1,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,195.58,185,1,0,5,7,39,0,0,1,2,7,2,0,12,180.34,187.96,185,28,32,0,0,0,1,0,0,0,0,1,0
"Blue",0,1,1,2,8,0,0,0,0,1,0,0,1,170.18,175.26,135,0,2,2,1,4,0,0,0,0,1,1,0,2,167.64,172.72,135,28,34,0,1,0,0,0,0,1,0,0,0
"Red",1,0,0,1,2,0,0,0,0,0,0,0,0,172.72,175.26,135,0,2,2,0,2,0,0,0,0,1,1,0,2,172.72,172.72,135,29,23,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,2,2,8,0,0,0,0,1,1,0,2,172.72,182.88,155,1,0,5,7,29,0,0,2,2,6,0,1,11,175.26,172.72,155,28,29,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,1,0,1,0,0,0,0,0,1,0,1,177.8,185.42,145,0,3,3,2,13,1,0,0,2,2,0,0,4,177.8,185.42,145,24,26,0,1,0,0,0,0,0,0,1,0
"Blue",1,0,1,1,4,0,0,0,0,1,0,0,1,190.5,200.66,260,0,1,1,1,6,0,0,0,1,0,1,0,2,195.58,208.28,250,27,26,0,1,0,0,0,0,1,0,0,0
"Blue",0,2,2,1,6,0,0,0,1,1,0,0,2,180.34,175.26,155,3,0,1,5,18,0,0,1,0,0,1,0,2,177.8,175.26,145,21,33,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,1,0,1,0,0,0,0,1,0,0,1,167.64,167.64,125,0,3,3,1,15,0,0,1,3,0,0,0,4,160.02,160.02,125,28,31,0,1,0,0,0,0,0,0,1,0
"Red",1,0,5,1,13,0,0,0,1,4,0,0,5,190.5,200.66,265,0,1,2,3,15,1,0,0,0,4,0,0,4,182.88,182.88,263,34,36,0,0,0,0,1,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,195.58,155,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,180.34,155,26,25,0,0,0,1,0,0,1,0,0,0
"Red",1,0,0,1,2,0,0,0,0,0,0,0,0,193.04,200.66,250,1,0,1,5,15,0,0,0,1,3,0,0,4,180.34,187.96,235,29,33,0,0,0,1,0,0,1,0,0,0
"Red",1,0,1,2,9,1,0,0,1,1,0,0,2,182.88,185.42,145,1,0,4,1,13,0,0,0,2,0,2,0,4,175.26,182.88,155,27,23,0,0,0,1,0,0,0,0,1,0
"Red",0,2,2,1,7,0,0,1,0,0,1,0,2,185.42,185.42,170,0,2,3,3,18,0,0,0,2,2,2,0,6,182.88,187.96,170,28,37,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,0,3,0,0,0,0,1,0,0,1,175.26,177.8,125,0,1,1,0,3,0,0,0,0,1,0,0,1,177.8,180.34,135,33,29,0,1,0,0,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,185.42,155,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,155,26,30,0,1,0,0,0,0,1,0,0,0
"Red",1,0,2,3,16,0,0,1,1,0,1,0,3,182.88,182.88,185,1,0,2,2,9,0,0,0,1,0,2,0,3,180.34,190.5,170,31,24,0,0,0,1,0,0,1,0,0,0
"Blue",0,1,1,0,3,0,0,1,0,0,0,0,1,167.64,170.18,135,0,1,1,1,6,0,0,0,0,0,1,0,1,170.18,175.26,135,30,29,0,1,0,0,0,0,1,0,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,175.26,185.42,155,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,155,28,31,0,0,0,1,0,0,1,0,0,0
"Blue",1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,167.64,135,2,0,0,2,4,0,0,0,0,0,0,0,0,172.72,170.18,135,25,24,0,0,0,1,0,0,0,0,1,0
"Blue",1,0,3,3,21,1,0,0,4,0,0,1,5,172.72,175.26,155,2,0,7,2,19,0,0,0,2,1,4,0,7,177.8,180.34,155,28,35,0,1,0,0,0,0,1,0,0,0
"Red",1,0,3,3,18,0,0,0,2,0,5,0,7,172.72,180.34,170,1,0,0,1,3,0,0,0,0,0,0,0,0,175.26,180.34,185,32,34,0,1,0,0,0,0,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,187.96,145,0,1,2,1,8,1,0,0,2,1,0,0,3,167.64,167.64,145,31,27,0,1,0,0,0,0,1,0,0,0
"Red",0,4,4,1,11,0,0,1,0,1,2,0,4,190.5,187.96,170,0,2,3,3,28,0,0,1,3,2,1,0,7,172.72,177.8,170,31,32,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,172.72,170,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,190.5,170,27,31,0,1,0,0,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,187.96,205,1,0,0,1,1,0,0,0,0,0,0,0,0,193.04,195.58,205,31,32,0,1,0,0,0,0,0,0,1,0
"Red",0,3,5,5,36,1,0,1,1,1,8,0,11,182.88,193.04,170,0,5,5,0,19,2,0,1,4,0,0,0,5,175.26,177.8,170,27,29,0,0,0,1,0,0,0,0,1,0
"Blue",0,5,5,1,11,0,0,0,1,3,2,0,6,195.58,200.66,205,0,1,2,4,26,3,0,0,0,5,0,0,5,185.42,193.04,205,25,31,0,1,0,0,0,0,1,0,0,0
"Blue",0,3,3,1,10,0,0,0,1,2,1,0,4,182.88,193.04,170,2,0,3,9,62,11,0,0,1,6,4,1,12,175.26,177.8,155,23,33,0,1,0,0,0,0,1,0,0,0
"Blue",0,3,3,5,29,0,0,0,2,5,1,0,8,182.88,190.5,170,0,1,5,3,26,0,1,0,2,5,2,0,10,185.42,195.58,170,31,33,0,1,0,0,0,0,1,0,0,0
"Red",2,0,2,7,37,0,0,1,2,3,0,1,7,172.72,180.34,145,1,0,6,6,34,0,0,1,2,4,2,0,9,175.26,185.42,155,26,36,0,1,0,0,0,0,0,0,1,0
"Red",0,3,3,0,8,0,1,0,1,1,0,0,3,167.64,177.8,135,0,2,2,1,6,0,0,0,1,1,0,0,2,165.1,167.64,135,28,30,0,0,0,1,0,0,1,0,0,0
"Red",0,1,1,0,1,0,0,0,0,1,0,0,1,177.8,182.88,155,0,2,2,1,5,1,0,0,1,1,0,0,2,180.34,190.5,155,27,24,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,1,6,0,0,1,0,0,0,0,1,170.18,172.72,155,0,1,1,0,3,0,0,0,1,0,0,0,1,172.72,182.88,155,29,27,0,0,0,1,0,0,0,0,0,1
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,155,0,1,1,1,4,0,0,1,0,0,0,0,1,175.26,177.8,155,29,30,0,1,0,0,0,0,0,0,1,0
"Red",0,1,1,3,15,0,0,1,1,0,0,0,2,167.64,177.8,135,0,1,4,5,30,0,0,0,4,3,2,0,9,167.64,177.8,145,29,33,0,1,0,0,0,0,1,0,0,0
"Red",0,5,5,1,16,1,0,1,1,3,0,0,5,187.96,190.5,170,0,9,9,2,53,11,0,1,8,5,2,0,16,180.34,193.04,185,28,31,0,1,0,0,0,0,1,0,0,0
"Red",0,3,4,4,31,0,0,2,2,2,5,0,11,182.88,182.88,170,0,4,4,1,20,0,1,2,1,4,0,0,8,175.26,175.26,185,30,29,0,1,0,0,0,0,0,0,1,0
"Red",0,1,2,3,14,0,0,0,2,1,1,0,4,182.88,187.96,205,0,3,3,0,7,0,0,0,1,0,2,0,3,190.5,198.12,205,29,31,0,0,0,1,0,0,1,0,0,0
"Blue",0,2,3,4,25,0,0,0,3,1,2,0,6,172.72,177.8,170,0,2,3,4,25,0,0,0,3,0,4,0,7,172.72,190.5,155,28,31,0,0,0,1,0,0,1,0,0,0
"Blue",2,0,2,2,7,0,0,0,0,1,1,0,2,185.42,185.42,145,3,0,3,3,15,1,0,0,1,1,1,0,3,172.72,172.72,145,29,30,0,1,0,0,0,0,1,0,0,0
"Red",2,0,3,7,20,0,0,1,1,4,0,0,6,182.88,182.88,185,4,0,4,8,29,2,0,1,1,2,0,0,4,180.34,180.34,170,31,32,0,1,0,0,0,0,1,0,0,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,185.42,205,0,1,1,2,11,0,1,0,1,1,0,0,3,198.12,205.74,205,34,39,0,1,0,0,0,0,0,0,1,0
"Blue",2,0,2,2,10,0,0,0,1,1,0,0,2,172.72,172.72,155,0,1,2,6,35,0,0,2,4,1,0,0,7,175.26,177.8,155,27,28,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,0,1,0,0,0,0,0,1,0,1,170.18,180.34,155,0,1,1,1,4,0,0,0,0,1,0,0,1,175.26,172.72,145,32,33,0,1,0,0,0,0,1,0,0,0
"Red",1,0,2,1,8,0,0,0,1,0,1,0,2,175.26,175.26,155,1,0,3,4,29,0,0,1,3,1,0,0,6,185.42,187.96,170,29,26,0,0,0,1,0,0,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,167.64,125,1,0,3,2,11,0,0,0,1,1,1,0,3,167.64,162.56,145,22,30,0,1,0,0,0,0,1,0,0,0
"Blue",0,3,3,1,11,0,0,0,3,1,0,0,4,177.8,180.34,145,0,3,3,0,7,0,0,0,2,0,1,0,3,180.34,177.8,145,28,25,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,1,1,5,0,0,0,1,0,0,0,1,175.26,175.26,185,0,1,7,5,45,5,0,0,4,8,1,1,14,185.42,190.5,185,40,38,0,0,0,1,0,0,0,0,1,0
