"Winner","Bcurrentlosestreak","Bcurrentwinstreak","Blongestwinstreak","Blosses","Btotalroundsfought","Btotaltitlebouts","BwinbyDecisionMajority","BwinbyDecisionSplit","BwinbyDecisionUnanimous","BwinbyKOTKO","BwinbySubmission","BwinbyTKODoctorStoppage","Bwins","BHeightcms","BReachcms","BWeightlbs","Rcurrentlosestreak","Rcurrentwinstreak","Rlongestwinstreak","Rlosses","Rtotalroundsfought","Rtotaltitlebouts","RwinbyDecisionMajority","RwinbyDecisionSplit","RwinbyDecisionUnanimous","RwinbyKOTKO","RwinbySubmission","RwinbyTKODoctorStoppage","Rwins","RHeightcms","RReachcms","RWeightlbs","Bage","Rage","BStanceOpen.Stance","BStanceOrthodox","BStanceSideways","BStanceSouthpaw","BStanceSwitch","RStanceOpen.Stance","RStanceOrthodox","RStanceSideways","RStanceSouthpaw","RStanceSwitch"
"Red",4,0,16,4,49,13,0,0,2,11,3,0,16,187.96,195.58,185,0,2,4,1,23,3,0,1,2,1,2,0,6,180.34,182.88,235,41,37,0,0,0,1,0,0,1,0,0,0
"Red",0,5,5,5,69,7,0,0,8,4,2,0,14,167.64,172.72,145,1,0,7,1,31,8,0,0,5,2,0,0,7,170.18,177.8,145,34,29,0,1,0,0,0,0,1,0,0,0
"Red",0,1,3,4,23,0,0,0,1,7,1,0,9,198.12,200.66,255,1,0,7,2,27,6,0,0,2,9,0,0,11,185.42,195.58,240,33,33,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,5,2,21,1,0,2,1,1,2,0,6,175.26,180.34,185,1,0,6,4,43,3,1,2,4,5,0,0,12,175.26,175.26,185,24,32,0,0,0,1,0,0,0,0,1,0
"Red",0,7,7,1,20,0,0,1,4,1,1,0,7,165.1,167.64,135,1,0,4,3,33,5,0,0,2,5,1,0,8,167.64,170.18,125,33,30,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,3,8,39,0,0,0,1,3,7,1,12,177.8,180.34,155,0,1,6,8,64,2,0,3,7,5,0,0,15,177.8,182.88,170,32,34,0,1,0,0,0,0,0,0,1,0
"Red",0,4,4,2,11,0,0,0,1,4,0,0,5,187.96,193.04,205,0,1,2,3,21,0,0,0,3,1,1,0,5,187.96,193.04,185,32,30,0,1,0,0,0,0,1,0,0,0
"Red",2,0,2,6,20,0,0,1,1,2,0,0,4,170.18,177.8,155,2,0,7,8,52,0,0,1,5,2,6,0,14,172.72,180.34,155,37,32,0,0,0,1,0,0,0,0,1,0
"Red",0,1,1,1,9,0,0,0,2,0,0,0,2,162.56,160.02,115,0,5,5,0,16,3,0,1,2,2,0,0,5,167.64,165.1,125,27,28,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,193.04,205,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,187.96,185,26,28,0,0,0,1,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,155,0,1,3,8,48,1,0,2,4,4,0,1,11,172.72,175.26,155,29,31,0,1,0,0,0,0,1,0,0,0
"Red",0,1,2,7,37,0,0,0,4,1,5,0,10,170.18,172.72,145,0,2,2,0,2,0,0,0,0,2,0,0,2,177.8,177.8,145,31,25,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,1,4,0,0,0,1,0,0,0,1,193.04,193.04,205,0,1,3,3,16,1,0,1,3,0,1,0,5,185.42,198.12,185,27,31,0,1,0,0,0,0,0,0,1,0
"Blue",0,1,4,2,17,0,0,1,3,0,1,0,5,175.26,195.58,170,0,2,2,1,11,0,0,0,0,0,3,1,4,180.34,185.42,170,23,21,0,1,0,0,0,0,1,0,0,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,180.34,182.88,170,1,0,1,2,10,0,0,1,0,1,0,0,2,182.88,180.34,170,29,28,0,1,0,0,0,0,1,0,0,0
"Blue",0,2,2,1,9,0,0,2,0,0,0,0,2,175.26,175.26,155,0,5,5,5,49,2,0,0,8,4,2,0,14,172.72,177.8,170,32,31,0,1,0,0,0,0,0,0,1,0
"Blue",0,3,3,2,12,0,0,0,0,6,0,0,6,190.5,200.66,260,0,1,3,8,37,1,0,0,1,7,0,0,8,182.88,182.88,263,31,40,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,170,0,1,2,2,10,0,0,0,1,3,0,0,4,182.88,185.42,170,27,34,0,1,0,0,0,0,0,0,1,0
"Red",1,0,2,3,13,0,0,0,1,0,1,0,2,177.8,185.42,155,1,0,2,1,5,0,0,0,0,1,1,0,2,177.8,185.42,155,30,28,0,1,0,0,0,0,1,0,0,0
"Blue",0,2,2,0,4,0,0,1,0,1,0,0,2,182.88,195.58,170,0,1,4,6,33,0,0,1,2,5,2,0,10,182.88,187.96,170,34,40,0,1,0,0,0,0,1,0,0,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,190.5,155,2,0,3,5,26,0,0,0,3,3,0,0,6,172.72,172.72,155,31,31,0,1,0,0,0,0,1,0,0,0
"Blue",2,0,1,3,8,0,0,0,0,1,0,0,1,167.64,165.1,135,2,0,2,2,11,0,0,1,0,0,1,0,2,170.18,177.8,135,29,29,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,2,5,0,0,0,1,0,0,0,1,172.72,182.88,135,0,1,1,4,20,0,0,0,2,1,1,0,4,172.72,185.42,135,36,28,0,1,0,0,0,0,1,0,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,172.72,180.34,155,1,0,3,1,10,0,0,0,1,0,2,0,3,177.8,180.34,155,25,29,0,1,0,0,0,0,1,0,0,0
"Blue",0,6,6,1,15,0,0,0,2,5,0,0,7,182.88,190.5,170,1,0,5,3,33,1,0,0,5,3,1,0,9,182.88,193.04,170,33,26,0,1,0,0,0,0,1,0,0,0
"Red",0,3,4,9,47,2,0,1,4,4,0,0,10,180.34,180.34,170,0,1,8,4,40,1,0,0,6,5,5,0,16,185.42,185.42,155,36,33,0,1,0,0,0,0,1,0,0,0
"Red",1,0,2,3,9,0,0,0,0,2,0,0,2,185.42,187.96,205,0,1,1,1,2,0,0,0,0,1,0,0,1,180.34,182.88,205,32,34,0,1,0,0,0,0,1,0,0,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,177.8,182.88,155,1,0,3,2,14,1,0,0,1,0,2,0,3,175.26,177.8,155,29,27,0,1,0,0,0,0,0,0,1,0
"Blue",0,1,1,1,7,0,0,0,2,0,0,0,2,167.64,165.1,125,1,0,3,1,14,1,0,1,2,0,0,0,3,170.18,172.72,115,30,33,0,1,0,0,0,0,1,0,0,0
"Red",0,2,2,3,15,0,0,0,2,0,1,0,3,175.26,182.88,155,0,1,1,1,5,0,0,0,0,2,0,0,2,180.34,180.34,155,30,30,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,205,0,2,2,0,3,0,0,0,0,1,1,0,2,190.5,195.58,205,22,29,0,0,0,1,0,0,1,0,0,0
"Blue",0,3,3,1,14,0,0,1,3,0,0,0,4,185.42,195.58,185,0,1,1,3,15,0,0,0,1,1,2,0,4,193.04,198.12,185,26,29,0,0,0,1,0,0,0,0,0,1
"Blue",3,0,0,3,9,1,0,0,0,0,0,0,0,167.64,165.1,135,2,0,2,2,11,0,0,0,1,1,0,0,2,170.18,175.26,125,29,30,0,1,0,0,0,0,1,0,0,0
"Red",1,0,3,2,7,0,0,0,0,3,0,0,3,187.96,190.5,205,1,0,3,1,10,1,0,0,1,2,0,0,3,185.42,190.5,185,30,28,0,0,0,1,0,0,1,0,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,162.56,115,1,0,1,2,9,0,0,0,1,0,0,0,1,162.56,160.02,115,30,30,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,190.5,170,1,0,3,1,8,0,0,0,1,1,1,0,3,180.34,182.88,170,28,28,0,0,0,0,1,0,1,0,0,0
"Red",0,1,1,1,5,0,0,0,0,1,0,0,1,165.1,167.64,125,2,0,3,2,17,1,0,0,2,1,0,0,3,162.56,165.1,125,26,31,0,1,0,0,0,0,1,0,0,0
"Blue",0,3,4,7,69,1,0,2,7,9,0,0,18,185.42,190.5,185,0,5,5,1,11,1,0,0,0,2,3,0,5,190.5,195.58,185,37,31,0,1,0,0,0,0,0,0,1,0
"Red",0,1,4,4,39,3,0,0,3,0,6,0,9,167.64,170.18,135,0,4,4,0,16,3,0,1,2,1,0,0,4,172.72,172.72,135,37,31,0,1,0,0,0,0,1,0,0,0
"Red",0,1,4,2,21,1,0,0,3,2,2,0,7,172.72,180.34,145,0,8,8,3,34,0,0,1,3,5,2,0,11,180.34,175.26,155,34,24,0,1,0,0,0,0,1,0,0,0
"Red",2,0,2,4,17,0,0,0,1,2,0,0,3,175.26,180.34,185,1,0,4,8,40,3,0,2,3,3,0,0,8,180.34,187.96,185,38,45,0,0,0,1,0,0,1,0,0,0
"Red",1,0,4,1,13,0,0,1,1,1,1,0,4,177.8,180.34,155,0,3,4,3,29,0,0,0,4,4,3,0,11,175.26,182.88,155,29,27,0,1,0,0,0,0,0,0,1,0
"Red",1,0,4,10,59,0,0,3,4,1,4,0,12,170.18,177.8,155,0,2,2,1,7,0,0,0,0,1,1,0,2,172.72,175.26,145,34,25,0,1,0,0,0,0,0,0,0,1
"Red",0,5,5,0,11,0,0,0,3,0,2,0,5,190.5,193.04,155,1,0,5,2,17,0,0,1,2,0,3,0,6,177.8,182.88,155,29,27,0,1,0,0,0,0,0,0,1,0
"Blue",0,1,2,7,33,0,0,2,2,0,2,0,6,177.8,185.42,145,2,0,2,8,39,0,0,0,2,1,7,0,10,185.42,187.96,145,27,32,0,0,0,1,0,0,1,0,0,0
"Red",0,3,3,0,5,0,0,0,1,2,0,0,3,190.5,185.42,185,0,2,2,1,13,0,0,1,1,1,1,0,4,185.42,193.04,170,24,25,0,0,0,1,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,205,0,1,1,0,1,0,0,0,0,1,0,0,1,187.96,190.5,205,26,28,0,1,0,0,0,0,0,0,1,0
"Blue",0,3,3,0,7,0,0,0,1,2,0,0,3,172.72,165.1,135,0,4,4,0,7,0,0,0,1,3,0,0,4,170.18,177.8,135,24,24,0,1,0,0,0,0,0,0,1,0
"Blue",1,0,3,11,59,0,0,1,4,5,0,1,11,172.72,180.34,145,1,0,7,2,31,6,0,0,3,2,3,0,8,167.64,177.8,135,30,29,0,1,0,0,0,0,1,0,0,0
"Blue",0,2,6,6,46,0,0,3,4,2,2,0,11,175.26,180.34,170,0,1,1,1,11,0,0,0,2,0,0,0,2,177.8,177.8,170,31,29,0,0,0,1,0,0,0,0,0,1
"Red",0,3,3,1,8,1,0,0,0,3,0,0,3,185.42,195.58,185,0,2,4,7,37,0,0,2,3,1,1,1,8,187.96,193.04,185,37,29,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,2,5,19,0,0,0,1,2,0,0,3,180.34,182.88,170,1,0,3,3,26,0,0,0,4,1,1,0,6,180.34,187.96,170,29,31,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,2,2,14,0,0,1,0,1,1,0,3,180.34,177.8,155,0,1,2,8,36,0,0,1,3,1,1,0,6,177.8,182.88,170,32,36,0,1,0,0,0,0,1,0,0,0
"Red",2,0,1,4,14,0,0,0,0,0,0,1,1,167.64,167.64,125,2,0,1,3,9,1,0,1,0,1,0,0,2,167.64,167.64,135,29,35,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,145,0,2,2,3,15,0,0,0,0,3,1,0,5,172.72,177.8,155,28,32,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.58,185,1,0,1,2,6,0,0,1,0,0,0,0,1,190.5,198.12,205,31,27,0,1,0,0,0,0,1,0,0,0
"Red",1,0,1,2,7,0,0,0,1,0,0,0,1,182.88,180.34,155,1,0,2,3,11,0,0,0,1,2,0,0,3,177.8,180.34,155,29,27,0,1,0,0,0,0,0,0,1,0
"Blue",0,1,2,2,19,0,0,0,1,0,4,0,5,172.72,172.72,135,0,4,4,0,11,0,0,0,1,1,2,0,4,170.18,180.34,135,31,26,0,1,0,0,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,205,1,0,0,1,1,0,0,0,0,0,0,0,0,190.5,203.2,250,28,37,0,1,0,0,0,0,1,0,0,0
"Blue",0,2,3,2,26,0,0,0,3,5,0,0,8,193.04,203.2,240,0,6,6,2,23,2,0,0,2,4,2,0,8,193.04,195.58,231,33,38,0,1,0,0,0,0,1,0,0,0
"Red",0,1,3,7,31,6,0,0,0,11,2,1,14,182.88,187.96,185,1,0,5,1,12,0,0,0,1,1,3,0,5,185.42,182.88,185,39,36,0,0,0,1,0,0,1,0,0,0
"Red",0,1,1,2,9,0,0,0,1,1,0,0,2,175.26,167.64,135,0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,172.72,145,33,30,0,1,0,0,0,0,1,0,0,0
"Red",0,3,3,1,16,1,0,0,4,1,0,0,5,190.5,200.66,205,0,1,2,8,38,3,0,0,1,6,0,0,7,185.42,193.04,205,26,34,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,1,1,8,0,0,0,0,1,1,0,2,182.88,182.88,170,0,4,4,0,9,1,0,0,1,0,3,0,4,180.34,182.88,170,27,25,0,0,0,1,0,0,1,0,0,0
"Red",0,1,7,7,46,0,0,0,2,9,2,0,13,182.88,190.5,170,0,4,5,6,58,1,0,0,8,1,7,0,16,185.42,182.88,170,35,38,0,1,0,0,0,0,0,0,1,0
"Red",0,1,4,8,42,1,0,0,4,5,3,0,12,182.88,187.96,185,0,3,3,2,10,0,0,0,1,3,0,0,4,187.96,193.04,205,37,32,0,1,0,0,0,0,1,0,0,0
"Red",0,1,2,4,10,0,0,1,0,0,2,0,3,177.8,190.5,155,0,5,5,3,28,0,0,1,4,2,2,0,9,175.26,177.8,155,28,37,0,1,0,0,0,0,0,0,1,0
"Red",0,2,2,0,3,0,0,0,0,2,0,0,2,172.72,180.34,135,0,3,4,2,20,0,0,0,2,4,1,0,7,160.02,170.18,135,28,25,0,1,0,0,0,0,1,0,0,0
"Red",1,0,3,3,15,0,0,0,2,2,0,0,4,187.96,193.04,205,2,0,2,4,18,0,0,1,1,2,0,0,4,187.96,190.5,205,35,39,0,1,0,0,0,0,0,0,1,0
"Red",0,3,3,0,7,0,0,1,1,1,0,0,3,172.72,172.72,145,0,1,1,0,2,0,0,0,0,0,1,0,1,180.34,182.88,145,25,26,0,1,0,0,0,0,1,0,0,0
"Red",1,0,7,5,35,5,0,1,2,9,2,0,14,190.5,195.58,240,0,3,3,3,15,0,0,0,2,3,0,0,5,193.04,203.2,265,37,35,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,4,6,29,0,1,0,1,4,4,0,10,210.82,213.36,265,1,0,2,6,16,1,0,0,0,3,0,0,3,193.04,203.2,264,28,36,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,4,2,16,0,0,0,1,0,4,0,5,180.34,182.88,170,0,5,5,1,12,0,0,1,1,3,0,0,5,180.34,185.42,170,27,24,0,0,0,0,1,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,160.02,165.1,115,0,1,1,1,6,0,0,1,0,1,0,0,2,175.26,180.34,135,31,32,0,1,0,0,0,0,1,0,0,0
"Red",0,2,2,1,12,0,0,0,3,0,0,0,3,185.42,190.5,205,0,3,3,2,8,0,0,0,0,2,2,0,4,190.5,195.58,205,36,24,0,1,0,0,0,0,1,0,0,0
"Red",0,4,4,0,8,0,0,0,2,0,2,0,4,177.8,177.8,155,0,1,3,2,15,0,0,0,2,1,0,1,4,172.72,185.42,155,28,29,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,1,6,0,0,0,0,1,0,0,1,185.42,182.88,185,0,3,3,1,8,0,0,0,1,0,2,0,3,195.58,200.66,185,33,34,0,0,0,1,0,0,1,0,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,177.8,145,0,1,1,2,13,0,0,0,1,1,1,0,3,180.34,185.42,155,31,31,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,1,2,11,0,0,0,0,0,2,0,2,180.34,182.88,155,1,0,1,2,11,0,0,0,1,0,1,0,2,180.34,185.42,155,37,32,0,1,0,0,0,0,1,0,0,0
"Red",0,1,2,2,14,0,0,0,2,0,1,0,3,162.56,162.56,125,0,1,4,1,17,1,0,0,3,2,0,0,5,165.1,167.64,125,36,25,0,1,0,0,0,0,1,0,0,0
"Red",2,0,0,2,4,0,0,0,0,0,0,0,0,185.42,200.66,170,1,0,2,2,10,0,0,0,1,1,0,0,2,182.88,187.96,170,27,24,0,1,0,0,0,0,0,0,1,0
"Red",1,0,1,2,7,0,0,0,0,1,0,0,1,172.72,177.8,125,2,0,1,2,5,0,0,0,0,0,1,0,1,177.8,180.34,125,29,26,0,1,0,0,0,0,0,0,1,0
"Red",0,1,4,2,20,0,1,0,1,4,1,0,7,190.5,203.2,205,0,12,12,1,47,9,0,0,6,4,5,0,15,193.04,213.36,205,33,28,0,0,0,1,0,0,1,0,0,0
"Red",0,4,4,0,12,0,0,1,3,0,0,0,4,162.56,162.56,135,0,9,9,2,50,9,0,1,6,1,3,0,11,160.02,167.64,125,29,29,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,4,4,32,0,1,1,3,5,0,0,10,180.34,190.5,155,2,0,5,3,19,3,0,1,0,2,2,0,5,177.8,182.88,170,30,29,0,1,0,0,0,0,1,0,0,0
"Red",0,4,4,5,39,0,0,2,5,1,1,0,9,182.88,193.04,185,0,4,4,2,19,1,0,0,3,3,0,0,6,182.88,185.42,185,33,25,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,1,9,0,0,1,1,0,0,0,2,170.18,172.72,125,0,1,2,2,17,0,0,0,4,0,0,0,4,167.64,175.26,135,35,22,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,1,4,0,0,0,0,1,0,0,1,177.8,187.96,170,0,1,1,0,1,0,0,0,0,0,1,0,1,185.42,187.96,170,28,28,0,1,0,0,0,0,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,187.96,245,3,0,0,3,6,0,0,0,0,0,0,0,0,195.58,195.58,250,27,32,0,1,0,0,0,0,0,0,1,0
"Red",2,0,4,2,15,0,0,1,1,1,0,1,4,187.96,195.58,205,1,0,2,1,3,0,0,0,0,2,0,0,2,185.42,190.5,253,29,30,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,4,2,14,0,0,1,2,0,1,0,4,175.26,195.58,170,1,0,2,6,29,1,0,0,3,1,1,0,5,175.26,177.8,155,23,30,0,1,0,0,0,0,1,0,0,0
"Red",1,0,5,5,54,4,1,4,3,6,0,0,14,182.88,190.5,205,0,2,5,2,21,1,0,0,1,2,3,1,7,187.96,193.04,205,36,36,0,1,0,0,0,0,1,0,0,0
"Red",0,3,3,0,9,0,0,0,3,0,0,0,3,154.94,152.4,115,0,2,2,1,9,1,0,0,0,0,2,0,2,165.1,165.1,115,26,23,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,177.8,155,0,6,6,0,16,0,0,0,4,1,1,0,6,177.8,177.8,155,28,27,0,0,0,1,0,0,1,0,0,0
"Red",0,2,2,2,15,0,0,1,2,0,0,0,3,172.72,175.26,155,2,0,6,3,26,0,0,0,2,4,0,0,6,172.72,177.8,145,31,32,0,1,0,0,0,0,1,0,0,0
"Blue",0,2,2,2,17,1,0,0,2,0,4,0,6,185.42,190.5,170,0,5,5,1,15,0,0,1,2,0,3,0,6,177.8,182.88,155,28,26,0,0,0,1,0,0,0,0,1,0
"Blue",0,1,1,2,12,0,0,0,1,0,2,0,3,170.18,170.18,135,1,0,3,1,9,1,0,1,1,1,0,0,3,165.1,162.56,135,27,32,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,2,2,10,0,0,0,1,2,0,0,3,182.88,185.42,170,0,1,3,3,26,1,0,1,3,0,2,0,6,180.34,190.5,170,29,31,0,1,0,0,0,0,1,0,0,0
"Red",0,2,2,7,31,1,0,0,3,0,3,0,6,165.1,170.18,135,1,0,3,2,22,3,0,0,2,3,0,1,6,160.02,167.64,135,34,31,0,1,0,0,0,0,1,0,0,0
"Blue",2,0,3,3,13,1,0,1,2,0,1,0,4,185.42,198.12,185,0,1,1,1,2,0,0,0,0,1,0,0,1,180.34,198.12,185,31,28,0,0,0,1,0,0,0,0,0,1
"Red",1,0,2,2,9,0,0,0,1,2,0,0,3,182.88,185.42,185,1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,185.42,170,28,29,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,9,3,36,4,0,0,3,8,0,0,11,193.04,195.58,238,0,4,4,3,18,0,0,0,1,3,2,0,6,193.04,198.12,265,32,34,0,1,0,0,0,0,1,0,0,0
"Red",0,1,4,9,36,1,0,0,1,7,4,0,12,187.96,193.04,242,0,2,2,2,11,0,0,0,0,5,0,0,5,190.5,200.66,260,36,31,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,203.2,265,0,1,1,0,2,0,0,0,0,1,0,0,1,193.04,210.82,250,25,29,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,198.12,249,1,0,1,1,4,0,0,0,0,1,0,0,1,190.5,195.58,265,30,31,0,1,0,0,0,0,0,0,1,0
"Blue",2,0,1,2,7,0,0,0,0,1,0,0,1,187.96,198.12,205,5,0,3,8,25,0,0,0,1,2,1,0,4,182.88,193.04,205,33,37,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,160.02,162.56,115,1,0,1,1,4,0,0,0,0,0,1,0,1,170.18,170.18,125,22,24,0,1,0,0,0,0,1,0,0,0
"Blue",0,1,2,1,7,0,0,0,1,1,1,0,3,182.88,190.5,185,1,0,1,1,6,0,0,1,0,0,0,0,1,180.34,187.96,170,31,31,0,0,0,1,0,0,1,0,0,0
"Blue",0,1,1,1,6,1,0,0,1,1,0,0,2,167.64,170.18,135,0,1,1,1,2,0,0,0,0,0,1,0,1,165.1,162.56,135,26,29,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,177.8,155,0,3,3,1,11,0,0,0,1,3,0,0,4,175.26,185.42,155,29,27,0,1,0,0,0,0,1,0,0,0
"Blue",1,0,0,1,3,0,0,0,0,0,0,0,0,165.1,177.8,135,0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,135,26,23,0,1,0,0,0,0,1,0,0,0
"Blue",2,0,3,3,13,0,0,0,0,2,1,0,3,182.88,182.88,145,1,0,2,2,9,0,0,0,1,1,0,0,2,175.26,175.26,145,27,32,0,0,0,1,0,0,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,247,1,0,0,1,1,0,0,0,0,0,0,0,0,180.34,195.58,185,30,32,0,1,0,0,0,0,0,0,0,1
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,193.04,170,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,185,27,26,0,0,0,1,0,0,1,0,0,0
"Red",1,0,4,10,42,5,0,0,2,5,8,0,16,190.5,200.66,264,0,1,4,5,28,1,0,0,1,5,0,0,6,177.8,182.88,265,36,41,0,0,0,1,0,0,1,0,0,0
"Blue",0,2,7,3,36,0,0,1,5,3,1,0,10,190.5,203.2,170,1,0,2,3,14,0,0,0,1,2,0,0,3,175.26,180.34,185,28,38,0,1,0,0,0,0,0,0,1,0
"Red",0,4,4,0,11,0,0,0,2,1,1,0,4,177.8,182.88,155,0,1,2,1,8,0,0,0,0,0,2,1,3,180.34,185.42,170,26,21,0,1,0,0,0,0,1,0,0,0
"Red",1,0,1,2,10,1,0,0,1,0,1,0,2,187.96,200.66,185,0,1,2,1,8,0,0,0,2,0,1,0,3,182.88,177.8,185,26,38,0,1,0,0,0,0,0,0,1,0
"Blue",1,0,0,1,1,0,0,0,0,0,0,0,0,180.34,182.88,205,3,0,4,4,15,0,0,0,2,3,0,0,5,187.96,190.5,185,34,34,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,1,6,0,0,0,1,0,0,0,1,157.48,157.48,115,0,1,1,1,4,0,0,0,0,0,1,0,1,167.64,162.56,125,29,27,0,0,0,1,0,0,1,0,0,0
"Blue",1,0,2,2,9,0,0,0,1,2,0,0,3,182.88,185.42,170,0,1,1,1,6,0,0,0,1,0,0,0,1,170.18,175.26,170,34,28,0,0,0,1,0,0,1,0,0,0
"Red",2,0,1,2,8,0,0,0,1,0,0,0,1,172.72,172.72,145,1,0,1,2,9,0,0,0,0,2,0,0,2,182.88,190.5,155,30,26,0,1,0,0,0,0,0,0,0,1
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,154.94,152.4,135,1,0,1,2,6,0,0,0,0,1,0,0,1,175.26,167.64,135,29,33,0,1,0,0,0,0,1,0,0,0
"Red",1,0,3,1,10,1,0,1,2,0,0,0,3,177.8,180.34,170,1,0,3,8,45,1,0,1,4,4,0,1,10,172.72,175.26,155,29,31,0,1,0,0,0,0,1,0,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,172.72,155,1,0,2,1,6,0,0,0,1,1,0,0,2,180.34,187.96,155,31,32,0,1,0,0,0,0,0,0,1,0
"Blue",0,1,5,8,50,2,0,1,2,2,8,0,13,182.88,193.04,170,0,7,7,0,11,2,0,0,1,6,0,0,7,175.26,187.96,155,30,27,0,0,0,1,0,0,0,0,1,0
"Blue",0,4,4,2,18,1,1,0,3,0,0,0,4,167.64,165.1,135,0,3,3,0,8,1,0,1,1,1,0,0,3,172.72,175.26,145,29,34,0,1,0,0,0,0,0,0,1,0
"Blue",0,2,2,2,8,0,0,0,0,3,1,0,4,177.8,185.42,205,0,1,2,3,17,0,0,1,0,3,0,0,4,190.5,193.04,205,32,30,0,1,0,0,0,0,1,0,0,0
"Red",0,2,2,4,21,0,0,0,2,2,2,0,6,182.88,187.96,205,0,2,2,1,13,1,0,0,3,1,0,0,4,190.5,200.66,205,32,26,0,0,0,1,0,0,1,0,0,0
"Red",0,1,1,0,3,0,0,1,0,0,0,0,1,165.1,167.64,125,0,2,2,1,7,0,0,0,0,3,1,0,4,172.72,175.26,145,27,27,0,0,0,1,0,0,1,0,0,0
"Blue",2,0,1,2,7,0,0,0,0,1,0,0,1,180.34,185.42,170,2,0,2,2,7,0,0,0,0,2,0,0,2,187.96,187.96,170,31,30,0,1,0,0,0,0,0,0,0,1
"Blue",1,0,3,1,11,0,0,1,2,0,0,0,3,185.42,187.96,170,1,0,2,5,18,0,0,0,0,2,4,0,6,182.88,187.96,170,34,31,0,1,0,0,0,0,1,0,0,0
"Red",0,1,1,1,8,0,0,2,0,0,0,0,2,182.88,185.42,185,0,2,2,1,6,1,0,0,0,2,0,0,2,185.42,195.58,185,32,36,0,1,0,0,0,0,1,0,0,0
"Red",0,4,4,1,11,0,0,0,1,1,2,0,4,180.34,182.88,145,0,1,5,4,31,0,0,1,6,2,0,0,9,177.8,180.34,145,30,31,0,1,0,0,0,0,1,0,0,0
"Red",1,0,7,7,49,0,0,1,5,2,6,0,14,172.72,180.34,155,1,0,6,8,61,2,0,3,6,5,0,0,14,177.8,182.88,170,32,34,0,0,0,1,0,0,0,0,1,0
