"Fighter_ID","Fighter","Date","current_lose_streak","current_win_streak","longest_win_streak","losses","total_rounds_fought","total_title_bouts","win_by_Decision_Majority","win_by_Decision_Split","win_by_Decision_Unanimous","win_by_KO_TKO","win_by_Submission","win_by_TKO_Doctor_Stoppage","wins","Height_cms","Reach_cms","Weight_lbs","age","Stance_Open_Stance","Stance_Orthodox","Stance_Southpaw","Stance_Switch"
414,"Demetrious Johnson","2018-08-04",0,13,13,2,64,13,0,1,7,2,5,0,15,160.02,167.64,125,31,0,1,0,0
415,"Demian Maia","2019-02-02",3,0,7,9,78,2,0,1,8,1,9,0,19,185.42,182.88,170,41,0,0,1,0
416,"Denis Kang","2009-11-14",0,1,1,1,5,0,0,0,1,0,0,0,1,180.34,195.58,185,32,0,1,0,0
417,"Denis Stojnic","2009-06-13",1,0,0,1,2,0,0,0,0,0,0,0,0,182.88,187.652663057245,245,29,0,1,0,0
418,"Dennis Bermudez","2019-01-19",4,0,7,7,39,1,0,2,4,1,2,0,9,167.64,167.64,155,32,0,1,0,0
419,"Dennis Hallman","2011-12-10",1,0,2,5,18,1,0,0,1,1,1,0,3,175.26,182.88,155,36,0,1,0,0
420,"Dennis Siver","2017-06-25",2,0,4,9,47,0,0,0,6,3,2,0,11,167.64,177.8,145,38,0,1,0,0
421,"Derek Brunson","2019-05-04",2,0,5,5,22,0,0,0,2,6,1,0,9,185.42,195.58,185,35,0,0,1,0
422,"Derek Downey","2009-02-07",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229017425,185,28,0,1,0,0
423,"Derrick Krantz","2019-05-18",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,170,31,0,1,0,0
424,"Derrick Lewis","2019-03-09",1,0,6,4,36,1,0,1,1,10,0,0,12,190.5,200.66,260,34,0,1,0,0
425,"Derrick Noble","2006-04-15",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,179.562965176708,170,27,0,0,1,0
426,"Desmond Green","2019-05-18",0,1,1,3,16,0,0,1,1,1,0,0,3,177.8,185.42,155,29,0,0,1,0
427,"Devin Clark","2019-06-01",1,0,2,3,13,0,0,0,3,0,0,0,3,182.88,190.5,205,29,0,1,0,0
428,"Devin Powell","2017-06-25",1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,185.42,155,29,0,1,0,0
429,"Devonte Smith","2019-02-09",0,1,1,0,1,0,0,0,0,1,0,0,1,175.26,193.04,155,25,0,1,0,0
430,"Dhiego Lima","2019-04-27",0,1,1,5,12,2,0,0,1,1,0,0,2,187.96,187.96,170,30,0,1,0,0
431,"Diego Brandao","2016-01-02",0,2,3,3,15,1,0,0,2,1,2,1,6,170.18,172.72,145,28,0,1,0,0
432,"Diego Ferreira","2019-02-23",0,3,3,2,13,0,0,0,1,3,1,0,5,175.26,187.96,155,34,0,1,0,0
433,"Diego Nunes","2013-01-19",0,1,1,2,15,0,0,1,2,0,0,0,3,167.64,170.18,145,30,0,1,0,0
434,"Diego Rivas","2018-05-19",1,0,2,1,8,0,0,0,1,1,0,0,2,172.72,175.26,145,26,0,1,0,0
435,"Diego Sanchez","2019-03-02",0,1,6,11,73,2,0,3,9,5,0,0,17,177.8,182.88,170,37,0,0,1,0
436,"Diego Saraiva","2007-09-22",2,0,0,2,6,0,0,0,0,0,0,0,0,167.64,171.473267296171,155,25,0,1,0,0
437,"Din Thomas","2008-04-02",1,0,4,3,18,0,0,1,2,0,2,0,5,175.26,179.562965176708,155,31,0,1,0,0
438,"Dmitrii Smoliakov","2019-04-27",2,0,0,2,3,0,0,0,0,0,0,0,0,187.96,187.96,253,36,0,0,0,1
439,"Dmitry Sosnovskiy","2018-03-17",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.58,240,28,0,1,0,0
440,"Dokonjonosuke Mishima","2007-04-05",1,0,0,1,1,0,0,0,0,0,0,0,0,170.18,174.16983325635,155,34,0,0,1,0
441,"Dominic Waters","2016-05-08",2,0,0,2,4,0,0,0,0,0,0,0,0,185.42,200.66,170,27,0,1,0,0
442,"Dominick Cruz","2016-12-30",0,5,5,0,21,4,0,1,3,1,0,0,5,172.72,172.72,135,31,0,1,0,0
443,"Dominick Reyes","2019-03-16",0,3,3,0,5,0,0,0,1,1,1,0,3,193.04,195.58,205,29,0,0,1,0
444,"Dominique Steele","2017-06-10",2,0,1,3,10,0,0,0,0,1,0,0,1,177.8,187.96,170,29,0,1,0,0
445,"Don Frye","1996-12-07",1,0,6,1,7,2,0,0,0,5,0,1,6,185.42,190.349229017425,219,31,0,1,0,0
446,"Don Madge","2018-10-27",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,155,27,0,0,1,0
447,"Donald Cerrone","2019-06-08",0,3,8,8,68,1,0,0,7,10,6,0,23,185.42,185.42,155,36,0,1,0,0
448,"Dong Hyun Kim","2017-06-17",0,3,4,4,42,0,0,2,6,4,1,0,13,187.96,193.04,170,35,0,0,1,0
449,"Dong Hyun Ma","2019-02-09",0,3,3,2,13,0,0,1,1,1,0,0,3,180.34,177.8,155,30,0,1,0,0
450,"Dongi Yang","2015-11-28",2,0,1,3,11,0,0,0,0,1,0,0,1,177.8,180.34,185,30,0,0,1,0
451,"Dooho Choi","2018-01-14",1,0,3,1,6,0,0,0,0,3,0,0,3,177.8,177.8,145,26,0,1,0,0
452,"Dorian Price","2007-12-08",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.742360937783,170,30,0,0,1,0
453,"Doug Evans","2007-12-29",1,0,0,1,2,0,0,0,0,0,0,0,0,175.26,179.562965176708,155,27,0,1,0,0
454,"Douglas Silva de Andrade","2018-12-29",0,1,2,2,14,0,0,0,2,1,0,0,3,170.18,172.72,135,33,0,1,0,0
455,"Drakkar Klose","2018-12-15",0,1,1,1,9,0,0,0,2,0,0,0,2,175.26,177.8,155,30,0,1,0,0
456,"Drew Dober","2019-03-09",0,3,3,5,23,0,0,0,3,2,1,0,6,172.72,177.8,155,30,0,0,1,0
457,"Drew Fickett","2007-04-05",1,0,2,3,12,0,0,0,0,0,3,0,3,177.8,177.8,155,27,0,1,0,0
458,"Drew McFedries","2009-09-19",0,1,1,4,8,0,0,0,0,4,0,0,4,182.88,182.88,185,31,0,0,1,0
459,"Duane Ludwig","2012-09-29",2,0,2,4,14,0,0,1,2,1,0,0,4,177.8,177.8,170,34,0,1,0,0
460,"Duda Santana","2019-06-01",0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,185.42,145,23,0,1,0,0
461,"Dustin Hazelett","2010-12-11",2,0,3,4,14,0,0,0,1,0,4,0,5,185.42,193.04,170,24,0,1,0,0
462,"Dustin Jacoby","2012-01-28",1,0,0,1,3,0,0,0,0,0,0,0,0,193.04,198.12,185,23,0,1,0,0
463,"Dustin Kimura","2014-12-13",1,0,1,2,8,0,0,0,0,0,2,0,2,170.18,180.34,135,25,0,1,0,0
464,"Dustin Ortiz","2019-01-19",0,3,3,5,34,0,0,3,1,4,0,0,8,165.1,165.1,125,30,0,1,0,0
465,"Dustin Pague","2013-10-19",3,0,1,4,11,0,0,0,0,0,1,0,1,175.26,187.96,135,26,0,1,0,0
466,"Dustin Poirier","2019-04-13",0,3,4,5,45,0,1,0,4,8,3,0,16,175.26,182.88,155,30,0,0,1,0
467,"Dwight Grant","2019-04-13",0,1,1,1,4,0,0,0,0,1,0,0,1,185.42,193.04,170,34,0,0,0,1
468,"Dylan Andrews","2014-11-07",1,0,2,1,6,0,0,0,0,2,0,0,2,185.42,185.42,185,34,0,0,0,1
469,"Ebenezer Fontes Braga","1998-10-16",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.652663057245,199,29,0,1,0,0
470,"Ed Herman","2019-05-18",3,0,3,11,47,1,0,1,2,3,4,0,10,185.42,195.58,205,38,0,1,0,0
471,"Eddie Alvarez","2018-07-28",0,1,3,3,17,2,0,2,0,2,0,0,4,175.26,175.26,155,34,0,1,0,0
472,"Eddie Gordon","2015-06-27",2,0,1,2,6,1,0,0,0,1,0,0,1,182.88,193.04,185,31,0,1,0,0
473,"Eddie Ruiz","2003-06-06",0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,174.16983325635,155,35,0,1,0,0
474,"Eddie Sanchez","2008-12-10",1,0,2,2,10,0,0,0,0,3,0,0,3,187.96,187.96,230,26,0,1,0,0
475,"Eddie Wineland","2019-06-08",2,0,2,7,29,1,0,1,0,4,0,0,5,170.18,175.26,135,34,0,1,0,0
476,"Eddie Yagin","2012-04-21",1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,174.16983325635,145,33,0,1,0,0
477,"Edgar Garcia","2016-01-02",3,0,0,3,5,0,0,0,0,0,0,0,0,177.8,180.34,170,31,0,1,0,0
478,"Edilberto de Oliveira","2007-09-19",1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,187.652663057245,170,24,0,1,0,0
479,"Edmen Shahbazyan","2019-03-02",0,1,1,0,3,0,0,1,0,0,0,0,1,187.96,193.045794977604,185,21,0,1,0,0
480,"Ednaldo Oliveira","2013-08-03",1,0,0,1,1,0,0,0,0,0,0,0,0,195.58,200.66,205,29,0,1,0,0
481,"Edson Barboza","2019-03-30",0,1,4,6,51,0,1,1,5,7,0,0,14,180.34,190.5,155,33,0,1,0,0
482,"Edwin DeWees","2006-11-11",2,0,0,2,2,0,0,0,0,0,0,0,0,185.42,190.349229017425,185,24,0,1,0,0
483,"Edwin Figueroa","2013-11-16",2,0,2,3,13,0,0,1,0,1,0,0,2,170.18,175.26,135,29,0,1,0,0
484,"Efrain Escudero","2016-04-23",1,0,2,6,29,1,0,0,3,1,1,0,5,175.26,177.8,155,30,0,1,0,0
485,"Eiji Mitsuoka","2012-08-11",1,0,0,1,2,0,0,0,0,0,0,0,0,170.18,174.16983325635,145,36,0,0,1,0
486,"Elias Garcia","2018-12-01",1,0,0,1,2,0,0,0,0,0,0,0,0,165.1,170.18,125,26,0,0,1,0
487,"Elias Silverio","2015-08-23",1,0,3,1,12,0,0,0,2,0,1,0,3,180.34,185.42,155,28,0,1,0,0
488,"Elias Theodorou","2019-05-04",0,3,3,2,28,1,0,1,5,2,0,0,8,185.42,190.5,185,30,0,1,0,0
489,"Eliot Marshall","2011-10-29",2,0,3,2,11,0,0,1,1,0,1,0,3,187.96,195.58,205,31,0,1,0,0
490,"Elizabeth Phillips","2016-08-20",0,1,1,2,9,0,0,0,1,0,0,0,1,167.64,165.1,135,30,0,1,0,0
491,"Elizeu Zaleski dos Santos","2019-03-09",0,6,6,1,18,0,0,1,2,3,0,0,6,180.34,185.42,170,32,0,1,0,0
492,"Elvis Mutapcic","2016-12-03",2,0,0,2,6,0,0,0,0,0,0,0,0,182.88,182.88,185,30,0,1,0,0
493,"Elvis Sinosic","2007-04-21",5,0,1,5,10,1,0,0,0,0,1,0,1,190.5,195.58,205,36,0,1,0,0
494,"Emil Meek","2018-07-22",1,0,1,1,6,0,0,0,1,0,0,0,1,180.34,187.96,170,29,0,0,0,1
495,"Eric Schafer","2012-01-20",3,0,2,5,15,0,0,0,0,1,2,0,3,190.5,190.5,185,34,0,1,0,0
496,"Eric Shelton","2019-03-23",0,1,1,3,15,0,0,1,1,0,0,0,2,167.64,172.72,125,28,0,1,0,0
497,"Eric Spicely","2018-05-27",1,0,2,2,5,0,0,0,0,0,2,0,2,185.42,185.42,185,31,0,1,0,0
498,"Eric Wisely","2012-04-14",1,0,0,1,1,0,0,0,0,0,0,0,0,172.72,176.866399216529,145,27,0,0,1,0
499,"Erick Montano","2016-11-05",1,0,1,1,6,1,0,1,0,0,0,0,1,182.88,185.42,170,30,0,1,0,0
500,"Erick Silva","2017-12-16",1,0,2,7,25,0,0,0,0,2,5,0,7,182.88,187.96,170,33,0,1,0,0
501,"Erik Koch","2018-01-27",1,0,2,4,16,0,0,0,1,2,1,0,4,177.8,180.34,155,29,0,0,1,0
502,"Erik Perez","2016-11-05",0,2,3,2,17,0,0,0,3,2,1,0,6,172.72,172.72,135,26,0,1,0,0
503,"Ernest Chavez","2014-10-04",1,0,1,1,6,0,0,1,0,0,0,0,1,172.72,177.8,145,31,0,1,0,0
504,"Eryk Anders","2019-04-13",2,0,2,3,18,0,0,0,1,2,0,0,3,185.42,190.5,185,31,0,0,1,0
505,"Estevan Payan","2014-04-19",2,0,0,2,6,0,0,0,0,0,0,0,0,177.8,182.88,145,32,0,1,0,0
506,"Eugene Jackson","2002-07-13",0,1,2,3,10,0,0,0,0,2,1,0,3,172.72,176.866399216529,185,35,0,1,0,0
507,"Evan Dunham","2018-09-22",2,0,4,8,47,0,0,3,5,1,1,1,11,177.8,177.8,155,36,0,0,1,0
508,"Evan Tanner","2008-06-21",1,0,4,5,26,3,0,0,2,4,4,1,11,182.88,187.96,185,37,0,1,0,0
509,"Fabiano Iha","2001-09-28",1,0,3,3,8,0,0,0,0,1,2,0,3,172.72,176.866399216529,155,31,0,1,0,0
510,"Fabiano Scherner","2006-05-27",1,0,0,1,2,0,0,0,0,0,0,0,0,190.5,195.742360937783,257,33,0,1,0,0
511,"Fabio Maldonado","2015-11-07",1,0,3,5,26,0,0,1,2,2,0,0,5,185.42,190.5,205,35,0,1,0,0
512,"Fabricio Camoes","2014-10-25",2,0,1,4,10,0,0,0,0,0,1,0,1,177.8,185.42,155,35,0,1,0,0
513,"Fabricio Werdum","2018-03-17",0,2,6,4,36,3,0,0,4,4,3,0,11,193.04,195.58,231,40,0,1,0,0
514,"Falaniko Vitale","2003-11-21",0,1,1,0,1,0,0,0,0,1,0,0,1,177.8,182.259531136887,185,29,0,1,0,0
515,"Felice Herrig","2018-10-06",1,0,4,2,18,0,0,1,2,0,2,0,5,162.56,165.1,115,34,0,1,0,0
516,"Felicia Spencer","2019-05-18",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,172.72,145,28,0,1,0,0
517,"Felipe Arantes","2018-06-23",2,0,2,6,28,0,0,0,2,1,2,0,5,172.72,185.42,135,30,0,1,0,0
518,"Felipe Colares","2019-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,175.26,135,24,0,1,0,0
519,"Felipe Olivieri","2016-01-30",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,182.88,155,30,0,1,0,0
520,"Felipe Silva","2018-05-19",1,0,1,1,2,0,0,0,0,1,0,0,1,182.88,195.58,155,34,0,1,0,0
521,"Filip Pejic","2016-04-10",0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,135,23,0,1,0,0
522,"Floyd Sword","2007-06-23",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.652663057245,185,30,0,1,0,0
523,"Forrest Griffin","2012-07-07",1,0,3,5,34,3,0,1,5,1,2,0,9,190.5,195.58,205,33,0,1,0,0
524,"Forrest Petz","2010-09-15",2,0,1,4,16,0,0,0,2,0,0,0,2,175.26,180.34,170,34,0,1,0,0
525,"Francimar Barroso","2018-01-20",1,0,2,4,21,0,0,0,4,0,0,0,4,185.42,190.5,205,37,0,1,0,0
526,"Francis Carmont","2014-08-23",2,0,6,2,22,0,0,1,3,0,2,0,6,190.5,198.12,205,32,0,1,0,0
527,"Francis Ngannou","2019-02-17",0,1,6,2,17,1,0,0,0,5,1,1,7,193.04,210.82,250,32,0,1,0,0
528,"Francisco Rivera","2016-07-30",2,0,2,6,21,0,0,0,1,3,0,0,4,172.72,172.72,135,34,0,1,0,0
529,"Francisco Trevino","2015-10-03",1,0,1,1,6,0,0,0,1,0,0,0,1,175.26,177.8,155,33,0,1,0,0
530,"Francisco Trinaldo","2018-09-22",1,0,7,5,42,0,0,1,6,2,2,1,12,175.26,177.8,155,40,0,0,1,0
531,"Frank Camacho","2019-06-01",2,0,1,2,8,0,0,1,0,0,0,0,1,177.8,185.42,170,30,0,1,0,0
532,"Frank Lester","2009-06-20",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,170,25,0,1,0,0
533,"Frank Mir","2016-03-19",1,0,4,10,42,5,0,0,2,5,8,0,16,190.5,200.66,264,36,0,0,1,0
534,"Frank Shamrock","1999-09-24",0,4,4,0,5,4,0,0,0,1,3,0,4,177.8,182.259531136887,185,26,0,1,0,0
535,"Frank Trigg","2010-02-06",3,0,2,4,7,2,0,0,0,2,0,0,2,175.26,180.34,170,37,0,0,1,0
536,"Frankie Edgar","2018-04-21",1,0,5,7,80,8,0,0,9,4,2,1,16,167.64,172.72,145,36,0,1,0,0
537,"Frankie Perez","2017-07-22",1,0,1,2,7,0,0,0,0,1,0,0,1,180.34,185.42,155,28,0,1,0,0
538,"Frankie Saenz","2019-03-23",0,2,3,3,24,0,0,2,3,0,0,0,5,167.64,167.64,135,38,0,1,0,0
539,"Fredson Paixao","2010-12-04",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,167.64,145,31,0,1,0,0
540,"Fredy Serrano","2016-12-17",1,0,2,1,7,0,0,0,0,2,0,0,2,160.02,165.1,125,37,0,1,0,0
541,"Gabe Ruediger","2011-02-05",2,0,0,2,3,0,0,0,0,0,0,0,0,177.8,182.259531136887,155,33,0,1,0,0
542,"Gabriel Benitez","2018-05-19",0,1,2,2,15,0,0,0,2,0,2,0,4,172.72,180.34,145,29,0,0,1,0
543,"Gabriel Gonzaga","2016-04-10",0,1,4,9,36,1,0,0,1,7,4,0,12,187.96,193.04,242,36,0,1,0,0
544,"Gadzhimurad Antigulov","2019-04-20",1,0,2,1,3,0,0,0,0,0,2,0,2,180.34,177.8,205,32,0,1,0,0
545,"Galore Bofando","2017-12-16",0,1,1,0,1,0,0,0,0,1,0,0,1,180.34,182.88,170,35,0,0,0,1
546,"Gan McGee","2003-09-26",0,2,2,1,4,0,0,0,0,2,0,0,2,208.28,214.618322659036,265,26,0,1,0,0
547,"Garett Whiteley","2014-12-13",2,0,0,2,4,0,0,0,0,0,0,0,0,182.88,182.88,155,33,0,1,0,0
548,"Garreth McLellan","2016-08-27",1,0,1,2,8,0,0,0,0,1,0,0,1,185.42,182.88,185,33,0,0,1,0
549,"Gary Goodridge","1999-03-05",2,0,2,4,7,1,0,0,0,3,0,0,3,190.5,195.742360937783,249,33,0,1,0,0
550,"Gasan Umalatov","2015-11-07",1,0,1,2,9,0,0,0,1,0,0,0,1,180.34,180.34,170,33,0,1,0,0
551,"Gavin Tucker","2017-09-09",0,1,1,0,3,0,0,0,1,0,0,0,1,167.64,167.64,145,31,0,0,1,0
552,"Geane Herrera","2016-11-26",1,0,1,2,8,0,0,0,0,1,0,0,1,165.1,167.64,125,26,0,1,0,0
553,"Gegard Mousasi","2017-04-08",0,4,4,3,25,0,0,0,3,4,1,0,8,187.96,193.04,185,31,0,1,0,0
554,"Genki Sudo","2004-04-02",1,0,1,1,5,0,0,0,0,0,1,0,1,175.26,179.562965176708,155,26,0,1,0,0
555,"Geoff Neal","2019-01-19",0,2,2,0,3,0,0,0,0,1,1,0,2,180.34,190.5,170,28,0,0,1,0
556,"George Roop","2015-09-26",1,0,2,7,28,0,0,1,2,2,0,0,5,185.42,182.88,135,33,0,1,0,0
557,"George Sotiropoulos","2013-10-19",3,0,7,3,22,0,0,0,2,1,4,0,7,177.8,180.34,155,36,0,1,0,0
558,"George Sullivan","2018-08-25",2,0,2,3,14,0,0,0,2,1,0,0,3,182.88,185.42,170,37,0,1,0,0
559,"Georges St-Pierre","2017-11-04",0,12,12,2,68,14,0,2,10,5,2,0,19,180.34,193.04,185,36,0,1,0,0
560,"Gerald Harris","2010-11-20",0,3,3,0,7,0,0,0,0,3,0,0,3,180.34,195.58,185,31,0,0,1,0
561,"Gerald Meerschaert","2019-03-30",1,0,2,2,9,0,0,0,0,1,3,0,4,185.42,195.58,185,31,0,0,1,0
562,"Gerald Strebendt","2003-09-26",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,179.562965176708,155,24,0,1,0,0
563,"Geraldo de Freitas","2019-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,182.88,135,27,0,1,0,0
564,"Gerard Gordeau","1993-11-12",0,0,0,0,0,0,0,0,0,0,0,0,0,195.58,201.135492858141,216,34,0,1,0,0
565,"Gerard Gordeau","1993-11-12",0,2,2,0,2,0,0,0,0,2,0,0,2,195.58,201.135492858141,216,34,0,1,0,0
566,"Germaine de Randamie","2018-11-10",0,3,3,1,12,1,0,1,1,2,0,0,4,175.26,180.34,135,34,0,1,0,0
567,"Gian Villante","2019-02-23",0,1,2,7,37,0,0,3,0,4,0,0,7,190.5,193.04,205,33,0,1,0,0
568,"Gideon Ray","2006-11-11",2,0,0,2,2,0,0,0,0,0,0,0,0,177.8,182.259531136887,185,33,0,0,1,0
569,"Gil Castillo","2002-11-22",0,1,1,1,8,1,0,0,1,0,0,0,1,175.26,179.562965176708,170,37,0,0,1,0
570,"Gilbert Aldana","2006-07-08",1,0,0,1,2,0,0,0,0,0,0,0,0,185.42,190.349229017425,250,28,0,1,0,0
571,"Gilbert Burns","2019-04-27",0,1,3,3,22,0,0,0,2,2,3,0,7,177.8,180.34,155,32,0,1,0,0
572,"Gilbert Melendez","2017-09-09",3,0,1,4,16,2,0,0,1,0,0,0,1,175.26,185.42,145,35,0,1,0,0
573,"Gilbert Smith","2013-04-13",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,190.5,185,31,0,0,1,0
574,"Gilbert Yvel","2010-10-23",2,0,0,2,4,0,0,0,0,0,0,0,0,187.96,195.58,225,34,0,1,0,0
575,"Gina Mazany","2018-05-27",0,1,1,1,4,0,0,0,1,0,0,0,1,167.64,172.72,135,29,0,0,1,0
576,"Gleison Tibau","2018-06-01",3,0,3,11,64,0,0,5,6,1,4,0,16,177.8,180.34,155,34,0,0,1,0
577,"Glover Teixeira","2019-04-27",0,1,5,5,36,1,0,0,2,4,4,1,11,187.96,193.04,205,39,0,1,0,0
578,"Godofredo Pepey","2018-01-27",1,0,3,5,18,1,0,1,0,1,3,0,5,170.18,185.42,145,30,0,1,0,0
579,"Gokhan Saki","2018-07-07",0,1,1,0,1,0,0,0,0,1,0,0,1,182.88,185.42,205,34,0,1,0,0
580,"Goran Reljic","2010-11-13",2,0,1,2,8,0,0,0,0,1,0,0,1,190.5,205.74,205,26,0,0,1,0
581,"Grant Dawson","2019-05-18",0,1,1,0,3,0,0,0,1,0,0,0,1,177.8,182.88,145,25,0,0,0,1
582,"Gray Maynard","2018-10-06",0,1,8,8,54,2,0,3,7,1,0,0,11,175.26,177.8,155,39,0,1,0,0
583,"Greg Hardy","2019-04-27",1,0,0,1,2,0,0,0,0,0,0,0,0,195.58,203.2,265,30,0,1,0,0
584,"Greg Soto","2011-01-01",0,1,1,1,6,0,0,0,1,0,0,0,1,180.34,185.42,170,24,0,1,0,0
585,"Gregor Gillespie","2019-01-19",0,5,5,0,9,0,0,0,1,2,2,0,5,170.18,180.34,155,32,0,1,0,0
586,"Grigorii Popov","2019-06-08",0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,172.72,135,35,0,0,0,1
587,"Guido Cannetti","2018-11-17",0,1,1,2,9,0,0,0,2,0,0,0,2,167.64,172.72,135,38,0,0,1,0
588,"Guilherme Vasconcelos","2014-07-05",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,185,28,0,1,0,0
589,"Gunnar Nelson","2019-03-16",0,1,4,3,23,0,0,0,1,0,7,0,8,180.34,182.88,170,30,0,0,0,1
590,"Guto Inocente","2014-11-07",1,0,0,1,1,0,0,0,0,0,0,0,0,190.5,195.58,205,28,0,1,0,0
591,"Guy Mezger","1999-03-05",0,3,3,0,4,1,0,0,1,1,1,0,3,185.42,190.349229017425,200,31,0,1,0,0
592,"Hacran Dias","2017-10-28",2,0,2,4,21,0,0,1,2,0,0,0,3,172.72,175.26,155,33,0,1,0,0
593,"Hakeem Dawodu","2018-12-08",0,1,1,1,4,0,0,0,1,0,0,0,1,172.72,185.42,145,27,0,1,0,0
594,"Hannah Cifers","2019-03-02",1,0,0,1,2,0,0,0,0,0,0,0,0,154.94,160.02,115,26,0,1,0,0
595,"Hans Stringer","2015-07-18",1,0,1,1,5,0,0,1,0,0,0,0,1,190.5,185.42,205,28,0,1,0,0
596,"Hatsu Hioki","2015-05-09",1,0,2,4,20,0,0,1,2,0,0,0,3,180.34,177.8,145,31,0,1,0,0
597,"Hayato Sakurai","2002-03-22",0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,174.16983325635,168,26,0,1,0,0
598,"Heath Herring","2008-08-09",0,1,1,2,12,0,0,1,1,0,0,0,2,193.04,198.12,250,30,0,1,0,0
599,"Hector Aldana","2018-11-17",1,0,0,1,2,0,0,0,0,0,0,0,0,180.34,182.88,170,30,0,1,0,0
600,"Hector Lombard","2018-09-22",6,0,2,8,26,0,0,0,1,2,0,0,3,175.26,180.34,185,40,0,0,1,0
601,"Hector Ramirez","2007-06-16",1,0,0,1,2,0,0,0,0,0,0,0,0,182.88,187.652663057245,205,31,0,1,0,0
602,"Hector Sandoval","2017-08-05",0,2,2,1,5,0,0,0,1,1,0,0,2,157.48,162.56,125,31,0,1,0,0
603,"Hector Urbina","2016-09-24",1,0,1,1,4,0,0,0,0,0,1,0,1,180.34,185.42,170,29,0,1,0,0
604,"Henrique da Silva","2017-09-22",3,0,2,3,10,0,0,0,0,1,1,0,2,190.5,193.04,205,28,0,1,0,0
605,"Henry Cejudo","2019-06-08",0,4,4,2,27,3,0,2,4,2,0,0,8,162.56,162.56,135,32,0,1,0,0
606,"Henry Martinez","2012-12-08",0,1,1,1,6,0,0,1,0,0,0,0,1,170.18,172.72,155,29,0,0,1,0
607,"Hermes Franca","2009-09-19",0,1,3,4,30,1,0,0,2,2,2,0,6,167.64,180.34,155,35,0,1,0,0
608,"Hernani Perpetuo","2014-07-26",1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,187.96,170,29,0,1,0,0
609,"Holly Holm","2018-06-09",1,0,3,4,31,4,0,1,1,2,0,0,4,172.72,175.26,145,36,0,0,1,0
610,"Homer Moore","2001-11-02",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.259531136887,205,29,0,1,0,0
611,"Houston Alexander","2009-12-05",3,0,2,3,5,0,0,0,0,2,0,0,2,182.88,182.88,205,37,0,1,0,0
612,"Hu Yaozong","2018-11-24",1,0,0,1,2,0,0,0,0,0,0,0,0,190.5,182.88,205,23,0,1,0,0
613,"Hugo Viana","2015-08-01",1,0,2,2,11,0,0,1,1,1,0,0,3,167.64,170.18,135,32,0,1,0,0
614,"Humberto Bandenay","2018-11-17",1,0,1,1,2,0,0,0,0,1,0,0,1,180.34,184.956097097066,145,24,0,0,1,0
615,"Hyun Gyu Lim","2017-09-22",2,0,2,3,12,0,0,0,0,3,0,0,3,190.5,195.58,170,32,0,1,0,0
616,"Ian Entwistle","2016-04-10",0,1,1,1,2,0,0,0,0,0,1,0,1,165.1,162.56,135,29,0,1,0,0
617,"Ian Freeman","2002-11-22",0,2,2,1,5,0,0,0,1,1,0,0,2,180.34,184.956097097066,225,36,0,1,0,0
618,"Ian Heinisch","2019-05-18",0,1,1,0,3,0,0,0,1,0,0,0,1,180.34,182.88,185,30,0,1,0,0
619,"Ian Loveland","2011-08-27",1,0,1,1,6,0,0,0,1,0,0,0,1,172.72,176.866399216529,145,27,0,1,0,0
620,"Ian McCall","2015-01-31",0,2,2,3,15,0,0,0,2,0,0,0,2,165.1,162.56,125,30,0,1,0,0
621,"Icho Larenas","2006-03-04",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.742360937783,235,25,0,1,0,0
622,"Igor Araujo","2015-07-15",1,0,2,1,8,0,0,0,2,0,0,0,2,185.42,195.58,170,34,0,1,0,0
623,"Igor Pokrajac","2016-04-10",5,0,3,8,25,0,0,0,1,2,1,0,4,182.88,193.04,205,37,0,1,0,0
