"Fighter_ID","Fighter","Date","current_lose_streak","current_win_streak","longest_win_streak","losses","total_rounds_fought","total_title_bouts","win_by_Decision_Majority","win_by_Decision_Split","win_by_Decision_Unanimous","win_by_KO_TKO","win_by_Submission","win_by_TKO_Doctor_Stoppage","wins","Height_cms","Reach_cms","Weight_lbs","age","Stance_Open_Stance","Stance_Orthodox","Stance_Southpaw","Stance_Switch"
202,"Brian Gassaway","2005-08-20",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229017425,170,33,0,1,0,0
203,"Brian Geraghty","2007-06-23",0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,174.16983325635,155,26,0,1,0,0
204,"Brian Houston","2014-01-15",1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,198.12,185,32,0,1,0,0
205,"Brian Kelleher","2018-12-29",1,0,2,2,11,0,0,0,1,1,1,0,3,167.64,167.64,135,32,0,0,0,1
206,"Brian Melancon","2013-08-28",0,1,1,0,1,0,0,0,0,1,0,0,1,172.72,182.88,170,31,0,1,0,0
207,"Brian Ortega","2018-12-08",0,6,6,1,16,0,0,0,0,3,3,0,6,172.72,175.26,145,27,0,0,0,1
208,"Brian Stann","2013-03-02",1,0,3,4,22,0,0,0,2,3,1,0,6,185.42,187.96,205,32,0,1,0,0
209,"Bristol Marunde","2013-08-03",1,0,0,1,3,0,0,0,0,0,0,0,0,185.42,180.34,170,31,0,1,0,0
210,"Brock Jardine","2013-02-23",1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,185.42,170,27,0,1,0,0
211,"Brock Larson","2009-11-21",1,0,3,2,11,0,0,0,1,0,2,0,3,180.34,180.34,170,32,0,0,1,0
212,"Brock Lesnar","2011-12-30",1,0,4,2,11,4,0,0,1,2,1,0,4,190.5,205.74,265,34,0,1,0,0
213,"Brodie Farber","2008-12-10",1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,190.349229017425,170,28,0,1,0,0
214,"Bruno Santos","2014-10-04",0,1,1,1,6,0,0,1,0,0,0,0,1,175.26,175.26,185,27,0,1,0,0
215,"Bryan Barberena","2019-02-17",0,1,2,3,19,0,0,0,1,3,1,0,5,182.88,182.88,170,29,0,0,1,0
216,"Bryan Caraway","2018-11-30",1,0,2,3,25,0,0,1,1,0,4,0,6,172.72,172.72,135,34,0,1,0,0
217,"Bryce Mitchell","2019-03-23",0,1,1,0,3,0,1,0,0,0,0,0,1,177.8,182.259531136887,145,24,0,0,1,0
218,"Bubba Bush","2015-10-24",1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,185.42,185,30,0,1,0,0
219,"Bubba McDaniel","2014-03-15",1,0,1,1,6,0,0,0,0,0,1,0,1,190.5,190.5,185,30,0,0,1,0
220,"Buddy Roberts","2012-08-11",0,1,1,0,3,0,0,0,1,0,0,0,1,187.96,193.045794977604,185,29,0,1,0,0
221,"Byron Bloodworth","2012-12-29",1,0,0,1,2,0,0,0,0,0,0,0,0,172.72,175.26,135,29,0,1,0,0
222,"CB Dollaway","2018-09-15",0,2,3,8,37,1,0,1,5,2,2,0,11,187.96,193.04,185,35,0,1,0,0
223,"CJ Keith","2013-01-19",1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,187.652663057245,155,26,0,1,0,0
224,"CM Punk","2018-06-09",1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,185.42,170,39,0,1,0,0
225,"Cain Carrizosa","2015-03-21",1,0,0,1,1,0,0,0,0,0,0,0,0,172.72,187.96,155,28,0,1,0,0
226,"Cain Velasquez","2019-02-17",0,1,7,2,28,6,0,0,2,10,0,0,12,185.42,195.58,240,36,0,1,0,0
227,"Caio Magalhaes","2016-09-10",1,0,4,2,11,0,0,0,1,2,1,0,4,185.42,185.42,185,28,0,1,0,0
228,"Cale Yarbrough","2008-07-19",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229017425,185,21,0,1,0,0
229,"Callan Potter","2019-02-09",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,155,34,0,1,0,0
230,"Calvin Kattar","2019-06-08",0,1,2,1,10,0,0,0,1,2,0,0,3,180.34,182.88,145,31,0,1,0,0
231,"Cameron Dollar","2009-06-20",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,155,22,0,1,0,0
232,"Caol Uno","2010-03-31",4,0,2,6,26,2,0,0,2,1,0,0,3,170.18,177.8,155,34,0,0,1,0
233,"Carlo Pedersoli","2019-02-23",1,0,1,1,4,0,0,1,0,0,0,0,1,180.34,190.5,170,25,0,0,1,0
234,"Carlo Prater","2012-10-05",1,0,1,1,4,0,0,0,0,0,0,0,1,180.34,182.88,155,31,0,0,0,1
235,"Carlos Condit","2018-12-29",4,0,5,8,43,3,0,1,1,4,0,1,7,187.96,190.5,170,34,0,1,0,0
236,"Carlos Eduardo Rocha","2012-06-08",1,0,1,1,4,0,0,0,0,0,1,0,1,177.8,177.8,170,30,0,1,0,0
237,"Carlos Huachin","2019-05-11",0,0,0,0,0,0,0,0,0,0,0,0,0,162.56,170.18,135,22,0,0,1,0
238,"Carlos Newton","2004-01-31",0,1,1,3,13,4,0,0,0,0,3,0,3,175.26,179.562965176708,170,27,0,1,0,0
239,"Carls John De Tomas","2017-12-09",1,0,0,1,3,0,0,0,0,0,0,0,0,165.1,180.34,125,21,0,0,1,0
240,"Carmelo Marrero","2009-04-01",2,0,1,2,5,0,0,1,0,0,0,0,1,182.88,185.42,205,28,0,1,0,0
241,"Caros Fodor","2013-02-23",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,193.04,155,29,0,1,0,0
242,"Casey Kenney","2019-03-30",0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,172.72,135,28,0,0,1,0
243,"Cat Zingano","2018-12-29",0,1,2,3,16,1,0,0,1,2,0,0,3,167.64,172.72,145,36,0,0,1,0
244,"Cathal Pendred","2015-10-24",1,0,4,1,14,0,0,1,2,0,1,0,4,185.42,190.5,170,28,0,1,0,0
245,"Cezar Ferreira","2018-11-17",0,2,3,4,28,1,0,2,4,0,3,0,9,185.42,198.12,185,33,0,0,1,0
246,"Chad Griggs","2012-11-17",1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,185.42,205,34,0,1,0,0
247,"Chad Laprise","2018-12-08",1,0,3,3,19,1,0,1,2,3,0,0,6,177.8,180.34,170,32,0,1,0,0
248,"Chad Mendes","2018-12-29",0,1,5,4,26,3,0,0,3,6,0,0,9,167.64,167.64,145,33,0,1,0,0
249,"Chad Reiner","2007-06-12",1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,184.956097097066,170,25,0,1,0,0
250,"Chael Sonnen","2013-11-16",0,1,3,6,31,3,0,0,5,0,2,0,7,185.42,187.96,205,36,0,0,1,0
251,"Chan Sung Jung","2017-02-04",1,0,3,1,11,1,0,0,0,1,2,0,3,170.18,182.88,145,29,0,1,0,0
252,"Chance Rencountre","2019-01-19",1,0,0,1,3,0,0,0,0,0,0,0,0,187.96,190.5,170,32,0,0,1,0
253,"Chanmi Jeon","2017-09-22",1,0,0,1,3,0,0,0,0,0,0,0,0,165.1,170.18,115,20,0,1,0,0
254,"Charles Byrd","2019-03-02",1,0,1,1,3,0,0,0,0,0,1,0,1,177.8,185.42,185,35,0,1,0,0
255,"Charles Jourdain","2019-05-18",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,175.26,155,23,0,0,0,1
256,"Charles McCarthy","2008-04-19",0,1,1,1,3,0,0,0,0,0,1,0,1,177.8,180.34,185,27,0,1,0,0
257,"Charles Oliveira","2019-05-18",0,4,4,9,42,0,0,0,1,0,13,0,14,177.8,187.96,155,29,0,1,0,0
258,"Charles Rosa","2017-04-08",0,1,1,2,12,0,0,0,1,0,1,0,2,175.26,175.26,145,30,0,0,0,1
259,"Charlie Brenneman","2014-11-08",4,0,2,6,20,0,0,0,4,0,0,0,4,177.8,182.88,155,33,0,1,0,0
260,"Charlie Valencia","2011-04-30",0,0,0,0,0,0,0,0,0,0,0,0,0,160.02,162.56,135,36,0,1,0,0
261,"Charlie Ward","2017-07-16",1,0,0,1,1,0,0,0,0,0,0,0,0,180.34,185.42,170,36,0,1,0,0
262,"Chas Skelly","2018-11-10",1,0,4,3,20,0,0,0,1,1,4,0,6,180.34,182.88,145,33,0,1,0,0
263,"Chase Sherman","2018-09-22",2,0,2,4,14,0,0,0,1,1,0,0,2,193.04,198.12,250,28,0,1,0,0
264,"Che Mills","2012-09-29",1,0,1,1,3,0,0,0,0,1,0,0,1,185.42,193.04,170,30,0,1,0,0
265,"Cheick Kongo","2013-04-27",0,1,3,6,36,0,1,0,3,6,0,1,11,193.04,208.28,240,37,0,1,0,0
266,"Chico Camus","2015-09-26",1,0,1,4,21,0,0,1,2,0,0,0,3,167.64,167.64,125,30,0,1,0,0
267,"Chris Avila","2016-08-20",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,145,23,0,1,0,0
268,"Chris Beal","2016-06-18",2,0,2,2,11,0,0,0,1,1,0,0,2,170.18,175.26,125,30,0,1,0,0
269,"Chris Brennan","2002-01-11",1,0,0,1,1,1,0,0,0,0,0,0,0,172.72,176.866399216529,170,30,0,1,0,0
270,"Chris Camozzi","2017-05-28",2,0,4,9,46,0,0,2,4,1,1,1,9,187.96,193.04,185,30,0,1,0,0
271,"Chris Cariaso","2015-10-03",2,0,3,5,34,1,0,2,4,1,0,0,7,160.02,160.02,125,34,0,0,1,0
272,"Chris Clements","2015-04-25",0,1,1,2,9,0,0,1,0,1,0,0,2,177.8,177.8,170,39,0,1,0,0
273,"Chris Cope","2012-02-04",1,0,1,1,4,0,0,0,1,0,0,0,1,182.88,182.88,170,28,0,1,0,0
274,"Chris Dempsey","2016-02-27",1,0,1,2,5,0,0,1,0,0,0,0,1,177.8,182.88,185,28,0,1,0,0
275,"Chris Fishgold","2019-06-01",0,1,1,1,3,0,0,0,0,0,1,0,1,172.72,172.72,145,26,0,1,0,0
276,"Chris Gruetzemacher","2018-04-07",2,0,1,2,8,0,0,0,1,0,0,0,1,172.72,172.72,155,31,0,1,0,0
277,"Chris Gutierrez","2019-03-23",1,0,0,1,2,0,0,0,0,0,0,0,0,175.26,175.26,135,27,0,1,0,0
278,"Chris Haseman","2002-07-13",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,205,33,0,1,0,0
279,"Chris Heatherly","2014-11-15",1,0,0,1,1,0,0,0,0,0,0,0,0,175.26,172.72,155,26,0,1,0,0
280,"Chris Kelades","2016-04-23",0,1,1,1,9,0,0,1,1,0,0,0,2,170.18,172.72,125,35,0,1,0,0
281,"Chris Leben","2013-12-28",3,0,5,9,45,0,0,1,2,7,2,0,12,180.34,187.96,185,33,0,0,1,0
282,"Chris Lytle","2011-08-14",1,0,4,10,45,1,0,0,3,1,5,0,9,180.34,172.72,170,36,0,1,0,0
283,"Chris Price","2007-01-25",1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,193.045794977604,185,24,0,0,1,0
284,"Chris Sanford","2005-04-09",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,185,37,0,1,0,0
285,"Chris Spang","2013-04-06",0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045794977604,170,25,0,1,0,0
286,"Chris Tuchscherer","2011-02-26",1,0,1,2,5,0,1,0,0,0,0,0,1,187.96,193.04,258,35,0,1,0,0
287,"Chris Wade","2017-07-22",2,0,4,2,14,0,0,0,2,0,2,0,4,177.8,177.8,155,29,0,1,0,0
288,"Chris Weidman","2018-11-03",0,1,9,3,32,5,0,0,3,4,3,0,10,187.96,198.12,185,34,0,1,0,0
289,"Chris Wilson","2009-09-16",1,0,1,2,9,0,0,0,1,0,0,0,1,185.42,190.5,170,32,0,1,0,0
290,"Chris de la Rocha","2018-12-15",0,1,1,2,5,0,0,0,0,1,0,0,1,190.5,203.2,250,39,0,1,0,0
291,"Christian Colombo","2017-10-28",2,0,0,2,6,0,0,0,0,0,0,0,0,195.58,203.2,265,37,0,1,0,0
292,"Christian Morecraft","2012-01-20",1,0,1,2,6,0,0,0,0,0,1,0,1,198.12,205.74,260,25,0,1,0,0
293,"Christian Wellisch","2009-01-31",1,0,2,2,6,0,0,0,1,0,1,0,2,187.96,195.58,234,33,0,1,0,0
294,"Christos Giagos","2019-06-01",0,1,1,3,10,0,0,0,1,0,1,0,2,177.8,180.34,155,29,0,1,0,0
295,"Chuck Liddell","2010-06-12",2,0,7,6,44,7,0,0,6,9,0,1,16,187.96,193.04,205,40,0,1,0,0
296,"Cindy Dandois","2017-04-22",0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,172.72,135,32,0,1,0,0
297,"Claude Patrick","2011-12-10",0,3,3,0,8,0,0,0,2,0,1,0,3,180.34,190.5,170,31,0,1,0,0
298,"Claudia Gadelha","2018-12-08",0,1,2,3,24,1,0,1,3,0,1,0,5,162.56,160.02,115,30,0,1,0,0
299,"Claudio Puelles","2018-05-19",1,0,0,1,2,1,0,0,0,0,0,0,0,180.34,182.88,155,22,0,0,1,0
300,"Claudio Silva","2019-03-16",0,3,3,0,7,0,0,1,1,0,1,0,3,180.34,180.34,170,36,0,0,1,0
301,"Clay Collard","2015-09-05",1,0,1,2,9,0,0,0,1,0,0,0,1,180.34,185.42,145,22,0,1,0,0
302,"Clay Guida","2019-05-11",1,0,4,12,67,0,0,3,5,2,4,0,14,170.18,177.8,155,37,0,1,0,0
303,"Clifford Starks","2013-04-20",1,0,1,1,5,0,0,0,1,0,0,0,1,182.88,195.58,185,31,0,1,0,0
304,"Clint Hester","2016-04-23",2,0,4,2,15,0,0,1,1,1,0,1,4,187.96,195.58,205,29,0,1,0,0
305,"Cody Donovan","2014-07-19",2,0,1,2,4,0,0,0,0,1,0,0,1,190.5,187.96,205,33,0,1,0,0
306,"Cody East","2016-10-01",1,0,0,1,1,0,0,0,0,0,0,0,0,190.5,187.96,245,28,0,1,0,0
307,"Cody Garbrandt","2019-03-02",2,0,6,2,17,3,0,0,2,4,0,0,6,172.72,165.1,135,27,0,1,0,0
308,"Cody Gibson","2015-02-22",1,0,1,2,6,0,0,0,0,1,0,0,1,177.8,180.34,135,27,0,1,0,0
309,"Cody McKenzie","2013-12-14",0,1,1,3,10,0,0,0,1,0,2,0,3,182.88,182.88,155,25,0,0,0,1
310,"Cody Pfister","2016-07-13",1,0,1,2,7,0,0,0,1,0,0,0,1,177.8,185.42,155,26,0,1,0,0
311,"Cody Stamann","2019-03-02",1,0,3,1,11,0,0,2,1,0,0,0,3,167.64,162.56,135,29,0,1,0,0
312,"Colby Covington","2018-06-09",0,5,5,1,23,0,0,0,4,2,2,0,8,180.34,182.88,170,30,0,1,0,0
313,"Cole Escovedo","2011-11-12",2,0,0,2,5,0,0,0,0,0,0,0,0,170.18,182.88,135,30,0,1,0,0
314,"Cole Miller","2016-12-17",3,0,2,9,42,0,0,0,2,1,7,0,10,185.42,187.96,145,32,0,1,0,0
315,"Cole Smith","2019-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,170.18,135,30,0,1,0,0
316,"Colin Fletcher","2013-03-16",1,0,0,1,3,1,0,0,0,0,0,0,0,187.96,198.12,155,30,0,1,0,0
317,"Colin Robinson","2008-01-19",1,0,0,1,2,0,0,0,0,0,0,0,0,193.04,198.438926897962,243,39,0,1,0,0
318,"Collin Hart","2013-04-13",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,193.04,185,23,0,1,0,0
319,"Colton Smith","2014-06-28",2,0,1,2,8,1,0,0,1,0,0,0,1,182.88,180.34,155,26,0,1,0,0
320,"Conor McGregor","2018-10-06",0,2,7,1,20,3,1,0,1,7,0,0,9,175.26,187.96,155,30,0,0,1,0
321,"Corey Anderson","2018-12-29",0,2,3,4,31,1,0,0,6,2,0,0,8,190.5,200.66,205,29,0,1,0,0
322,"Corey Hill","2008-12-10",1,0,1,1,4,0,0,0,0,1,0,0,1,193.04,203.2,155,30,0,1,0,0
323,"Cortney Casey","2019-02-17",0,1,2,5,23,0,0,1,1,1,1,0,4,170.18,170.18,115,31,0,1,0,0
324,"Cory Sandhagen","2019-04-27",0,3,3,0,5,0,0,0,0,2,1,0,3,180.34,177.8,135,27,0,0,0,1
325,"Costas Philippou","2015-05-16",0,1,5,3,21,0,0,1,2,3,0,0,6,180.34,185.42,185,35,0,1,0,0
326,"Court McGee","2019-04-27",0,1,3,6,39,1,0,1,5,0,2,0,8,180.34,190.5,170,34,0,1,0,0
327,"Crafton Wallace","2006-10-10",1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,187.652663057245,185,30,0,1,0,0
328,"Craig White","2018-09-08",1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,193.04,170,28,0,1,0,0
329,"Cris Cyborg","2018-12-29",0,5,5,0,12,3,0,0,1,4,0,0,5,172.72,172.72,145,33,0,1,0,0
330,"Cristiano Marcello","2014-02-15",1,0,1,2,8,0,0,1,0,0,0,0,1,175.26,182.88,155,36,0,1,0,0
331,"Cristina Stanciu","2016-07-13",1,0,0,1,3,0,0,0,0,0,0,0,0,160.02,162.56,115,22,0,1,0,0
332,"Cub Swanson","2019-05-04",3,0,6,6,46,0,0,0,6,4,0,0,10,172.72,177.8,145,35,0,1,0,0
333,"Cung Le","2014-08-23",0,2,2,1,6,0,0,0,1,1,0,0,2,175.26,175.26,185,42,0,0,1,0
334,"Curtis Blaydes","2019-03-23",1,0,4,3,18,0,0,0,2,2,0,1,5,193.04,203.2,265,28,0,1,0,0
335,"Curtis Millender","2019-04-13",1,0,3,1,9,0,0,0,2,1,0,0,3,187.96,193.04,170,31,0,1,0,0
336,"Curtis Stout","2004-06-19",1,0,0,1,2,0,0,0,0,0,0,0,0,185.42,190.349229017425,185,30,0,0,1,0
337,"Cynthia Calvillo","2019-02-17",0,1,3,1,11,0,0,0,1,0,3,0,4,162.56,162.56,115,31,0,1,0,0
338,"Cyril Asker","2018-02-10",0,1,1,2,5,0,0,0,0,1,1,0,2,182.88,187.96,247,32,0,1,0,0
339,"Cyrille Diabate","2014-03-08",1,0,2,3,13,0,1,0,1,1,1,0,4,198.12,205.74,205,40,0,0,1,0
340,"DaMarques Johnson","2012-09-29",2,0,2,5,15,1,0,0,0,2,2,0,4,185.42,190.5,170,30,0,1,0,0
341,"Daichi Abe","2018-06-23",1,0,1,1,6,0,0,0,1,0,0,0,1,180.34,180.34,170,26,0,1,0,0
342,"Daiju Takase","2000-12-16",2,0,0,2,4,0,0,0,0,0,0,0,0,182.88,187.652663057245,170,22,0,0,1,0
343,"Dale Hartt","2009-06-13",0,1,1,1,3,0,0,0,0,1,0,0,1,177.8,175.26,155,30,0,1,0,0
344,"Damacio Page","2012-07-11",2,0,0,2,3,0,0,0,0,0,0,0,0,167.64,167.64,135,29,0,1,0,0
345,"Damian Grabowski","2017-07-22",2,0,0,2,2,0,0,0,0,0,0,0,0,185.42,190.5,241,37,0,1,0,0
346,"Damian Stasiak","2018-07-22",2,0,2,3,13,0,0,0,0,0,2,0,2,165.1,177.8,135,28,0,1,0,0
347,"Damien Brown","2018-02-10",2,0,2,3,11,0,0,1,0,1,0,0,2,177.8,172.72,155,33,0,1,0,0
348,"Damir Hadzovic","2019-06-01",0,2,2,2,12,0,0,1,0,2,0,0,3,175.26,177.8,155,32,0,1,0,0
349,"Damir Ismagulov","2019-02-23",0,1,1,0,3,0,0,0,1,0,0,0,1,177.8,182.259531136887,155,28,0,1,0,0
350,"Damon Jackson","2014-08-30",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,180.34,145,26,0,0,0,1
351,"Dan Barrera","2007-12-08",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,179.562965176708,170,26,0,1,0,0
352,"Dan Bobish","1997-07-27",0,1,1,0,1,0,0,0,0,0,1,0,1,187.96,193.045794977604,345,27,0,0,1,0
353,"Dan Christison","2006-07-08",0,1,1,0,3,0,0,0,0,0,1,0,1,203.2,209.225190738678,265,34,0,1,0,0
354,"Dan Cramer","2009-08-08",0,1,1,0,3,0,0,1,0,0,0,0,1,187.96,193.045794977604,170,23,0,1,0,0
355,"Dan Evensen","2008-12-27",1,0,0,1,1,0,0,0,0,0,0,0,0,190.5,195.742360937783,250,34,0,1,0,0
356,"Dan Hardy","2012-09-29",0,1,4,4,23,1,0,2,1,2,0,0,5,182.88,187.96,170,30,0,1,0,0
357,"Dan Henderson","2016-10-08",0,1,4,8,42,3,0,2,3,4,0,0,9,180.34,187.96,185,46,0,1,0,0
358,"Dan Hooker","2018-12-15",0,4,4,3,20,0,0,0,0,5,2,0,7,182.88,190.5,155,28,0,0,0,1
359,"Dan Ige","2019-03-16",0,2,2,1,7,0,0,0,1,1,0,0,2,170.18,180.34,145,27,0,1,0,0
360,"Dan Lauzon","2010-05-29",2,0,0,2,2,0,0,0,0,0,0,0,0,177.8,182.259531136887,155,22,0,1,0,0
361,"Dan Miller","2015-07-12",1,0,3,6,29,0,0,1,1,0,4,0,6,185.42,187.96,185,34,0,1,0,0
362,"Dan Moret","2019-03-09",1,0,0,1,2,0,0,0,0,0,0,0,0,182.88,185.42,155,32,0,0,1,0
363,"Dan Severn","2000-09-22",1,0,4,3,15,4,0,1,2,0,5,1,9,187.96,193.045794977604,250,42,0,0,1,0
364,"Dan Stittgen","2012-07-11",1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,190.349229017425,170,31,0,1,0,0
365,"Daniel Cormier","2018-11-03",0,2,4,2,34,7,0,1,3,3,3,0,10,180.34,182.88,235,39,0,1,0,0
366,"Daniel Jolly","2017-02-04",1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,190.5,205,32,0,1,0,0
367,"Daniel Kelly","2018-05-27",2,0,4,3,21,0,0,1,3,1,1,0,6,182.88,177.8,185,40,0,0,1,0
368,"Daniel Omielanczuk","2017-07-08",2,0,3,4,21,0,2,0,0,2,0,0,4,182.88,187.96,247,34,0,0,1,0
369,"Daniel Pineda","2014-03-15",1,0,2,3,10,0,0,0,0,0,3,0,3,170.18,175.26,145,28,0,1,0,0
370,"Daniel Roberts","2012-01-20",2,0,3,3,12,0,0,1,0,0,2,0,3,177.8,187.96,170,31,0,0,1,0
371,"Daniel Sarafian","2016-02-21",0,1,1,3,10,0,0,0,0,1,1,0,2,175.26,185.42,185,33,0,1,0,0
372,"Daniel Spitz","2018-06-01",0,1,1,1,4,0,0,0,0,1,0,0,1,200.66,208.28,245,27,0,1,0,0
373,"Daniel Teymur","2019-06-01",3,0,0,3,8,0,0,0,0,0,0,0,0,165.1,175.26,145,31,0,1,0,0
374,"Danielle Taylor","2018-08-04",1,0,2,2,12,0,0,1,1,0,0,0,2,152.4,152.4,115,28,0,1,0,0
375,"Danillo Villefort","2009-08-08",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229017425,185,26,0,1,0,0
376,"Danilo Belluardo","2019-06-01",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,155,24,0,0,1,0
377,"Danny Abbadi","2006-09-23",1,0,0,1,1,0,0,0,0,0,0,0,0,180.34,184.956097097066,155,23,0,1,0,0
378,"Danny Castillo","2015-12-19",3,0,3,6,34,0,0,1,4,2,0,0,7,175.26,180.34,155,36,0,1,0,0
379,"Danny Downes","2011-10-29",1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,182.88,155,25,0,1,0,0
380,"Danny Henry","2019-03-16",0,2,2,0,4,0,0,0,1,0,1,0,2,182.88,185.42,145,30,0,1,0,0
381,"Danny Martinez","2015-11-14",3,0,0,3,9,0,0,0,0,0,0,0,0,167.64,170.18,125,30,0,1,0,0
382,"Danny Mitchell","2014-08-23",1,0,0,1,3,0,0,0,0,0,0,0,0,187.96,187.96,170,28,0,1,0,0
383,"Danny Roberts","2019-05-18",1,0,2,3,17,0,0,1,1,2,1,0,5,185.42,187.96,170,31,0,0,1,0
384,"Dante Rivera","2008-06-21",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229017425,185,33,0,0,1,0
385,"Darko Stosic","2019-06-01",0,1,1,0,1,0,0,0,0,1,0,0,1,182.88,193.04,205,27,0,1,0,0
386,"Daron Cruickshank","2016-01-17",3,0,2,6,27,0,0,1,2,3,0,0,6,172.72,182.88,155,30,0,0,0,1
387,"Darrell Horcher","2018-11-30",1,0,1,2,8,0,0,1,0,0,0,0,1,177.8,177.8,155,31,0,0,1,0
388,"Darrell Montague","2015-07-12",2,0,0,2,4,0,0,0,0,0,0,0,0,167.64,170.18,125,27,0,0,1,0
389,"Darren Elkins","2018-11-17",1,0,6,5,48,0,0,2,8,3,1,0,14,177.8,180.34,145,34,0,1,0,0
390,"Darren Stewart","2019-06-08",1,0,2,5,14,0,0,0,0,2,0,0,2,182.88,187.96,185,28,0,1,0,0
391,"Darren Till","2019-03-16",1,0,4,2,19,1,0,0,3,2,0,0,5,182.88,187.96,170,26,0,0,1,0
392,"Darren Uyenoyama","2013-12-14",1,0,2,1,7,0,0,0,1,0,1,0,2,167.64,162.56,125,34,0,1,0,0
393,"Darrill Schoonover","2009-12-05",0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045794977604,220,24,0,1,0,0
394,"Dashon Johnson","2014-09-13",1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,177.8,145,26,0,1,0,0
395,"Dave Galera","2014-01-04",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,135,35,0,1,0,0
396,"Dave Herman","2013-07-06",3,0,1,3,7,0,0,0,0,1,0,0,1,193.04,193.04,242,28,0,1,0,0
397,"Dave Menne","2006-12-13",3,0,2,3,14,2,0,0,2,0,0,0,2,177.8,182.259531136887,170,32,0,1,0,0
398,"Dave Strasser","2003-09-26",0,1,1,0,3,0,0,0,1,0,0,0,1,177.8,182.259531136887,170,34,0,1,0,0
399,"Davi Ramos","2019-05-18",0,3,3,1,8,0,0,0,0,0,3,0,3,167.64,177.8,155,32,0,1,0,0
400,"David Baron","2008-10-18",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,171.473267296171,155,35,0,0,0,1
401,"David Bielkheden","2009-04-18",0,1,1,1,4,0,0,0,1,0,0,0,1,177.8,180.34,155,29,0,1,0,0
402,"David Branch","2019-03-30",1,0,2,4,19,0,0,1,2,1,0,0,4,185.42,198.12,185,37,0,1,0,0
403,"David Heath","2008-02-02",2,0,2,2,9,0,0,1,0,0,1,0,2,180.34,182.88,205,31,0,1,0,0
404,"David Kaplan","2009-05-23",1,0,0,1,2,0,0,0,0,0,0,0,0,170.18,174.16983325635,155,29,0,1,0,0
405,"David Loiseau","2010-06-12",3,0,3,4,20,1,0,0,0,2,0,2,4,182.88,193.04,185,30,0,1,0,0
406,"David Michaud","2015-04-25",0,1,1,1,6,0,0,0,1,0,0,0,1,175.26,182.88,155,26,0,1,0,0
407,"David Mitchell","2013-10-09",1,0,1,3,11,0,0,0,1,0,0,0,1,182.88,193.04,170,33,0,1,0,0
408,"David Terrell","2006-04-15",1,0,1,1,2,1,0,0,0,1,0,0,1,185.42,190.349229017425,185,28,0,0,1,0
409,"David Teymur","2019-02-02",0,5,5,0,13,0,0,0,3,2,0,0,5,175.26,185.42,155,29,0,0,1,0
410,"David Zawada","2018-11-24",1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,190.5,170,28,0,1,0,0
411,"Dean Lister","2008-12-27",0,2,2,1,11,0,0,0,2,0,2,0,4,185.42,190.5,185,32,0,1,0,0
412,"Deiveson Figueiredo","2019-03-23",0,3,3,0,7,0,0,1,0,2,0,0,3,165.1,172.72,125,31,0,1,0,0
413,"Delson Heleno","2012-06-23",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,185,34,0,1,0,0
