"Winner","B_current_lose_streak","B_current_win_streak","B_longest_win_streak","B_losses","B_total_rounds_fought","B_total_title_bouts","B_win_by_Decision_Majority","B_win_by_Decision_Split","B_win_by_Decision_Unanimous","B_win_by_KO_TKO","B_win_by_Submission","B_win_by_TKO_Doctor_Stoppage","B_wins","B_Height_cms","B_Reach_cms","B_Weight_lbs","B_age","B_Stance_Open_Stance","B_Stance_Orthodox","B_Stance_Southpaw","B_Stance_Switch","R_current_lose_streak","R_current_win_streak","R_longest_win_streak","R_losses","R_total_rounds_fought","R_total_title_bouts","R_win_by_Decision_Majority","R_win_by_Decision_Split","R_win_by_Decision_Unanimous","R_win_by_KO_TKO","R_win_by_Submission","R_win_by_TKO_Doctor_Stoppage","R_wins","R_Height_cms","R_Reach_cms","R_Weight_lbs","R_age","R_Stance_Open_Stance","R_Stance_Orthodox","R_Stance_Southpaw","R_Stance_Switch"
"Red",0,1,1,1,6,0,0,1,0,0,0,0,1,177.8,177.8,145,28,0,1,0,0,1,0,1,1,4,0,0,0,0,0,1,0,1,190.5,190.5,155,25,0,0,1,0
"Red",0,3,3,1,12,0,0,0,3,0,0,0,3,165.1,170.18,125,26,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,1,165.1,165.1,125,20,0,0,0,1
"Red",0,1,1,0,2,0,0,0,0,0,1,0,1,177.8,187.96,145,28,0,1,0,0,0,1,1,0,3,0,1,0,0,0,0,0,1,177.8,182.259531136887,145,24,0,0,1,0
"Red",0,2,3,3,24,0,0,2,3,0,0,0,5,167.64,167.64,135,38,0,1,0,0,0,2,3,4,25,0,0,0,1,2,3,0,6,172.72,177.8,135,26,0,0,0,1
"Blue",1,0,0,1,3,0,0,0,0,0,0,0,0,162.56,162.56,125,30,0,1,0,0,1,0,3,3,23,1,0,2,3,0,1,0,6,167.64,172.72,125,34,0,1,0,0
"Red",1,0,1,5,22,0,0,0,3,0,0,0,3,160.02,162.56,115,34,0,1,0,0,2,0,1,6,28,0,0,1,3,0,0,0,4,162.56,160.02,115,33,0,1,0,0
"Blue",1,0,0,1,2,0,0,0,0,0,0,0,0,175.26,175.26,135,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,180.34,135,26,0,0,0,1
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,180.34,125,29,0,1,0,0,0,1,1,3,15,0,0,1,1,0,0,0,2,167.64,172.72,125,28,0,1,0,0
"Blue",2,0,3,6,41,0,0,0,5,3,1,0,9,180.34,187.96,170,34,0,1,0,0,1,0,4,2,19,1,0,0,3,2,0,0,5,182.88,187.96,170,26,0,0,1,0
"Red",0,1,4,3,23,0,0,0,1,0,7,0,8,180.34,182.88,170,30,0,0,0,1,0,6,6,2,30,0,0,0,5,2,1,0,8,182.88,187.96,170,27,0,0,1,0
"Blue",0,3,3,0,5,0,0,0,1,1,1,0,3,193.04,195.58,205,29,0,0,1,0,2,0,3,2,10,1,0,1,0,2,0,0,3,187.96,190.5,205,29,0,1,0,0
"Blue",0,3,3,0,7,0,0,1,1,0,1,0,3,180.34,180.34,170,36,0,0,1,0,0,2,2,2,14,0,0,1,1,2,1,0,5,185.42,187.96,170,31,0,0,1,0
"Red",2,0,0,2,4,0,0,0,0,0,0,0,0,180.34,190.5,185,33,0,0,1,0,2,0,1,3,11,0,0,0,1,1,0,0,2,182.88,185.42,185,29,0,1,0,0
"Red",0,1,1,2,8,0,0,0,1,0,1,0,2,177.8,182.88,145,31,0,1,0,0,0,4,4,0,12,0,0,1,1,0,2,0,4,172.72,177.8,145,25,0,0,1,0
"Red",1,0,2,2,11,0,0,0,1,1,2,0,4,177.8,185.42,155,31,0,1,0,0,2,0,3,2,12,0,0,0,1,2,0,0,3,177.8,185.42,155,25,0,1,0,0
"Blue",2,0,0,2,3,0,0,0,0,0,0,0,0,185.42,198.12,205,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,198.12,205,24,0,1,0,0
"Blue",0,2,2,1,7,0,0,0,1,1,0,0,2,170.18,180.34,145,27,0,1,0,0,0,2,2,0,4,0,0,0,1,0,1,0,2,182.88,185.42,145,30,0,1,0,0
"Red",1,0,0,1,2,0,0,0,0,0,0,0,0,170.18,165.1,125,30,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,162.56,157.48,125,28,0,1,0,0
"Red",0,2,2,0,6,0,0,0,2,0,0,0,2,172.72,177.8,145,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,182.88,145,32,0,1,0,0
"Blue",0,2,9,4,49,5,0,0,5,9,0,0,14,193.04,195.58,238,35,0,1,0,0,1,0,6,4,36,1,0,1,1,10,0,0,12,190.5,200.66,260,34,0,1,0,0
"Red",0,3,3,0,8,0,0,0,2,1,0,0,3,187.96,193.04,170,31,0,1,0,0,0,6,6,1,18,0,0,1,2,3,0,0,6,180.34,185.42,170,32,0,1,0,0
"Blue",1,0,2,3,11,0,0,0,0,2,2,0,4,182.88,193.04,170,29,0,1,0,0,0,1,4,8,41,0,0,1,3,5,1,0,10,187.96,190.5,170,35,0,1,0,0
"Red",1,0,4,4,23,0,0,0,1,3,2,0,6,193.04,198.12,265,37,0,1,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,180.34,185.42,250,32,0,0,1,0
"Red",0,3,3,5,23,0,0,0,3,2,1,0,6,172.72,177.8,155,30,0,0,1,0,0,1,5,5,30,0,0,1,4,1,3,0,9,177.8,182.88,155,29,0,0,1,0
"Blue",1,0,2,4,21,0,0,1,2,2,0,0,5,182.88,185.42,185,31,0,1,0,0,1,0,4,11,48,0,0,2,3,7,0,0,12,182.88,187.96,185,38,0,1,0,0
"Red",0,2,4,3,28,1,0,2,2,1,3,0,8,182.88,182.88,170,36,0,1,0,0,0,3,3,4,29,0,0,0,3,1,3,0,7,182.88,185.42,170,29,0,1,0,0
"Blue",0,1,1,1,4,1,0,0,1,0,0,0,1,167.64,172.72,135,29,0,1,0,0,1,0,2,4,24,0,0,0,1,2,2,0,5,167.64,172.72,135,41,0,1,0,0
"Red",2,0,1,2,6,0,0,1,0,0,0,0,1,185.42,187.96,145,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,145,25,0,0,0,1
"Blue",0,2,2,2,8,0,0,1,1,0,0,0,2,172.72,177.8,135,29,0,1,0,0,0,1,4,5,28,0,0,0,2,2,2,0,6,175.26,172.72,135,27,0,1,0,0
"Red",0,1,1,3,16,0,0,3,0,1,0,0,4,180.34,182.88,170,32,0,1,0,0,0,1,2,3,18,0,0,1,2,0,1,0,4,180.34,182.88,170,28,0,1,0,0
"Red",1,0,0,1,2,0,0,0,0,0,0,0,0,182.88,185.42,155,32,0,0,1,0,2,0,1,5,19,0,0,0,1,2,0,0,3,182.88,180.34,155,30,0,0,1,0
"Red",0,3,3,3,22,0,0,0,1,5,1,0,7,193.04,193.04,205,30,0,1,0,0,0,1,13,2,58,12,0,0,7,5,5,0,17,193.04,213.36,205,31,0,1,0,0
"Blue",0,9,9,0,28,1,0,0,7,1,1,0,9,182.88,193.04,170,31,0,0,0,1,0,3,3,3,32,5,1,1,1,5,1,0,9,175.26,187.96,170,36,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,170,34,0,1,0,0,1,0,5,6,57,5,0,3,4,6,0,0,13,180.34,187.96,170,36,0,0,1,0
"Blue",0,2,2,0,4,0,0,0,1,0,1,0,2,162.56,166.080135375813,115,29,0,0,0,1,2,0,3,3,26,0,0,0,5,0,1,0,6,154.94,152.4,115,29,0,1,0,0
"Blue",0,2,4,4,22,0,0,0,2,2,3,0,7,167.64,165.1,135,32,0,1,0,0,2,0,6,2,17,3,0,0,2,4,0,0,6,172.72,165.1,135,27,0,1,0,0
"Blue",0,4,4,0,10,0,0,0,1,0,3,0,4,185.42,185.42,145,28,0,1,0,0,1,0,3,14,76,0,0,1,6,7,0,1,15,172.72,180.34,145,32,0,1,0,0
"Blue",0,2,2,0,2,0,0,0,0,2,0,0,2,195.58,208.28,205,26,0,1,0,0,0,1,4,2,10,0,0,0,0,1,4,0,5,190.5,195.58,205,32,0,1,0,0
"Red",0,4,4,2,21,1,0,1,3,3,0,0,7,167.64,170.18,135,29,0,1,0,0,1,0,3,1,11,0,0,2,1,0,0,0,3,167.64,162.56,135,29,0,1,0,0
"Red",0,1,3,1,8,0,0,0,0,0,4,0,4,187.96,187.96,170,27,0,0,0,1,0,1,6,11,73,2,0,3,9,5,0,0,17,177.8,182.88,170,37,0,0,1,0
"Red",1,0,1,1,3,0,0,0,0,0,1,0,1,177.8,185.42,185,35,0,1,0,0,0,1,1,0,3,0,0,1,0,0,0,0,1,187.96,193.045794977604,185,21,0,1,0,0
"Blue",1,0,0,1,2,0,0,0,0,0,0,0,0,154.94,160.02,115,26,0,1,0,0,1,0,1,1,4,0,0,0,0,0,1,0,1,165.1,170.18,115,26,0,1,0,0
"Blue",0,3,4,5,29,0,0,0,2,10,0,0,12,187.96,193.04,205,35,0,1,0,0,0,4,4,4,26,0,0,0,3,1,2,0,6,187.96,198.12,205,35,0,1,0,0
"Red",0,1,2,3,11,0,0,0,1,3,1,0,5,185.42,190.5,253,33,0,1,0,0,3,0,4,9,41,0,1,0,1,5,5,0,12,210.82,213.36,265,31,0,1,0,0
"Blue",1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,187.96,205,24,0,0,1,0,0,1,2,7,37,0,0,3,0,4,0,0,7,190.5,193.04,205,33,0,1,0,0
"Red",1,0,2,2,12,0,0,0,2,0,0,0,2,172.72,170.18,125,24,0,1,0,0,0,1,2,4,21,1,0,1,2,1,0,0,4,167.64,167.64,125,35,0,1,0,0
"Blue",0,3,3,0,6,0,0,0,1,2,0,0,3,170.18,170.18,135,26,0,0,0,1,1,0,3,5,40,3,0,1,3,4,0,1,9,160.02,167.64,135,34,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,235,26,0,1,0,0,0,1,1,1,4,0,0,0,0,1,0,0,1,190.5,190.5,205,26,0,1,0,0
"Red",1,0,1,1,4,0,0,1,0,0,0,0,1,180.34,190.5,170,25,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,185.42,193.04,170,34,0,0,0,1
"Blue",1,0,0,1,1,0,0,0,0,0,0,0,0,172.72,172.72,145,26,0,1,0,0,2,0,0,2,6,0,0,0,0,0,0,0,0,165.1,175.26,145,31,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,187.96,170,22,0,1,0,0,0,8,8,2,32,0,0,3,4,0,3,0,10,167.64,170.18,170,37,0,1,0,0
"Blue",0,3,3,2,13,0,0,0,1,3,1,0,5,175.26,187.96,155,34,0,1,0,0,0,6,6,2,30,0,0,1,6,1,0,1,9,172.72,185.42,155,32,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.58,155,24,0,1,0,0,0,1,1,0,3,0,0,0,1,0,0,0,1,177.8,182.259531136887,155,28,0,1,0,0
"Red",0,1,7,2,28,6,0,0,2,10,0,0,12,185.42,195.58,240,36,0,1,0,0,0,1,6,2,17,1,0,0,0,5,1,1,7,193.04,210.82,250,32,0,1,0,0
"Blue",1,0,3,4,27,0,0,1,1,4,1,0,7,180.34,177.8,155,34,0,1,0,0,1,0,5,2,22,0,0,0,4,2,3,0,9,190.5,193.04,155,31,0,1,0,0
"Blue",0,1,3,1,11,0,0,0,1,0,3,0,4,162.56,162.56,115,31,0,1,0,0,0,1,2,5,23,0,0,1,1,1,1,0,4,170.18,170.18,115,31,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,177.8,145,30,0,0,1,0,0,1,2,10,51,0,0,3,3,0,2,1,9,177.8,185.42,145,30,0,0,1,0
"Red",0,1,2,3,19,0,0,0,1,3,1,0,5,182.88,182.88,170,29,0,0,1,0,0,3,4,2,15,0,0,0,0,4,3,0,7,180.34,190.5,170,27,0,1,0,0
"Red",1,0,6,3,22,0,0,1,3,3,1,0,8,177.8,185.42,145,30,0,1,0,0,1,0,2,5,27,0,0,1,3,2,0,0,6,180.34,187.96,145,28,0,1,0,0
"Blue",0,2,4,3,29,0,0,0,4,1,3,0,8,170.18,180.34,135,29,0,1,0,0,0,1,5,1,17,0,0,1,4,1,0,0,6,162.56,172.72,135,29,0,1,0,0
"Blue",0,2,2,0,3,0,0,0,0,0,2,0,2,177.8,180.34,135,24,0,1,0,0,0,1,1,0,3,0,0,0,1,0,0,0,1,177.8,185.42,135,24,0,0,0,1
"Blue",0,1,1,0,3,0,0,0,1,0,0,0,1,167.64,175.26,125,30,0,1,0,0,0,1,2,3,14,0,0,1,1,1,0,0,3,172.72,170.18,125,31,0,1,0,0
"Blue",0,1,4,8,56,0,0,2,6,3,2,0,13,172.72,172.72,155,34,0,1,0,0,0,3,3,2,21,0,0,0,3,1,1,0,5,175.26,175.26,155,35,0,1,0,0
"Blue",1,0,1,3,9,0,0,0,1,0,1,0,2,167.64,170.18,135,33,0,0,1,0,3,0,7,6,46,6,0,0,4,2,3,0,9,167.64,177.8,135,32,0,1,0,0
"Red",0,1,16,5,55,13,0,0,3,11,3,0,17,187.96,195.58,185,43,0,0,1,0,0,4,4,0,11,0,0,1,1,2,0,0,4,193.04,203.2,185,29,0,0,0,1
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229017425,155,32,0,0,0,1,4,0,1,5,15,0,0,0,0,1,0,0,1,175.26,180.34,155,26,0,1,0,0
"Blue",0,2,2,0,6,0,0,0,1,1,0,0,2,167.64,175.26,135,26,0,1,0,0,0,3,4,4,36,0,0,1,4,0,6,0,11,167.64,170.18,135,34,0,1,0,0
"Red",1,0,4,6,34,0,0,2,2,5,1,0,10,187.96,190.5,205,32,0,0,1,0,0,1,1,0,3,0,0,0,0,0,1,0,1,187.96,187.96,205,22,0,1,0,0
"Red",0,3,3,2,13,0,0,1,1,1,0,0,3,180.34,177.8,155,30,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,175.26,193.04,155,25,0,1,0,0
"Red",0,1,1,2,8,0,0,0,1,0,0,0,1,182.88,182.88,145,27,0,1,0,0,0,1,1,1,5,0,0,0,0,1,0,0,1,172.72,182.88,145,25,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,175.26,125,23,0,1,0,0,0,1,1,0,3,0,0,0,1,0,0,0,1,165.1,175.26,125,25,0,1,0,0
"Blue",1,0,3,3,16,0,0,1,0,0,2,0,3,175.26,185.42,135,31,0,1,0,0,2,0,2,5,19,0,0,0,1,2,0,0,3,170.18,175.26,135,27,0,0,1,0
"Blue",1,0,0,1,1,0,0,0,0,0,0,0,0,190.5,195.58,155,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,155,34,0,1,0,0
"Blue",1,0,0,1,3,0,0,0,0,0,0,0,0,172.72,177.8,135,32,0,0,1,0,2,0,0,2,5,0,0,0,0,0,0,0,0,175.26,175.26,135,29,0,1,0,0
"Blue",0,3,3,1,8,0,0,1,0,2,0,0,3,167.64,170.18,135,30,0,1,0,0,0,4,7,2,35,0,0,3,5,2,1,0,11,165.1,167.64,135,36,0,1,0,0
"Red",0,2,3,1,15,0,0,2,1,0,2,0,5,180.34,182.88,145,29,0,1,0,0,0,1,7,3,43,11,0,0,6,3,0,0,9,170.18,177.8,145,32,0,1,0,0
"Red",0,1,1,1,6,0,0,0,0,2,0,0,2,182.88,187.96,170,33,0,1,0,0,3,0,7,9,78,2,0,1,8,1,9,0,19,185.42,182.88,170,41,0,0,1,0
"Red",0,5,5,0,13,0,0,0,3,2,0,0,5,175.26,185.42,155,29,0,0,1,0,0,3,4,9,40,0,0,0,1,0,12,0,13,177.8,187.96,155,29,0,1,0,0
"Red",1,0,3,1,10,0,0,1,1,0,1,0,3,193.04,203.2,205,30,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,195.58,208.28,205,26,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,175.26,115,31,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,165.1,160.02,115,27,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,185,25,0,1,0,0,1,0,1,2,7,0,0,0,0,0,1,0,1,185.42,185.42,185,30,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,165.1,172.72,125,25,0,1,0,0,1,0,1,1,4,0,0,0,0,0,1,0,1,167.64,175.26,125,32,0,1,0,0
"Red",1,0,1,3,13,0,0,0,1,1,0,0,2,180.34,193.04,170,33,0,1,0,0,2,0,7,10,58,1,0,0,5,7,1,1,14,175.26,177.8,170,35,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,198.12,242,30,0,1,0,0,2,0,1,2,5,0,0,0,0,1,0,0,1,190.5,187.96,264,27,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,175.26,135,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,182.88,135,27,0,1,0,0
"Blue",0,1,1,0,3,0,0,1,0,0,0,0,1,172.72,177.8,135,26,0,1,0,0,0,3,3,0,9,0,0,1,1,1,0,0,3,175.26,182.88,135,23,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,170.18,125,26,0,1,0,0,1,0,1,1,4,0,0,0,1,0,0,0,1,165.1,165.1,125,30,0,1,0,0
"Red",0,4,4,3,42,7,0,0,4,7,1,0,12,167.64,170.18,125,32,0,1,0,0,0,3,4,2,26,2,0,2,4,1,0,0,7,162.56,162.56,135,31,0,1,0,0
"Blue",1,0,0,1,1,0,0,0,0,0,0,0,0,190.5,193.04,245,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.58,203.2,265,30,0,1,0,0
"Red",1,0,3,6,21,0,0,1,0,2,3,0,6,177.8,190.5,155,31,0,1,0,0,0,5,5,0,9,0,0,0,1,2,2,0,5,170.18,180.34,155,32,0,1,0,0
"Red",0,3,3,5,34,0,0,3,1,4,0,0,8,165.1,165.1,125,30,0,1,0,0,0,1,6,3,40,2,0,1,7,4,1,0,13,162.56,165.1,125,34,0,0,1,0
"Red",1,0,1,1,4,0,0,0,0,0,1,0,1,160.02,157.48,125,27,0,1,0,0,2,0,3,3,20,0,0,0,1,2,1,0,4,162.56,165.1,115,24,0,1,0,0
"Red",0,1,1,1,5,0,0,0,1,0,1,0,2,185.42,187.96,205,28,0,0,1,0,1,0,5,5,35,1,0,0,2,4,3,1,10,187.96,193.04,205,39,0,1,0,0
"Blue",0,1,8,8,61,1,0,0,6,9,6,0,21,185.42,185.42,155,35,0,1,0,0,0,2,2,0,4,0,0,0,1,1,0,0,2,175.26,182.88,155,26,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,160.02,170.18,125,24,0,1,0,0,0,1,2,3,15,0,0,0,2,1,1,0,4,167.64,165.1,125,33,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,198.438926897962,185,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,193.04,205,31,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,182.88,135,25,0,0,0,1,0,2,2,0,4,0,0,0,0,2,0,0,2,180.34,177.8,135,26,0,0,0,1
"Red",1,0,0,1,2,0,0,0,0,0,0,0,0,172.72,182.88,155,28,0,1,0,0,4,0,7,7,39,1,0,2,4,1,2,0,9,167.64,167.64,155,32,0,1,0,0
"Blue",0,2,2,0,3,0,0,0,0,1,1,0,2,180.34,190.5,170,28,0,0,1,0,0,4,4,2,19,0,0,1,3,1,0,0,5,180.34,182.88,170,30,0,1,0,0
"Blue",1,0,0,1,3,0,0,0,0,0,0,0,0,187.96,190.5,170,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.04,170,29,0,1,0,0
"Red",0,2,6,4,35,2,0,0,3,5,2,0,10,195.58,200.66,205,31,0,1,0,0,1,0,13,2,55,11,0,0,7,4,5,0,16,193.04,213.36,205,31,0,1,0,0
"Blue",0,7,7,1,22,4,0,1,1,5,2,0,9,172.72,175.26,145,30,0,1,0,0,0,5,5,0,12,3,0,0,1,4,0,0,5,172.72,172.72,145,33,0,1,0,0
"Blue",2,0,3,4,22,1,0,0,2,0,5,0,7,185.42,190.5,170,31,0,0,1,0,4,0,5,8,43,3,0,1,1,4,0,1,7,187.96,190.5,170,34,0,1,0,0
"Blue",0,2,3,4,31,1,0,0,6,2,0,0,8,190.5,200.66,205,29,0,1,0,0,0,2,3,3,17,0,0,0,2,3,2,0,7,177.8,185.42,205,35,0,1,0,0
"Blue",0,5,5,0,13,0,0,0,3,2,0,0,5,167.64,180.34,145,30,0,1,0,0,0,1,5,4,26,3,0,0,3,6,0,0,9,167.64,167.64,145,33,0,1,0,0
"Blue",1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,182.88,145,28,0,1,0,0,0,1,2,3,16,1,0,0,1,2,0,0,3,167.64,172.72,145,36,0,0,1,0
"Blue",0,2,2,0,4,0,0,0,1,1,0,0,2,170.18,170.18,135,25,0,0,0,1,0,1,2,2,14,0,0,0,2,1,0,0,3,170.18,172.72,135,33,0,1,0,0
"Red",0,1,1,0,3,0,0,1,0,0,0,0,1,172.72,190.5,135,30,0,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,1,167.64,175.26,135,25,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,200.66,185,27,0,1,0,0,1,0,3,7,26,1,0,0,1,3,0,2,6,182.88,200.66,185,34,0,1,0,0
"Red",0,3,3,2,14,0,0,0,0,3,1,0,4,180.34,185.42,170,34,0,1,0,0,0,2,2,0,5,0,0,0,1,1,0,0,2,187.96,193.04,170,31,0,1,0,0
"Blue",1,0,0,1,3,0,0,0,0,0,0,0,0,177.8,190.5,135,26,0,0,1,0,1,0,2,2,11,0,0,0,1,1,1,0,3,167.64,167.64,135,32,0,0,0,1
"Blue",1,0,5,3,28,2,0,1,3,4,0,0,8,177.8,177.8,155,31,0,1,0,0,0,1,5,3,31,1,0,1,3,1,4,1,10,175.26,195.58,170,26,0,1,0,0
"Red",0,4,4,3,20,0,0,0,0,5,2,0,7,182.88,190.5,155,28,0,0,0,1,2,0,4,6,48,0,1,1,5,6,0,0,13,180.34,190.5,155,32,0,1,0,0
"Red",1,0,4,4,37,0,0,1,7,0,0,0,8,167.64,175.26,135,25,0,1,0,0,1,0,2,3,15,0,0,0,0,4,1,0,5,172.72,180.34,135,31,0,1,0,0
"Blue",0,2,4,9,39,0,0,0,1,0,11,0,12,177.8,187.96,155,29,0,1,0,0,0,1,7,12,70,0,0,2,6,3,7,0,18,172.72,180.34,155,35,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,193.04,170,34,0,0,0,1,1,0,1,3,13,0,0,2,0,1,0,0,3,180.34,182.88,170,31,0,1,0,0
"Blue",0,1,1,1,9,0,0,0,2,0,0,0,2,175.26,177.8,155,30,0,1,0,0,0,1,4,4,23,0,0,1,2,1,1,0,5,177.8,180.34,155,32,0,1,0,0
"Blue",0,1,2,2,11,0,0,0,1,3,0,0,4,185.42,195.58,185,30,0,1,0,0,0,2,2,1,8,0,0,0,0,1,3,0,4,185.42,195.58,185,30,0,0,1,0
"Blue",1,0,2,3,19,0,0,0,2,1,3,0,6,182.88,190.5,185,34,0,0,1,0,1,0,2,5,26,0,0,1,4,0,0,0,5,190.5,190.5,185,37,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,145,28,0,0,1,0,0,1,1,1,4,0,0,0,0,1,0,0,1,170.18,180.34,145,27,0,1,0,0
"Blue",1,0,0,1,3,0,0,0,0,0,0,0,0,193.04,208.28,205,30,0,0,1,0,2,0,1,2,7,0,0,0,0,1,0,0,1,190.5,193.04,205,31,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,195.58,203.2,265,26,0,1,0,0,0,1,1,2,5,0,0,0,0,1,0,0,1,190.5,203.2,250,39,0,1,0,0
"Red",0,6,6,1,16,0,0,0,0,3,3,0,6,172.72,175.26,145,27,0,0,0,1,0,12,12,3,46,3,0,1,4,8,2,0,15,180.34,175.26,155,27,0,1,0,0
"Red",0,1,8,2,40,8,0,1,6,2,0,0,9,167.64,165.1,125,31,0,1,0,0,0,1,2,2,20,1,0,1,1,0,2,0,4,165.1,167.64,125,30,0,0,1,0
"Blue",1,0,4,3,21,0,0,0,1,0,6,0,7,180.34,182.88,170,30,0,0,0,1,0,2,3,4,28,0,0,0,2,4,3,0,9,180.34,193.04,170,30,0,1,0,0
"Red",1,0,1,3,15,0,0,1,1,0,0,0,2,170.18,177.8,145,31,0,1,0,0,0,1,1,1,4,0,0,0,1,0,0,0,1,172.72,185.42,145,27,0,1,0,0
"Blue",0,2,4,5,27,0,0,0,2,9,0,0,11,187.96,193.04,205,34,0,1,0,0,2,0,3,4,19,0,0,0,1,3,0,2,6,185.42,200.66,205,38,0,1,0,0
"Blue",0,3,3,2,15,0,0,0,2,0,1,0,3,165.1,162.56,115,33,0,1,0,0,0,1,2,3,24,1,0,1,3,0,1,0,5,162.56,160.02,115,30,0,1,0,0
"Blue",1,0,3,3,19,0,0,0,1,2,3,0,6,177.8,180.34,155,32,0,1,0,0,1,0,4,3,26,1,0,1,1,1,4,0,7,175.26,177.8,155,29,0,0,1,0
"Blue",0,2,2,6,26,0,0,1,1,0,0,1,3,167.64,167.64,125,32,0,1,0,0,0,3,3,1,15,0,0,1,3,0,0,0,4,175.26,172.72,125,29,0,1,0,0
"Red",1,0,2,2,15,0,0,0,1,2,0,0,3,185.42,190.5,185,31,0,0,1,0,0,2,3,2,25,1,0,0,5,2,0,0,7,185.42,190.5,185,30,0,1,0,0
"Red",2,0,2,3,12,0,0,0,1,1,0,0,2,170.18,175.26,135,31,0,0,1,0,0,1,1,0,3,1,0,0,1,0,0,0,1,167.64,162.56,135,26,0,1,0,0
"Blue",4,0,1,5,11,2,0,0,1,0,0,0,1,187.96,187.96,170,29,0,1,0,0,1,0,3,3,19,1,0,1,2,3,0,0,6,177.8,180.34,170,32,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,180.34,155,27,0,0,0,1,0,2,2,2,11,0,0,0,1,2,1,0,4,175.26,187.96,155,33,0,1,0,0
"Blue",0,2,2,0,6,0,0,0,2,0,0,0,2,193.04,198.12,205,26,0,1,0,0,0,1,2,2,12,0,0,0,3,0,0,0,3,182.88,190.5,205,28,0,1,0,0
"Red",0,3,3,0,5,0,0,0,1,2,0,0,3,187.96,190.5,264,25,0,0,1,0,0,1,9,4,47,5,0,0,5,8,0,0,13,193.04,195.58,238,34,0,1,0,0
"Red",1,0,2,2,7,0,0,0,0,1,2,0,3,190.5,200.66,205,27,0,1,0,0,1,0,3,9,45,3,0,1,1,7,0,0,9,185.42,193.04,205,37,0,1,0,0
"Blue",0,3,3,0,7,0,0,0,2,1,0,0,3,185.42,198.12,264,31,0,0,1,0,2,0,4,9,43,1,0,0,1,7,0,0,8,177.8,182.88,265,44,0,1,0,0
"Blue",0,2,3,4,26,0,0,0,3,1,2,0,6,182.88,185.42,170,28,0,1,0,0,0,3,3,3,22,0,0,1,1,0,4,1,7,180.34,185.42,170,24,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,145,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,170.18,145,26,0,1,0,0
