Fighter_ID,Fighter,Date,current_lose_streak,current_win_streak,longest_win_streak,losses,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO_TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Height_cms,Reach_cms,Weight_lbs,age,Stance_Open_Stance,Stance_Orthodox,Stance_Southpaw,Stance_Switch,fighter_img_path
349,Damir Ismagulov,23/02/2019,0,1,1,0,3,0,0,0,1,0,0,0,1,177.8,182.2595311,155,28,0,1,0,0,images/reza.jpeg
350,Damon Jackson,30/08/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,180.34,145,26,0,0,0,1,images/prat.jpeg
351,Dan Barrera,08/12/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,179.5629652,170,26,0,1,0,0,images/vikas.jpeg
352,Dan Bobish,27/07/1997,0,1,1,0,1,0,0,0,0,0,1,0,1,187.96,193.045795,345,27,0,0,1,0,images/mufi.jpeg
353,Dan Christison,08/07/2006,0,1,1,0,3,0,0,0,0,0,1,0,1,203.2,209.2251907,265,34,0,1,0,0,images/shayan.jpeg
354,Dan Cramer,08/08/2009,0,1,1,0,3,0,0,1,0,0,0,0,1,187.96,193.045795,170,23,0,1,0,0,images/reza.jpeg
355,Dan Evensen,27/12/2008,1,0,0,1,1,0,0,0,0,0,0,0,0,190.5,195.7423609,250,34,0,1,0,0,images/prat.jpeg
356,Dan Hardy,29/09/2012,0,1,4,4,23,1,0,2,1,2,0,0,5,182.88,187.96,170,30,0,1,0,0,images/vikas.jpeg
357,Dan Henderson,08/10/2016,0,1,4,8,42,3,0,2,3,4,0,0,9,180.34,187.96,185,46,0,1,0,0,images/mufi.jpeg
358,Dan Hooker,15/12/2018,0,4,4,3,20,0,0,0,0,5,2,0,7,182.88,190.5,155,28,0,0,0,1,images/shayan.jpeg
359,Dan Ige,16/03/2019,0,2,2,1,7,0,0,0,1,1,0,0,2,170.18,180.34,145,27,0,1,0,0,images/reza.jpeg
360,Dan Lauzon,29/05/2010,2,0,0,2,2,0,0,0,0,0,0,0,0,177.8,182.2595311,155,22,0,1,0,0,images/prat.jpeg
361,Dan Miller,12/07/2015,1,0,3,6,29,0,0,1,1,0,4,0,6,185.42,187.96,185,34,0,1,0,0,images/vikas.jpeg
362,Dan Moret,09/03/2019,1,0,0,1,2,0,0,0,0,0,0,0,0,182.88,185.42,155,32,0,0,1,0,images/mufi.jpeg
363,Dan Severn,22/09/2000,1,0,4,3,15,4,0,1,2,0,5,1,9,187.96,193.045795,250,42,0,0,1,0,images/shayan.jpeg
364,Dan Stittgen,11/07/2012,1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,190.349229,170,31,0,1,0,0,images/reza.jpeg
365,Daniel Cormier,03/11/2018,0,2,4,2,34,7,0,1,3,3,3,0,10,180.34,182.88,235,39,0,1,0,0,images/prat.jpeg
366,Daniel Jolly,04/02/2017,1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,190.5,205,32,0,1,0,0,images/vikas.jpeg
367,Daniel Kelly,27/05/2018,2,0,4,3,21,0,0,1,3,1,1,0,6,182.88,177.8,185,40,0,0,1,0,images/mufi.jpeg
368,Daniel Omielanczuk,08/07/2017,2,0,3,4,21,0,2,0,0,2,0,0,4,182.88,187.96,247,34,0,0,1,0,images/shayan.jpeg
369,Daniel Pineda,15/03/2014,1,0,2,3,10,0,0,0,0,0,3,0,3,170.18,175.26,145,28,0,1,0,0,images/reza.jpeg
370,Daniel Roberts,20/01/2012,2,0,3,3,12,0,0,1,0,0,2,0,3,177.8,187.96,170,31,0,0,1,0,images/prat.jpeg
371,Daniel Sarafian,21/02/2016,0,1,1,3,10,0,0,0,0,1,1,0,2,175.26,185.42,185,33,0,1,0,0,images/vikas.jpeg
372,Daniel Spitz,01/06/2018,0,1,1,1,4,0,0,0,0,1,0,0,1,200.66,208.28,245,27,0,1,0,0,images/mufi.jpeg
373,Daniel Teymur,01/06/2019,3,0,0,3,8,0,0,0,0,0,0,0,0,165.1,175.26,145,31,0,1,0,0,images/shayan.jpeg
374,Danielle Taylor,04/08/2018,1,0,2,2,12,0,0,1,1,0,0,0,2,152.4,152.4,115,28,0,1,0,0,images/reza.jpeg
375,Danillo Villefort,08/08/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229,185,26,0,1,0,0,images/prat.jpeg
376,Danilo Belluardo,01/06/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,155,24,0,0,1,0,images/vikas.jpeg
377,Danny Abbadi,23/09/2006,1,0,0,1,1,0,0,0,0,0,0,0,0,180.34,184.9560971,155,23,0,1,0,0,images/mufi.jpeg
378,Danny Castillo,19/12/2015,3,0,3,6,34,0,0,1,4,2,0,0,7,175.26,180.34,155,36,0,1,0,0,images/shayan.jpeg
379,Danny Downes,29/10/2011,1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,182.88,155,25,0,1,0,0,images/reza.jpeg
380,Danny Henry,16/03/2019,0,2,2,0,4,0,0,0,1,0,1,0,2,182.88,185.42,145,30,0,1,0,0,images/prat.jpeg
381,Danny Martinez,14/11/2015,3,0,0,3,9,0,0,0,0,0,0,0,0,167.64,170.18,125,30,0,1,0,0,images/vikas.jpeg
382,Danny Mitchell,23/08/2014,1,0,0,1,3,0,0,0,0,0,0,0,0,187.96,187.96,170,28,0,1,0,0,images/mufi.jpeg
383,Danny Roberts,18/05/2019,1,0,2,3,17,0,0,1,1,2,1,0,5,185.42,187.96,170,31,0,0,1,0,images/shayan.jpeg
384,Dante Rivera,21/06/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229,185,33,0,0,1,0,images/reza.jpeg
385,Darko Stosic,01/06/2019,0,1,1,0,1,0,0,0,0,1,0,0,1,182.88,193.04,205,27,0,1,0,0,images/prat.jpeg
386,Daron Cruickshank,17/01/2016,3,0,2,6,27,0,0,1,2,3,0,0,6,172.72,182.88,155,30,0,0,0,1,images/vikas.jpeg
387,Darrell Horcher,30/11/2018,1,0,1,2,8,0,0,1,0,0,0,0,1,177.8,177.8,155,31,0,0,1,0,images/mufi.jpeg
388,Darrell Montague,12/07/2015,2,0,0,2,4,0,0,0,0,0,0,0,0,167.64,170.18,125,27,0,0,1,0,images/shayan.jpeg
389,Darren Elkins,17/11/2018,1,0,6,5,48,0,0,2,8,3,1,0,14,177.8,180.34,145,34,0,1,0,0,images/reza.jpeg
390,Darren Stewart,08/06/2019,1,0,2,5,14,0,0,0,0,2,0,0,2,182.88,187.96,185,28,0,1,0,0,images/prat.jpeg
391,Darren Till,16/03/2019,1,0,4,2,19,1,0,0,3,2,0,0,5,182.88,187.96,170,26,0,0,1,0,images/vikas.jpeg
392,Darren Uyenoyama,14/12/2013,1,0,2,1,7,0,0,0,1,0,1,0,2,167.64,162.56,125,34,0,1,0,0,images/mufi.jpeg
393,Darrill Schoonover,05/12/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045795,220,24,0,1,0,0,images/shayan.jpeg
394,Dashon Johnson,13/09/2014,1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,177.8,145,26,0,1,0,0,images/reza.jpeg
395,Dave Galera,04/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.9560971,135,35,0,1,0,0,images/prat.jpeg
396,Dave Herman,06/07/2013,3,0,1,3,7,0,0,0,0,1,0,0,1,193.04,193.04,242,28,0,1,0,0,images/vikas.jpeg
397,Dave Menne,13/12/2006,3,0,2,3,14,2,0,0,2,0,0,0,2,177.8,182.2595311,170,32,0,1,0,0,images/mufi.jpeg
398,Dave Strasser,26/09/2003,0,1,1,0,3,0,0,0,1,0,0,0,1,177.8,182.2595311,170,34,0,1,0,0,images/shayan.jpeg
399,Davi Ramos,18/05/2019,0,3,3,1,8,0,0,0,0,0,3,0,3,167.64,177.8,155,32,0,1,0,0,images/reza.jpeg
400,David Baron,18/10/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,171.4732673,155,35,0,0,0,1,images/prat.jpeg
401,David Bielkheden,18/04/2009,0,1,1,1,4,0,0,0,1,0,0,0,1,177.8,180.34,155,29,0,1,0,0,images/vikas.jpeg
402,David Branch,30/03/2019,1,0,2,4,19,0,0,1,2,1,0,0,4,185.42,198.12,185,37,0,1,0,0,images/mufi.jpeg
403,David Heath,02/02/2008,2,0,2,2,9,0,0,1,0,0,1,0,2,180.34,182.88,205,31,0,1,0,0,images/shayan.jpeg
404,David Kaplan,23/05/2009,1,0,0,1,2,0,0,0,0,0,0,0,0,170.18,174.1698333,155,29,0,1,0,0,images/reza.jpeg
405,David Loiseau,12/06/2010,3,0,3,4,20,1,0,0,0,2,0,2,4,182.88,193.04,185,30,0,1,0,0,images/prat.jpeg
406,David Michaud,25/04/2015,0,1,1,1,6,0,0,0,1,0,0,0,1,175.26,182.88,155,26,0,1,0,0,images/vikas.jpeg
407,David Mitchell,09/10/2013,1,0,1,3,11,0,0,0,1,0,0,0,1,182.88,193.04,170,33,0,1,0,0,images/mufi.jpeg
408,David Terrell,15/04/2006,1,0,1,1,2,1,0,0,0,1,0,0,1,185.42,190.349229,185,28,0,0,1,0,images/shayan.jpeg
409,David Teymur,02/02/2019,0,5,5,0,13,0,0,0,3,2,0,0,5,175.26,185.42,155,29,0,0,1,0,images/reza.jpeg
410,David Zawada,24/11/2018,1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,190.5,170,28,0,1,0,0,images/prat.jpeg
411,Dean Lister,27/12/2008,0,2,2,1,11,0,0,0,2,0,2,0,4,185.42,190.5,185,32,0,1,0,0,images/vikas.jpeg
412,Deiveson Figueiredo,23/03/2019,0,3,3,0,7,0,0,1,0,2,0,0,3,165.1,172.72,125,31,0,1,0,0,images/mufi.jpeg
413,Delson Heleno,23/06/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.9560971,185,34,0,1,0,0,images/shayan.jpeg
414,Demetrious Johnson,04/08/2018,0,13,13,2,64,13,0,1,7,2,5,0,15,160.02,167.64,125,31,0,1,0,0,images/reza.jpeg
415,Demian Maia,02/02/2019,3,0,7,9,78,2,0,1,8,1,9,0,19,185.42,182.88,170,41,0,0,1,0,images/prat.jpeg
416,Denis Kang,14/11/2009,0,1,1,1,5,0,0,0,1,0,0,0,1,180.34,195.58,185,32,0,1,0,0,images/vikas.jpeg
417,Denis Stojnic,13/06/2009,1,0,0,1,2,0,0,0,0,0,0,0,0,182.88,187.6526631,245,29,0,1,0,0,images/mufi.jpeg
418,Dennis Bermudez,19/01/2019,4,0,7,7,39,1,0,2,4,1,2,0,9,167.64,167.64,155,32,0,1,0,0,images/shayan.jpeg
419,Dennis Hallman,10/12/2011,1,0,2,5,18,1,0,0,1,1,1,0,3,175.26,182.88,155,36,0,1,0,0,images/reza.jpeg
420,Dennis Siver,25/06/2017,2,0,4,9,47,0,0,0,6,3,2,0,11,167.64,177.8,145,38,0,1,0,0,images/prat.jpeg
421,Derek Brunson,04/05/2019,2,0,5,5,22,0,0,0,2,6,1,0,9,185.42,195.58,185,35,0,0,1,0,images/vikas.jpeg
422,Derek Downey,07/02/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229,185,28,0,1,0,0,images/mufi.jpeg
423,Derrick Krantz,18/05/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,170,31,0,1,0,0,images/shayan.jpeg
424,Derrick Lewis,09/03/2019,1,0,6,4,36,1,0,1,1,10,0,0,12,190.5,200.66,260,34,0,1,0,0,images/reza.jpeg
425,Derrick Noble,15/04/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,179.5629652,170,27,0,0,1,0,images/prat.jpeg
426,Desmond Green,18/05/2019,0,1,1,3,16,0,0,1,1,1,0,0,3,177.8,185.42,155,29,0,0,1,0,images/vikas.jpeg
427,Devin Clark,01/06/2019,1,0,2,3,13,0,0,0,3,0,0,0,3,182.88,190.5,205,29,0,1,0,0,images/mufi.jpeg
428,Devin Powell,25/06/2017,1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,185.42,155,29,0,1,0,0,images/shayan.jpeg
429,Devonte Smith,09/02/2019,0,1,1,0,1,0,0,0,0,1,0,0,1,175.26,193.04,155,25,0,1,0,0,images/reza.jpeg
430,Dhiego Lima,27/04/2019,0,1,1,5,12,2,0,0,1,1,0,0,2,187.96,187.96,170,30,0,1,0,0,images/prat.jpeg
431,Diego Brandao,02/01/2016,0,2,3,3,15,1,0,0,2,1,2,1,6,170.18,172.72,145,28,0,1,0,0,images/vikas.jpeg
432,Diego Ferreira,23/02/2019,0,3,3,2,13,0,0,0,1,3,1,0,5,175.26,187.96,155,34,0,1,0,0,images/mufi.jpeg
433,Diego Nunes,19/01/2013,0,1,1,2,15,0,0,1,2,0,0,0,3,167.64,170.18,145,30,0,1,0,0,images/shayan.jpeg
434,Diego Rivas,19/05/2018,1,0,2,1,8,0,0,0,1,1,0,0,2,172.72,175.26,145,26,0,1,0,0,images/reza.jpeg
435,Diego Sanchez,02/03/2019,0,1,6,11,73,2,0,3,9,5,0,0,17,177.8,182.88,170,37,0,0,1,0,images/prat.jpeg
436,Diego Saraiva,22/09/2007,2,0,0,2,6,0,0,0,0,0,0,0,0,167.64,171.4732673,155,25,0,1,0,0,images/vikas.jpeg
437,Din Thomas,02/04/2008,1,0,4,3,18,0,0,1,2,0,2,0,5,175.26,179.5629652,155,31,0,1,0,0,images/mufi.jpeg
438,Dmitrii Smoliakov,27/04/2019,2,0,0,2,3,0,0,0,0,0,0,0,0,187.96,187.96,253,36,0,0,0,1,images/shayan.jpeg
439,Dmitry Sosnovskiy,17/03/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.58,240,28,0,1,0,0,images/reza.jpeg
440,Dokonjonosuke Mishima,05/04/2007,1,0,0,1,1,0,0,0,0,0,0,0,0,170.18,174.1698333,155,34,0,0,1,0,images/prat.jpeg
441,Dominic Waters,08/05/2016,2,0,0,2,4,0,0,0,0,0,0,0,0,185.42,200.66,170,27,0,1,0,0,images/vikas.jpeg
442,Dominick Cruz,30/12/2016,0,5,5,0,21,4,0,1,3,1,0,0,5,172.72,172.72,135,31,0,1,0,0,images/mufi.jpeg
443,Dominick Reyes,16/03/2019,0,3,3,0,5,0,0,0,1,1,1,0,3,193.04,195.58,205,29,0,0,1,0,images/shayan.jpeg
444,Dominique Steele,10/06/2017,2,0,1,3,10,0,0,0,0,1,0,0,1,177.8,187.96,170,29,0,1,0,0,images/reza.jpeg
445,Don Frye,07/12/1996,1,0,6,1,7,2,0,0,0,5,0,1,6,185.42,190.349229,219,31,0,1,0,0,images/prat.jpeg
446,Don Madge,27/10/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,155,27,0,0,1,0,images/vikas.jpeg
447,Donald Cerrone,08/06/2019,0,3,8,8,68,1,0,0,7,10,6,0,23,185.42,185.42,155,36,0,1,0,0,images/mufi.jpeg
448,Dong Hyun Kim,17/06/2017,0,3,4,4,42,0,0,2,6,4,1,0,13,187.96,193.04,170,35,0,0,1,0,images/shayan.jpeg
449,Dong Hyun Ma,09/02/2019,0,3,3,2,13,0,0,1,1,1,0,0,3,180.34,177.8,155,30,0,1,0,0,images/reza.jpeg
450,Dongi Yang,28/11/2015,2,0,1,3,11,0,0,0,0,1,0,0,1,177.8,180.34,185,30,0,0,1,0,images/prat.jpeg
451,Dooho Choi,14/01/2018,1,0,3,1,6,0,0,0,0,3,0,0,3,177.8,177.8,145,26,0,1,0,0,images/vikas.jpeg
452,Dorian Price,08/12/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.7423609,170,30,0,0,1,0,images/mufi.jpeg
453,Doug Evans,29/12/2007,1,0,0,1,2,0,0,0,0,0,0,0,0,175.26,179.5629652,155,27,0,1,0,0,images/shayan.jpeg
454,Douglas Silva de Andrade,29/12/2018,0,1,2,2,14,0,0,0,2,1,0,0,3,170.18,172.72,135,33,0,1,0,0,images/reza.jpeg
455,Drakkar Klose,15/12/2018,0,1,1,1,9,0,0,0,2,0,0,0,2,175.26,177.8,155,30,0,1,0,0,images/prat.jpeg
456,Drew Dober,09/03/2019,0,3,3,5,23,0,0,0,3,2,1,0,6,172.72,177.8,155,30,0,0,1,0,images/vikas.jpeg
457,Drew Fickett,05/04/2007,1,0,2,3,12,0,0,0,0,0,3,0,3,177.8,177.8,155,27,0,1,0,0,images/mufi.jpeg
458,Drew McFedries,19/09/2009,0,1,1,4,8,0,0,0,0,4,0,0,4,182.88,182.88,185,31,0,0,1,0,images/shayan.jpeg
459,Duane Ludwig,29/09/2012,2,0,2,4,14,0,0,1,2,1,0,0,4,177.8,177.8,170,34,0,1,0,0,images/reza.jpeg
460,Duda Santana,01/06/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,185.42,145,23,0,1,0,0,images/prat.jpeg
461,Dustin Hazelett,11/12/2010,2,0,3,4,14,0,0,0,1,0,4,0,5,185.42,193.04,170,24,0,1,0,0,images/vikas.jpeg
462,Dustin Jacoby,28/01/2012,1,0,0,1,3,0,0,0,0,0,0,0,0,193.04,198.12,185,23,0,1,0,0,images/mufi.jpeg
463,Dustin Kimura,13/12/2014,1,0,1,2,8,0,0,0,0,0,2,0,2,170.18,180.34,135,25,0,1,0,0,images/shayan.jpeg
464,Dustin Ortiz,19/01/2019,0,3,3,5,34,0,0,3,1,4,0,0,8,165.1,165.1,125,30,0,1,0,0,images/reza.jpeg
465,Dustin Pague,19/10/2013,3,0,1,4,11,0,0,0,0,0,1,0,1,175.26,187.96,135,26,0,1,0,0,images/prat.jpeg
466,Dustin Poirier,13/04/2019,0,3,4,5,45,0,1,0,4,8,3,0,16,175.26,182.88,155,30,0,0,1,0,images/vikas.jpeg
467,Dwight Grant,13/04/2019,0,1,1,1,4,0,0,0,0,1,0,0,1,185.42,193.04,170,34,0,0,0,1,images/mufi.jpeg
468,Dylan Andrews,07/11/2014,1,0,2,1,6,0,0,0,0,2,0,0,2,185.42,185.42,185,34,0,0,0,1,images/shayan.jpeg
469,Ebenezer Fontes Braga,16/10/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.6526631,199,29,0,1,0,0,images/reza.jpeg
470,Ed Herman,18/05/2019,3,0,3,11,47,1,0,1,2,3,4,0,10,185.42,195.58,205,38,0,1,0,0,images/prat.jpeg
471,Eddie Alvarez,28/07/2018,0,1,3,3,17,2,0,2,0,2,0,0,4,175.26,175.26,155,34,0,1,0,0,images/vikas.jpeg
472,Eddie Gordon,27/06/2015,2,0,1,2,6,1,0,0,0,1,0,0,1,182.88,193.04,185,31,0,1,0,0,images/mufi.jpeg
473,Eddie Ruiz,06/06/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,174.1698333,155,35,0,1,0,0,images/shayan.jpeg
474,Eddie Sanchez,10/12/2008,1,0,2,2,10,0,0,0,0,3,0,0,3,187.96,187.96,230,26,0,1,0,0,images/reza.jpeg
475,Eddie Wineland,08/06/2019,2,0,2,7,29,1,0,1,0,4,0,0,5,170.18,175.26,135,34,0,1,0,0,images/prat.jpeg
476,Eddie Yagin,21/04/2012,1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,174.1698333,145,33,0,1,0,0,images/vikas.jpeg
477,Edgar Garcia,02/01/2016,3,0,0,3,5,0,0,0,0,0,0,0,0,177.8,180.34,170,31,0,1,0,0,images/mufi.jpeg
478,Edilberto de Oliveira,19/09/2007,1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,187.6526631,170,24,0,1,0,0,images/shayan.jpeg
479,Edmen Shahbazyan,02/03/2019,0,1,1,0,3,0,0,1,0,0,0,0,1,187.96,193.045795,185,21,0,1,0,0,images/reza.jpeg
480,Ednaldo Oliveira,03/08/2013,1,0,0,1,1,0,0,0,0,0,0,0,0,195.58,200.66,205,29,0,1,0,0,images/prat.jpeg
481,Edson Barboza,30/03/2019,0,1,4,6,51,0,1,1,5,7,0,0,14,180.34,190.5,155,33,0,1,0,0,images/vikas.jpeg
482,Edwin DeWees,11/11/2006,2,0,0,2,2,0,0,0,0,0,0,0,0,185.42,190.349229,185,24,0,1,0,0,images/mufi.jpeg
483,Edwin Figueroa,16/11/2013,2,0,2,3,13,0,0,1,0,1,0,0,2,170.18,175.26,135,29,0,1,0,0,images/shayan.jpeg
484,Efrain Escudero,23/04/2016,1,0,2,6,29,1,0,0,3,1,1,0,5,175.26,177.8,155,30,0,1,0,0,images/reza.jpeg
485,Eiji Mitsuoka,11/08/2012,1,0,0,1,2,0,0,0,0,0,0,0,0,170.18,174.1698333,145,36,0,0,1,0,images/prat.jpeg
486,Elias Garcia,01/12/2018,1,0,0,1,2,0,0,0,0,0,0,0,0,165.1,170.18,125,26,0,0,1,0,images/vikas.jpeg
487,Elias Silverio,23/08/2015,1,0,3,1,12,0,0,0,2,0,1,0,3,180.34,185.42,155,28,0,1,0,0,images/mufi.jpeg
488,Elias Theodorou,04/05/2019,0,3,3,2,28,1,0,1,5,2,0,0,8,185.42,190.5,185,30,0,1,0,0,images/shayan.jpeg
489,Eliot Marshall,29/10/2011,2,0,3,2,11,0,0,1,1,0,1,0,3,187.96,195.58,205,31,0,1,0,0,images/reza.jpeg
490,Elizabeth Phillips,20/08/2016,0,1,1,2,9,0,0,0,1,0,0,0,1,167.64,165.1,135,30,0,1,0,0,images/prat.jpeg
491,Elizeu Zaleski dos Santos,09/03/2019,0,6,6,1,18,0,0,1,2,3,0,0,6,180.34,185.42,170,32,0,1,0,0,images/vikas.jpeg
492,Elvis Mutapcic,03/12/2016,2,0,0,2,6,0,0,0,0,0,0,0,0,182.88,182.88,185,30,0,1,0,0,images/mufi.jpeg
493,Elvis Sinosic,21/04/2007,5,0,1,5,10,1,0,0,0,0,1,0,1,190.5,195.58,205,36,0,1,0,0,images/shayan.jpeg
494,Emil Meek,22/07/2018,1,0,1,1,6,0,0,0,1,0,0,0,1,180.34,187.96,170,29,0,0,0,1,images/reza.jpeg
495,Eric Schafer,20/01/2012,3,0,2,5,15,0,0,0,0,1,2,0,3,190.5,190.5,185,34,0,1,0,0,images/prat.jpeg
496,Eric Shelton,23/03/2019,0,1,1,3,15,0,0,1,1,0,0,0,2,167.64,172.72,125,28,0,1,0,0,images/vikas.jpeg
497,Eric Spicely,27/05/2018,1,0,2,2,5,0,0,0,0,0,2,0,2,185.42,185.42,185,31,0,1,0,0,images/mufi.jpeg
498,Eric Wisely,14/04/2012,1,0,0,1,1,0,0,0,0,0,0,0,0,172.72,176.8663992,145,27,0,0,1,0,images/shayan.jpeg
499,Erick Montano,05/11/2016,1,0,1,1,6,1,0,1,0,0,0,0,1,182.88,185.42,170,30,0,1,0,0,images/reza.jpeg
500,Erick Silva,16/12/2017,1,0,2,7,25,0,0,0,0,2,5,0,7,182.88,187.96,170,33,0,1,0,0,images/prat.jpeg
501,Erik Koch,27/01/2018,1,0,2,4,16,0,0,0,1,2,1,0,4,177.8,180.34,155,29,0,0,1,0,images/vikas.jpeg
502,Erik Perez,05/11/2016,0,2,3,2,17,0,0,0,3,2,1,0,6,172.72,172.72,135,26,0,1,0,0,images/mufi.jpeg
503,Ernest Chavez,04/10/2014,1,0,1,1,6,0,0,1,0,0,0,0,1,172.72,177.8,145,31,0,1,0,0,images/shayan.jpeg
504,Eryk Anders,13/04/2019,2,0,2,3,18,0,0,0,1,2,0,0,3,185.42,190.5,185,31,0,0,1,0,images/reza.jpeg
505,Estevan Payan,19/04/2014,2,0,0,2,6,0,0,0,0,0,0,0,0,177.8,182.88,145,32,0,1,0,0,images/prat.jpeg
506,Eugene Jackson,13/07/2002,0,1,2,3,10,0,0,0,0,2,1,0,3,172.72,176.8663992,185,35,0,1,0,0,images/vikas.jpeg
507,Evan Dunham,22/09/2018,2,0,4,8,47,0,0,3,5,1,1,1,11,177.8,177.8,155,36,0,0,1,0,images/mufi.jpeg
508,Evan Tanner,21/06/2008,1,0,4,5,26,3,0,0,2,4,4,1,11,182.88,187.96,185,37,0,1,0,0,images/shayan.jpeg
509,Fabiano Iha,28/09/2001,1,0,3,3,8,0,0,0,0,1,2,0,3,172.72,176.8663992,155,31,0,1,0,0,images/reza.jpeg
510,Fabiano Scherner,27/05/2006,1,0,0,1,2,0,0,0,0,0,0,0,0,190.5,195.7423609,257,33,0,1,0,0,images/prat.jpeg
511,Fabio Maldonado,07/11/2015,1,0,3,5,26,0,0,1,2,2,0,0,5,185.42,190.5,205,35,0,1,0,0,images/vikas.jpeg
512,Fabricio Camoes,25/10/2014,2,0,1,4,10,0,0,0,0,0,1,0,1,177.8,185.42,155,35,0,1,0,0,images/mufi.jpeg
513,Fabricio Werdum,17/03/2018,0,2,6,4,36,3,0,0,4,4,3,0,11,193.04,195.58,231,40,0,1,0,0,images/shayan.jpeg
514,Falaniko Vitale,21/11/2003,0,1,1,0,1,0,0,0,0,1,0,0,1,177.8,182.2595311,185,29,0,1,0,0,images/reza.jpeg
515,Felice Herrig,06/10/2018,1,0,4,2,18,0,0,1,2,0,2,0,5,162.56,165.1,115,34,0,1,0,0,images/prat.jpeg
516,Felicia Spencer,18/05/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,172.72,145,28,0,1,0,0,images/vikas.jpeg
517,Felipe Arantes,23/06/2018,2,0,2,6,28,0,0,0,2,1,2,0,5,172.72,185.42,135,30,0,1,0,0,images/mufi.jpeg
518,Felipe Colares,02/02/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,175.26,135,24,0,1,0,0,images/shayan.jpeg
519,Felipe Olivieri,30/01/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,182.88,155,30,0,1,0,0,images/reza.jpeg
520,Felipe Silva,19/05/2018,1,0,1,1,2,0,0,0,0,1,0,0,1,182.88,195.58,155,34,0,1,0,0,images/prat.jpeg
521,Filip Pejic,10/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,135,23,0,1,0,0,images/vikas.jpeg
522,Floyd Sword,23/06/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.6526631,185,30,0,1,0,0,images/mufi.jpeg
523,Forrest Griffin,07/07/2012,1,0,3,5,34,3,0,1,5,1,2,0,9,190.5,195.58,205,33,0,1,0,0,images/shayan.jpeg
524,Forrest Petz,15/09/2010,2,0,1,4,16,0,0,0,2,0,0,0,2,175.26,180.34,170,34,0,1,0,0,images/reza.jpeg
525,Francimar Barroso,20/01/2018,1,0,2,4,21,0,0,0,4,0,0,0,4,185.42,190.5,205,37,0,1,0,0,images/prat.jpeg
526,Francis Carmont,23/08/2014,2,0,6,2,22,0,0,1,3,0,2,0,6,190.5,198.12,205,32,0,1,0,0,images/vikas.jpeg
527,Francis Ngannou,17/02/2019,0,1,6,2,17,1,0,0,0,5,1,1,7,193.04,210.82,250,32,0,1,0,0,images/mufi.jpeg
528,Francisco Rivera,30/07/2016,2,0,2,6,21,0,0,0,1,3,0,0,4,172.72,172.72,135,34,0,1,0,0,images/shayan.jpeg
529,Francisco Trevino,03/10/2015,1,0,1,1,6,0,0,0,1,0,0,0,1,175.26,177.8,155,33,0,1,0,0,images/reza.jpeg
530,Francisco Trinaldo,22/09/2018,1,0,7,5,42,0,0,1,6,2,2,1,12,175.26,177.8,155,40,0,0,1,0,images/prat.jpeg
531,Frank Camacho,01/06/2019,2,0,1,2,8,0,0,1,0,0,0,0,1,177.8,185.42,170,30,0,1,0,0,images/vikas.jpeg
532,Frank Lester,20/06/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.9560971,170,25,0,1,0,0,images/mufi.jpeg
