Fighter_ID,Fighter,Date,current_lose_streak,current_win_streak,longest_win_streak,losses,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO_TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Height_cms,Reach_cms,Weight_lbs,age,Stance_Open_Stance,Stance_Orthodox,Stance_Southpaw,Stance_Switch,fighter_img_path
164,Bernardo Magalhaes,08/06/2012,1,0,0,1,3,0,0,0,0,0,0,0,0,175.26,165.1,155,31,0,1,0,0,images/reza.jpeg
165,Besam Yousef,06/04/2013,1,0,0,1,2,0,0,0,0,0,0,0,0,180.34,180.34,170,28,0,1,0,0,images/prat.jpeg
166,Bethe Correia,11/05/2019,2,0,3,4,21,1,0,2,1,1,0,0,4,165.1,162.56,135,35,0,1,0,0,images/vikas.jpeg
167,Bevon Lewis,08/06/2019,1,0,0,1,3,0,0,0,0,0,0,0,0,190.5,200.66,185,28,0,1,0,0,images/mufi.jpeg
168,Bharat Kandare,25/11/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,182.88,135,30,0,1,0,0,images/shayan.jpeg
169,Bill Mahood,04/06/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.7423609,200,38,0,1,0,0,images/reza.jpeg
170,Billy Miles,08/12/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.2595311,170,29,0,1,0,0,images/prat.jpeg
171,Blagoy Ivanov,08/06/2019,0,1,1,1,8,0,0,0,1,0,0,0,1,180.34,185.42,250,32,0,0,1,0,images/vikas.jpeg
172,Bobby Green,15/12/2018,0,1,4,4,23,0,0,1,2,1,1,0,5,177.8,180.34,155,32,0,1,0,0,images/mufi.jpeg
173,Bobby Hoffman,02/11/2001,2,0,0,2,4,0,0,0,0,0,0,0,0,187.96,193.045795,245,33,0,1,0,0,images/shayan.jpeg
174,Bobby Moffett,23/03/2019,0,1,1,0,2,0,0,0,0,0,1,0,1,177.8,187.96,145,28,0,1,0,0,images/reza.jpeg
175,Bobby Nash,25/11/2017,2,0,0,2,4,0,0,0,0,0,0,0,0,182.88,187.96,170,27,0,1,0,0,images/prat.jpeg
176,Bobby Southworth,09/04/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045795,205,35,0,1,0,0,images/vikas.jpeg
177,Bobby Voelker,07/06/2014,3,0,0,3,8,0,0,0,0,0,0,0,0,182.88,190.5,170,35,0,1,0,0,images/mufi.jpeg
178,Bojan Mihajlovic,02/09/2017,2,0,0,2,4,0,0,0,0,0,0,0,0,180.34,185.42,205,37,0,1,0,0,images/shayan.jpeg
179,Bojan Velickovic,18/11/2017,1,0,1,3,15,0,0,0,1,1,0,0,2,182.88,193.04,170,28,0,0,1,0,images/reza.jpeg
180,Boston Salmon,13/04/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,175.26,135,28,0,0,1,0,images/prat.jpeg
181,Brad Blackburn,10/04/2010,1,0,3,1,11,0,0,1,1,1,0,0,3,177.8,185.42,170,32,0,1,0,0,images/vikas.jpeg
182,Brad Imes,07/04/2007,2,0,0,2,6,1,0,0,0,0,0,0,0,200.66,206.5286248,265,30,0,1,0,0,images/mufi.jpeg
183,Brad Katona,04/05/2019,0,2,2,0,6,1,0,0,2,0,0,0,2,167.64,162.56,135,27,0,1,0,0,images/shayan.jpeg
184,Brad Kohler,21/12/1997,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,179.5629652,220,33,0,1,0,0,images/reza.jpeg
185,Brad Morris,17/09/2008,1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,193.045795,205,28,0,1,0,0,images/prat.jpeg
186,Brad Pickett,18/03/2017,2,0,2,8,30,0,0,2,1,1,1,0,5,167.64,172.72,135,38,0,1,0,0,images/vikas.jpeg
187,Brad Tavares,06/07/2018,0,4,5,4,43,0,0,2,8,2,0,0,12,185.42,187.96,185,30,0,1,0,0,images/mufi.jpeg
188,Branden Lee Hinkle,28/06/2006,1,0,1,1,2,0,0,0,0,1,0,0,1,190.5,195.7423609,235,32,0,1,0,0,images/shayan.jpeg
189,Brandon Davis,13/04/2019,2,0,1,3,11,0,0,0,1,0,0,0,1,177.8,182.88,135,28,0,1,0,0,images/reza.jpeg
190,Brandon Melendez,23/06/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.9560971,155,24,0,0,1,0,images/prat.jpeg
191,Brandon Moreno,19/05/2018,1,0,3,1,11,0,0,1,0,0,2,0,3,170.18,177.8,125,24,0,1,0,0,images/vikas.jpeg
192,Brandon Thatch,30/12/2016,3,0,2,3,10,0,0,0,0,2,0,0,2,187.96,187.96,170,31,0,0,0,1,images/mufi.jpeg
193,Brandon Vera,31/08/2013,1,0,4,7,34,0,0,0,3,4,1,0,8,190.5,193.04,230,35,0,1,0,0,images/shayan.jpeg
194,Brandon Wolff,23/05/2009,1,0,0,1,1,0,0,0,0,0,0,0,0,175.26,179.5629652,170,33,0,1,0,0,images/reza.jpeg
195,Brendan O'Reilly,03/12/2016,1,0,1,2,7,0,0,0,1,0,0,0,1,170.18,175.26,170,29,0,1,0,0,images/prat.jpeg
196,Brendan Schaub,06/12/2014,1,0,4,4,18,1,0,0,2,3,1,0,6,193.04,198.12,245,31,0,1,0,0,images/vikas.jpeg
197,Brett Johns,04/08/2018,1,0,3,1,10,0,0,0,2,0,1,0,3,170.18,180.34,135,26,0,1,0,0,images/mufi.jpeg
198,Brian Bowles,25/05/2013,1,0,2,1,6,0,0,0,1,0,1,0,2,170.18,177.8,135,32,0,1,0,0,images/shayan.jpeg
199,Brian Camozzi,18/02/2018,2,0,0,2,5,0,0,0,0,0,0,0,0,187.96,198.12,170,26,0,1,0,0,images/reza.jpeg
200,Brian Ebersole,06/06/2015,0,1,4,2,19,0,0,2,2,1,0,0,5,182.88,185.42,170,34,0,0,1,0,images/prat.jpeg
201,Brian Foster,20/11/2010,0,1,1,2,6,0,0,0,0,2,0,0,2,175.26,180.34,170,26,0,1,0,0,images/vikas.jpeg
202,Brian Gassaway,20/08/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229,170,33,0,1,0,0,images/mufi.jpeg
203,Brian Geraghty,23/06/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,174.1698333,155,26,0,1,0,0,images/shayan.jpeg
204,Brian Houston,15/01/2014,1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,198.12,185,32,0,1,0,0,images/reza.jpeg
205,Brian Kelleher,29/12/2018,1,0,2,2,11,0,0,0,1,1,1,0,3,167.64,167.64,135,32,0,0,0,1,images/prat.jpeg
206,Brian Melancon,28/08/2013,0,1,1,0,1,0,0,0,0,1,0,0,1,172.72,182.88,170,31,0,1,0,0,images/vikas.jpeg
207,Brian Ortega,08/12/2018,0,6,6,1,16,0,0,0,0,3,3,0,6,172.72,175.26,145,27,0,0,0,1,images/mufi.jpeg
208,Brian Stann,02/03/2013,1,0,3,4,22,0,0,0,2,3,1,0,6,185.42,187.96,205,32,0,1,0,0,images/shayan.jpeg
209,Bristol Marunde,03/08/2013,1,0,0,1,3,0,0,0,0,0,0,0,0,185.42,180.34,170,31,0,1,0,0,images/reza.jpeg
210,Brock Jardine,23/02/2013,1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,185.42,170,27,0,1,0,0,images/prat.jpeg
211,Brock Larson,21/11/2009,1,0,3,2,11,0,0,0,1,0,2,0,3,180.34,180.34,170,32,0,0,1,0,images/vikas.jpeg
212,Brock Lesnar,30/12/2011,1,0,4,2,11,4,0,0,1,2,1,0,4,190.5,205.74,265,34,0,1,0,0,images/mufi.jpeg
213,Brodie Farber,10/12/2008,1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,190.349229,170,28,0,1,0,0,images/shayan.jpeg
214,Bruno Santos,04/10/2014,0,1,1,1,6,0,0,1,0,0,0,0,1,175.26,175.26,185,27,0,1,0,0,images/reza.jpeg
215,Bryan Barberena,17/02/2019,0,1,2,3,19,0,0,0,1,3,1,0,5,182.88,182.88,170,29,0,0,1,0,images/prat.jpeg
216,Bryan Caraway,30/11/2018,1,0,2,3,25,0,0,1,1,0,4,0,6,172.72,172.72,135,34,0,1,0,0,images/vikas.jpeg
217,Bryce Mitchell,23/03/2019,0,1,1,0,3,0,1,0,0,0,0,0,1,177.8,182.2595311,145,24,0,0,1,0,images/mufi.jpeg
218,Bubba Bush,24/10/2015,1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,185.42,185,30,0,1,0,0,images/shayan.jpeg
219,Bubba McDaniel,15/03/2014,1,0,1,1,6,0,0,0,0,0,1,0,1,190.5,190.5,185,30,0,0,1,0,images/reza.jpeg
220,Buddy Roberts,11/08/2012,0,1,1,0,3,0,0,0,1,0,0,0,1,187.96,193.045795,185,29,0,1,0,0,images/prat.jpeg
221,Byron Bloodworth,29/12/2012,1,0,0,1,2,0,0,0,0,0,0,0,0,172.72,175.26,135,29,0,1,0,0,images/vikas.jpeg
222,CB Dollaway,15/09/2018,0,2,3,8,37,1,0,1,5,2,2,0,11,187.96,193.04,185,35,0,1,0,0,images/mufi.jpeg
223,CJ Keith,19/01/2013,1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,187.6526631,155,26,0,1,0,0,images/shayan.jpeg
224,CM Punk,09/06/2018,1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,185.42,170,39,0,1,0,0,images/reza.jpeg
225,Cain Carrizosa,21/03/2015,1,0,0,1,1,0,0,0,0,0,0,0,0,172.72,187.96,155,28,0,1,0,0,images/prat.jpeg
226,Cain Velasquez,17/02/2019,0,1,7,2,28,6,0,0,2,10,0,0,12,185.42,195.58,240,36,0,1,0,0,images/vikas.jpeg
227,Caio Magalhaes,10/09/2016,1,0,4,2,11,0,0,0,1,2,1,0,4,185.42,185.42,185,28,0,1,0,0,images/mufi.jpeg
228,Cale Yarbrough,19/07/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229,185,21,0,1,0,0,images/shayan.jpeg
229,Callan Potter,09/02/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,155,34,0,1,0,0,images/reza.jpeg
230,Calvin Kattar,08/06/2019,0,1,2,1,10,0,0,0,1,2,0,0,3,180.34,182.88,145,31,0,1,0,0,images/prat.jpeg
231,Cameron Dollar,20/06/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.9560971,155,22,0,1,0,0,images/vikas.jpeg
232,Caol Uno,31/03/2010,4,0,2,6,26,2,0,0,2,1,0,0,3,170.18,177.8,155,34,0,0,1,0,images/mufi.jpeg
233,Carlo Pedersoli,23/02/2019,1,0,1,1,4,0,0,1,0,0,0,0,1,180.34,190.5,170,25,0,0,1,0,images/shayan.jpeg
234,Carlo Prater,05/10/2012,1,0,1,1,4,0,0,0,0,0,0,0,1,180.34,182.88,155,31,0,0,0,1,images/reza.jpeg
235,Carlos Condit,29/12/2018,4,0,5,8,43,3,0,1,1,4,0,1,7,187.96,190.5,170,34,0,1,0,0,images/prat.jpeg
236,Carlos Eduardo Rocha,08/06/2012,1,0,1,1,4,0,0,0,0,0,1,0,1,177.8,177.8,170,30,0,1,0,0,images/vikas.jpeg
237,Carlos Huachin,11/05/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,162.56,170.18,135,22,0,0,1,0,images/mufi.jpeg
238,Carlos Newton,31/01/2004,0,1,1,3,13,4,0,0,0,0,3,0,3,175.26,179.5629652,170,27,0,1,0,0,images/shayan.jpeg
239,Carls John De Tomas,09/12/2017,1,0,0,1,3,0,0,0,0,0,0,0,0,165.1,180.34,125,21,0,0,1,0,images/reza.jpeg
240,Carmelo Marrero,01/04/2009,2,0,1,2,5,0,0,1,0,0,0,0,1,182.88,185.42,205,28,0,1,0,0,images/prat.jpeg
241,Caros Fodor,23/02/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,193.04,155,29,0,1,0,0,images/vikas.jpeg
242,Casey Kenney,30/03/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,172.72,135,28,0,0,1,0,images/mufi.jpeg
243,Cat Zingano,29/12/2018,0,1,2,3,16,1,0,0,1,2,0,0,3,167.64,172.72,145,36,0,0,1,0,images/shayan.jpeg
244,Cathal Pendred,24/10/2015,1,0,4,1,14,0,0,1,2,0,1,0,4,185.42,190.5,170,28,0,1,0,0,images/reza.jpeg
245,Cezar Ferreira,17/11/2018,0,2,3,4,28,1,0,2,4,0,3,0,9,185.42,198.12,185,33,0,0,1,0,images/prat.jpeg
246,Chad Griggs,17/11/2012,1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,185.42,205,34,0,1,0,0,images/vikas.jpeg
247,Chad Laprise,08/12/2018,1,0,3,3,19,1,0,1,2,3,0,0,6,177.8,180.34,170,32,0,1,0,0,images/mufi.jpeg
248,Chad Mendes,29/12/2018,0,1,5,4,26,3,0,0,3,6,0,0,9,167.64,167.64,145,33,0,1,0,0,images/shayan.jpeg
249,Chad Reiner,12/06/2007,1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,184.9560971,170,25,0,1,0,0,images/reza.jpeg
250,Chael Sonnen,16/11/2013,0,1,3,6,31,3,0,0,5,0,2,0,7,185.42,187.96,205,36,0,0,1,0,images/prat.jpeg
251,Chan Sung Jung,04/02/2017,1,0,3,1,11,1,0,0,0,1,2,0,3,170.18,182.88,145,29,0,1,0,0,images/vikas.jpeg
252,Chance Rencountre,19/01/2019,1,0,0,1,3,0,0,0,0,0,0,0,0,187.96,190.5,170,32,0,0,1,0,images/mufi.jpeg
253,Chanmi Jeon,22/09/2017,1,0,0,1,3,0,0,0,0,0,0,0,0,165.1,170.18,115,20,0,1,0,0,images/shayan.jpeg
254,Charles Byrd,02/03/2019,1,0,1,1,3,0,0,0,0,0,1,0,1,177.8,185.42,185,35,0,1,0,0,images/reza.jpeg
255,Charles Jourdain,18/05/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,175.26,155,23,0,0,0,1,images/prat.jpeg
256,Charles McCarthy,19/04/2008,0,1,1,1,3,0,0,0,0,0,1,0,1,177.8,180.34,185,27,0,1,0,0,images/vikas.jpeg
257,Charles Oliveira,18/05/2019,0,4,4,9,42,0,0,0,1,0,13,0,14,177.8,187.96,155,29,0,1,0,0,images/mufi.jpeg
258,Charles Rosa,08/04/2017,0,1,1,2,12,0,0,0,1,0,1,0,2,175.26,175.26,145,30,0,0,0,1,images/shayan.jpeg
259,Charlie Brenneman,08/11/2014,4,0,2,6,20,0,0,0,4,0,0,0,4,177.8,182.88,155,33,0,1,0,0,images/reza.jpeg
260,Charlie Valencia,30/04/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,160.02,162.56,135,36,0,1,0,0,images/prat.jpeg
261,Charlie Ward,16/07/2017,1,0,0,1,1,0,0,0,0,0,0,0,0,180.34,185.42,170,36,0,1,0,0,images/vikas.jpeg
262,Chas Skelly,10/11/2018,1,0,4,3,20,0,0,0,1,1,4,0,6,180.34,182.88,145,33,0,1,0,0,images/mufi.jpeg
263,Chase Sherman,22/09/2018,2,0,2,4,14,0,0,0,1,1,0,0,2,193.04,198.12,250,28,0,1,0,0,images/shayan.jpeg
264,Che Mills,29/09/2012,1,0,1,1,3,0,0,0,0,1,0,0,1,185.42,193.04,170,30,0,1,0,0,images/reza.jpeg
265,Cheick Kongo,27/04/2013,0,1,3,6,36,0,1,0,3,6,0,1,11,193.04,208.28,240,37,0,1,0,0,images/prat.jpeg
266,Chico Camus,26/09/2015,1,0,1,4,21,0,0,1,2,0,0,0,3,167.64,167.64,125,30,0,1,0,0,images/vikas.jpeg
267,Chris Avila,20/08/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,145,23,0,1,0,0,images/mufi.jpeg
268,Chris Beal,18/06/2016,2,0,2,2,11,0,0,0,1,1,0,0,2,170.18,175.26,125,30,0,1,0,0,images/shayan.jpeg
269,Chris Brennan,11/01/2002,1,0,0,1,1,1,0,0,0,0,0,0,0,172.72,176.8663992,170,30,0,1,0,0,images/reza.jpeg
270,Chris Camozzi,28/05/2017,2,0,4,9,46,0,0,2,4,1,1,1,9,187.96,193.04,185,30,0,1,0,0,images/prat.jpeg
271,Chris Cariaso,03/10/2015,2,0,3,5,34,1,0,2,4,1,0,0,7,160.02,160.02,125,34,0,0,1,0,images/vikas.jpeg
272,Chris Clements,25/04/2015,0,1,1,2,9,0,0,1,0,1,0,0,2,177.8,177.8,170,39,0,1,0,0,images/mufi.jpeg
273,Chris Cope,04/02/2012,1,0,1,1,4,0,0,0,1,0,0,0,1,182.88,182.88,170,28,0,1,0,0,images/shayan.jpeg
274,Chris Dempsey,27/02/2016,1,0,1,2,5,0,0,1,0,0,0,0,1,177.8,182.88,185,28,0,1,0,0,images/reza.jpeg
275,Chris Fishgold,01/06/2019,0,1,1,1,3,0,0,0,0,0,1,0,1,172.72,172.72,145,26,0,1,0,0,images/prat.jpeg
276,Chris Gruetzemacher,07/04/2018,2,0,1,2,8,0,0,0,1,0,0,0,1,172.72,172.72,155,31,0,1,0,0,images/vikas.jpeg
277,Chris Gutierrez,23/03/2019,1,0,0,1,2,0,0,0,0,0,0,0,0,175.26,175.26,135,27,0,1,0,0,images/mufi.jpeg
278,Chris Haseman,13/07/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.9560971,205,33,0,1,0,0,images/shayan.jpeg
279,Chris Heatherly,15/11/2014,1,0,0,1,1,0,0,0,0,0,0,0,0,175.26,172.72,155,26,0,1,0,0,images/reza.jpeg
280,Chris Kelades,23/04/2016,0,1,1,1,9,0,0,1,1,0,0,0,2,170.18,172.72,125,35,0,1,0,0,images/prat.jpeg
281,Chris Leben,28/12/2013,3,0,5,9,45,0,0,1,2,7,2,0,12,180.34,187.96,185,33,0,0,1,0,images/vikas.jpeg
282,Chris Lytle,14/08/2011,1,0,4,10,45,1,0,0,3,1,5,0,9,180.34,172.72,170,36,0,1,0,0,images/mufi.jpeg
283,Chris Price,25/01/2007,1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,193.045795,185,24,0,0,1,0,images/shayan.jpeg
284,Chris Sanford,09/04/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.9560971,185,37,0,1,0,0,images/reza.jpeg
285,Chris Spang,06/04/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045795,170,25,0,1,0,0,images/prat.jpeg
286,Chris Tuchscherer,26/02/2011,1,0,1,2,5,0,1,0,0,0,0,0,1,187.96,193.04,258,35,0,1,0,0,images/vikas.jpeg
287,Chris Wade,22/07/2017,2,0,4,2,14,0,0,0,2,0,2,0,4,177.8,177.8,155,29,0,1,0,0,images/mufi.jpeg
288,Chris Weidman,03/11/2018,0,1,9,3,32,5,0,0,3,4,3,0,10,187.96,198.12,185,34,0,1,0,0,images/shayan.jpeg
289,Chris Wilson,16/09/2009,1,0,1,2,9,0,0,0,1,0,0,0,1,185.42,190.5,170,32,0,1,0,0,images/reza.jpeg
290,Chris de la Rocha,15/12/2018,0,1,1,2,5,0,0,0,0,1,0,0,1,190.5,203.2,250,39,0,1,0,0,images/prat.jpeg
291,Christian Colombo,28/10/2017,2,0,0,2,6,0,0,0,0,0,0,0,0,195.58,203.2,265,37,0,1,0,0,images/vikas.jpeg
292,Christian Morecraft,20/01/2012,1,0,1,2,6,0,0,0,0,0,1,0,1,198.12,205.74,260,25,0,1,0,0,images/mufi.jpeg
293,Christian Wellisch,31/01/2009,1,0,2,2,6,0,0,0,1,0,1,0,2,187.96,195.58,234,33,0,1,0,0,images/shayan.jpeg
294,Christos Giagos,01/06/2019,0,1,1,3,10,0,0,0,1,0,1,0,2,177.8,180.34,155,29,0,1,0,0,images/reza.jpeg
295,Chuck Liddell,12/06/2010,2,0,7,6,44,7,0,0,6,9,0,1,16,187.96,193.04,205,40,0,1,0,0,images/prat.jpeg
296,Cindy Dandois,22/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,172.72,135,32,0,1,0,0,images/vikas.jpeg
297,Claude Patrick,10/12/2011,0,3,3,0,8,0,0,0,2,0,1,0,3,180.34,190.5,170,31,0,1,0,0,images/mufi.jpeg
298,Claudia Gadelha,08/12/2018,0,1,2,3,24,1,0,1,3,0,1,0,5,162.56,160.02,115,30,0,1,0,0,images/shayan.jpeg
299,Claudio Puelles,19/05/2018,1,0,0,1,2,1,0,0,0,0,0,0,0,180.34,182.88,155,22,0,0,1,0,images/reza.jpeg
300,Claudio Silva,16/03/2019,0,3,3,0,7,0,0,1,1,0,1,0,3,180.34,180.34,170,36,0,0,1,0,images/prat.jpeg
301,Clay Collard,05/09/2015,1,0,1,2,9,0,0,0,1,0,0,0,1,180.34,185.42,145,22,0,1,0,0,images/vikas.jpeg
302,Clay Guida,11/05/2019,1,0,4,12,67,0,0,3,5,2,4,0,14,170.18,177.8,155,37,0,1,0,0,images/mufi.jpeg
303,Clifford Starks,20/04/2013,1,0,1,1,5,0,0,0,1,0,0,0,1,182.88,195.58,185,31,0,1,0,0,images/shayan.jpeg
304,Clint Hester,23/04/2016,2,0,4,2,15,0,0,1,1,1,0,1,4,187.96,195.58,205,29,0,1,0,0,images/reza.jpeg
305,Cody Donovan,19/07/2014,2,0,1,2,4,0,0,0,0,1,0,0,1,190.5,187.96,205,33,0,1,0,0,images/prat.jpeg
306,Cody East,01/10/2016,1,0,0,1,1,0,0,0,0,0,0,0,0,190.5,187.96,245,28,0,1,0,0,images/vikas.jpeg
307,Cody Garbrandt,02/03/2019,2,0,6,2,17,3,0,0,2,4,0,0,6,172.72,165.1,135,27,0,1,0,0,images/mufi.jpeg
308,Cody Gibson,22/02/2015,1,0,1,2,6,0,0,0,0,1,0,0,1,177.8,180.34,135,27,0,1,0,0,images/shayan.jpeg
309,Cody McKenzie,14/12/2013,0,1,1,3,10,0,0,0,1,0,2,0,3,182.88,182.88,155,25,0,0,0,1,images/reza.jpeg
310,Cody Pfister,13/07/2016,1,0,1,2,7,0,0,0,1,0,0,0,1,177.8,185.42,155,26,0,1,0,0,images/prat.jpeg
311,Cody Stamann,02/03/2019,1,0,3,1,11,0,0,2,1,0,0,0,3,167.64,162.56,135,29,0,1,0,0,images/vikas.jpeg
312,Colby Covington,09/06/2018,0,5,5,1,23,0,0,0,4,2,2,0,8,180.34,182.88,170,30,0,1,0,0,images/mufi.jpeg
313,Cole Escovedo,12/11/2011,2,0,0,2,5,0,0,0,0,0,0,0,0,170.18,182.88,135,30,0,1,0,0,images/shayan.jpeg
314,Cole Miller,17/12/2016,3,0,2,9,42,0,0,0,2,1,7,0,10,185.42,187.96,145,32,0,1,0,0,images/reza.jpeg
315,Cole Smith,04/05/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,170.18,135,30,0,1,0,0,images/prat.jpeg
316,Colin Fletcher,16/03/2013,1,0,0,1,3,1,0,0,0,0,0,0,0,187.96,198.12,155,30,0,1,0,0,images/vikas.jpeg
317,Colin Robinson,19/01/2008,1,0,0,1,2,0,0,0,0,0,0,0,0,193.04,198.4389269,243,39,0,1,0,0,images/mufi.jpeg
318,Collin Hart,13/04/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,193.04,185,23,0,1,0,0,images/shayan.jpeg
319,Colton Smith,28/06/2014,2,0,1,2,8,1,0,0,1,0,0,0,1,182.88,180.34,155,26,0,1,0,0,images/reza.jpeg
320,Conor McGregor,06/10/2018,0,2,7,1,20,3,1,0,1,7,0,0,9,175.26,187.96,155,30,0,0,1,0,images/vikas.jpeg
321,Corey Anderson,29/12/2018,0,2,3,4,31,1,0,0,6,2,0,0,8,190.5,200.66,205,29,0,1,0,0,images/vikas.jpeg
322,Corey Hill,10/12/2008,1,0,1,1,4,0,0,0,0,1,0,0,1,193.04,203.2,155,30,0,1,0,0,images/mufi.jpeg
323,Cortney Casey,17/02/2019,0,1,2,5,23,0,0,1,1,1,1,0,4,170.18,170.18,115,31,0,1,0,0,images/shayan.jpeg
324,Cory Sandhagen,27/04/2019,0,3,3,0,5,0,0,0,0,2,1,0,3,180.34,177.8,135,27,0,0,0,1,images/reza.jpeg
325,Costas Philippou,16/05/2015,0,1,5,3,21,0,0,1,2,3,0,0,6,180.34,185.42,185,35,0,1,0,0,images/prat.jpeg
326,Court McGee,27/04/2019,0,1,3,6,39,1,0,1,5,0,2,0,8,180.34,190.5,170,34,0,1,0,0,images/vikas.jpeg
327,Crafton Wallace,10/10/2006,1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,187.6526631,185,30,0,1,0,0,images/mufi.jpeg
328,Craig White,08/09/2018,1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,193.04,170,28,0,1,0,0,images/shayan.jpeg
329,Cris Cyborg,29/12/2018,0,5,5,0,12,3,0,0,1,4,0,0,5,172.72,172.72,145,33,0,1,0,0,images/reza.jpeg
330,Cristiano Marcello,15/02/2014,1,0,1,2,8,0,0,1,0,0,0,0,1,175.26,182.88,155,36,0,1,0,0,images/prat.jpeg
331,Cristina Stanciu,13/07/2016,1,0,0,1,3,0,0,0,0,0,0,0,0,160.02,162.56,115,22,0,1,0,0,images/vikas.jpeg
332,Cub Swanson,04/05/2019,3,0,6,6,46,0,0,0,6,4,0,0,10,172.72,177.8,145,35,0,1,0,0,images/mufi.jpeg
333,Cung Le,23/08/2014,0,2,2,1,6,0,0,0,1,1,0,0,2,175.26,175.26,185,42,0,0,1,0,images/shayan.jpeg
334,Curtis Blaydes,23/03/2019,1,0,4,3,18,0,0,0,2,2,0,1,5,193.04,203.2,265,28,0,1,0,0,images/reza.jpeg
335,Curtis Millender,13/04/2019,1,0,3,1,9,0,0,0,2,1,0,0,3,187.96,193.04,170,31,0,1,0,0,images/prat.jpeg
336,Curtis Stout,19/06/2004,1,0,0,1,2,0,0,0,0,0,0,0,0,185.42,190.349229,185,30,0,0,1,0,images/vikas.jpeg
337,Cynthia Calvillo,17/02/2019,0,1,3,1,11,0,0,0,1,0,3,0,4,162.56,162.56,115,31,0,1,0,0,images/mufi.jpeg
338,Cyril Asker,10/02/2018,0,1,1,2,5,0,0,0,0,1,1,0,2,182.88,187.96,247,32,0,1,0,0,images/shayan.jpeg
339,Cyrille Diabate,08/03/2014,1,0,2,3,13,0,1,0,1,1,1,0,4,198.12,205.74,205,40,0,0,1,0,images/reza.jpeg
340,DaMarques Johnson,29/09/2012,2,0,2,5,15,1,0,0,0,2,2,0,4,185.42,190.5,170,30,0,1,0,0,images/prat.jpeg
341,Daichi Abe,23/06/2018,1,0,1,1,6,0,0,0,1,0,0,0,1,180.34,180.34,170,26,0,1,0,0,images/vikas.jpeg
342,Daiju Takase,16/12/2000,2,0,0,2,4,0,0,0,0,0,0,0,0,182.88,187.6526631,170,22,0,0,1,0,images/mufi.jpeg
343,Dale Hartt,13/06/2009,0,1,1,1,3,0,0,0,0,1,0,0,1,177.8,175.26,155,30,0,1,0,0,images/shayan.jpeg
344,Damacio Page,11/07/2012,2,0,0,2,3,0,0,0,0,0,0,0,0,167.64,167.64,135,29,0,1,0,0,images/reza.jpeg
345,Damian Grabowski,22/07/2017,2,0,0,2,2,0,0,0,0,0,0,0,0,185.42,190.5,241,37,0,1,0,0,images/prat.jpeg
346,Damian Stasiak,22/07/2018,2,0,2,3,13,0,0,0,0,0,2,0,2,165.1,177.8,135,28,0,1,0,0,images/vikas.jpeg
347,Damien Brown,10/02/2018,2,0,2,3,11,0,0,1,0,1,0,0,2,177.8,172.72,155,33,0,1,0,0,images/mufi.jpeg
348,Damir Hadzovic,01/06/2019,0,2,2,2,12,0,0,1,0,2,0,0,3,175.26,177.8,155,32,0,1,0,0,images/shayan.jpeg
